ID,Question,Category,Register,Stakeholder_Role,Surface_Cognitive_Complexity,Latent_Architectural_Complexity,Required_Data_Sources,Answer_Type,Notes,Source,Section,Priority,Complexity_L,Readiness_R,Readiness_Label,Sensors_Required,Authoritative_Sources,Analysis_Required,Answer_Boundary,Source_Doc
AV-079,Is the evidence sufficient to request a restricted security or privacy investigation?,,,Teaching and audiovisual support team,,,,,Supports proportionate restricted escalation without declaring a breach.,stakeholder_catalogue_37,,,L3,R3,restricted TEACHING AND AUDIOVISUAL SUPPORT TEAM QUESTION Is,"Proposed evidence: the affected managed endpoint and authorised security/privacy monitoring source: approved indicator flags, configuration drift, endpoint health and non-content connection metadata; no payloads, credentials or media. Coverage and timing: Use current multi-source evidence over the active alert and immediate decision window Quality gate: Evidence is eligible only after commissioned room-to-rack/endpoint/service mapping, clock synchronisation and current health checks. Report data age, cadence or aggregation, uptime, gaps, drift, relocation or maintenance flags and provenance; reject stale, unmapped or unauthorised feeds.","record; restricted response contacts Precedence: retain the source owner, effective or observed time, retrieval time, permission scope, version/provenance, staleness and conflicts. Current owner-issued status governs its domain and telemetry cannot override it.","Operation: diagnosis plus recommendation. Decision interval: the active alert and escalation decision. Minimum evidence: credible multi-source indicators, current baseline, permission and consequence-aware escalation criteria. Method: compare evidence with owner-approved thresholds, state confidence and recommend escalation or continued observation without action. Uncertainty and safe failure: state eligible coverage, assumptions and conflicts; if a mandatory input is missing, stale, contradictory, unmapped or unauthorised, ask for the smallest clarification or physical check, then defer or return not assessable.","Do not access credentials, identify people, inspect content, disclose security-sensitive detail or declare a breach. Restricted security, privacy and service owners assess and act; uncertain evidence must be contained and deferred. Show only the minimum detail permitted for the requester.",Teaching and audiovisual support team.pdf
AV-080,"Which AV services have an owner-approved, recently tested recovery path for power, network or platform loss?",,,Teaching and audiovisual support team,,,,,Shows which recovery paths are tested and which still need owner-led validation.,stakeholder_catalogue_37,,,L2,R3,restricted TEACHING AND AUDIOVISUAL SUPPORT TEAM QUESTION Whi,"Proposed evidence: owner-managed UPS-backed AV loads, local control, approved alternate endpoints and monitoring service: content-free status and in-date test results for each defined loss scenario; no user or teaching data. Coverage and timing: Use current owner status and the latest approved continuity test within its validity period Quality gate: Evidence is eligible only after commissioned room-to-rack/endpoint/service mapping, clock synchronisation and current health checks. Report data age, cadence or aggregation, uptime, gaps, drift, relocation or maintenance flags and provenance; reject stale, unmapped or unauthorised feeds.","test records; room constraints and emergency rules Precedence: retain the source owner, effective or observed time, retrieval time, permission scope, version/provenance, staleness and conflicts. Current owner-issued status governs its domain and telemetry cannot override it.","Operation: authorised lookup plus scenario comparison. Decision interval: the selected outage scenario and recovery horizon. Minimum evidence: current tested continuity plan, mapped dependencies, in-date test evidence and owner-issued status. Method: compare power, network and platform loss scenarios; separate proven from assumed fallback and show restoration dependencies and untested gaps. Uncertainty and safe failure: state eligible coverage, assumptions and conflicts; if a mandatory input is missing, stale, contradictory, unmapped or unauthorised, ask for the smallest clarification or physical check, then defer or return not assessable.","Do not access credentials, identify people, inspect content, disclose security-sensitive detail or declare a breach. Restricted security, privacy and service owners assess and act; uncertain evidence must be contained and deferred. Telemetry is not electrical safety approval; competent electrical authority remains responsible.",Teaching and audiovisual support team.pdf
BM-001,Which HVAC zones are not in the operating mode that their current approved schedule calls for right now?,,,BMS-HVAC operators,,,,,Lets the operator identify genuine schedule/mode mismatches before investigating plant or controls.,stakeholder_catalogue_37,,,,,,"Signals / location: zone mode/status, controller occupancy-state, plant enable and schedule-reference points. Coverage / timing: every commissioned HVAC zone and its controlling schedule object; no inference from room occupants. 1-5 min observations; aggregation: 5 min status with 15 min persistence flag. Quality / provenance: controller clocks and mode enumerations must be verified; stale or unmapped zones remain unknown. Verify point or sensor type, physical/logical location and engineering units against the current mapping. Check source-clock alignment, last-good time, valid-sample uptime and gaps; for physical sensors/meters, check applicable calibration or field-check status and range/stuck/drift flags. Retain object ID, controller/gateway, mapping/configuration version, observed time and retrieved time; gaps stay missing.","Owners: the authorised BMS schedule/control-mode owner, the approved opening-hours or exception-calendar owner, and the current HVAC zone/service-mapping owner. Precedence: emergency, life-safety, permit-to-work and resilience instructions > current approved source-of-record/control configuration > commissioned live telemetry > authorised notes > historical references. Preserve effective, observed and retrieved times, role permission, owner/version and provenance; show stale or conflicting sources separately and never reconcile them silently. The May 2021 floor plan is historical only and cannot establish current use, access, services, HVAC topology, hazards, closures or isolation boundaries.","Type: comparison - schedule-to-live-mode reconciliation. Decision interval: every 5 min and on schedule transitions. Minimum evidence: current approved schedule version, verified zone-to-controller mapping and at least 3 healthy mode observations in 15 min. Method: derive expected mode from effective schedule/exception then compare with controller state and plant enable proof. Uncertainty: show mismatch age, number of supporting points and any schedule/controller conflict. Safe failure: if required mapping, permission, clock, health or sampling gates fail, return unknown / insufficient evidence and name the missing proof; do not interpolate missing control states or silently substitute a model.","Do not infer human presence from an occupied mode, or call a mismatch a fault without checking approved exceptions and interlocks. No control writes, setpoint/schedule/priority changes, plant start/stop, override clearing/extending, alarm acknowledgement/suppression/reset, interlock bypass, work/access/isolation authorisation, or IAQ/comfort/compliance/safe-operation certification. Authorised operators, competent engineers and emergency/permit procedures decide and take precedence. BMS/HVAC OPERATORS QUESTION",BMS-HVAC operators.pdf
BM-002,Which zones or systems are still running outside today's approved HVAC operating window?,,,BMS-HVAC operators,,,,,Supports rapid checks for unintended after-hours operation without disrupting legitimate exceptions.,stakeholder_catalogue_37,,,,,,"Signals / location: schedule objects, optimum-start/stop states, plant enable commands, run proof and terminal enable states. Coverage / timing: mapped AHUs, pumps and terminal groups with a verified relationship to an approved schedule. 1-5 min; aggregation: runtime intervals by system and current shift. Quality / provenance: exclude maintenance/test windows, failed run-proof points and controllers with unsynchronised clocks. Verify point or sensor type, physical/logical location and engineering units against the current mapping. Check source-clock alignment, last-good time, valid-sample uptime and gaps; for physical sensors/meters, check applicable calibration or field-check status and range/stuck/drift flags. Retain object ID, controller/gateway, mapping/configuration version, observed time and retrieved time; gaps stay missing.","Owners: the authorised BMS schedule/control-mode owner, the approved opening-hours or exception-calendar owner, and the current HVAC zone/service-mapping owner. Precedence: emergency, life-safety, permit-to-work and resilience instructions > current approved source-of-record/control configuration > commissioned live telemetry > authorised notes > historical references. Preserve effective, observed and retrieved times, role permission, owner/version and provenance; show stale or conflicting sources separately and never reconcile them silently. The May 2021 floor plan is historical only and cannot establish current use, access, services, HVAC topology, hazards, closures or isolation boundaries.","Type: comparison - approved-window overlap and exception detection. Decision interval: current shift, refreshed every 5 min. Minimum evidence: valid schedule/exception calendar plus 15 min of healthy command and run-proof evidence. Method: compare actual run intervals with approved windows and classify only unexplained overlap as candidate excess runtime. Uncertainty: report unmatched runtime duration and whether evidence is command-only, proof-only or both. Safe failure: if required mapping, permission, clock, health or sampling gates fail, return unknown / insufficient evidence and name the missing proof; do not interpolate missing control states or silently substitute a model.","Do not assume that after-hours runtime is wasteful when an authorised extension, maintenance task, frost protection or emergency instruction may apply. No control writes, setpoint/schedule/priority changes, plant start/stop, override clearing/extending, alarm acknowledgement/suppression/reset, interlock bypass, work/access/isolation authorisation, or IAQ/comfort/compliance/safe-operation certification. Authorised operators, competent engineers and emergency/permit procedures decide and take precedence. Read-only decision support. Current authorised owners, competent professionals and emergency/permit procedures take precedence.",BMS-HVAC operators.pdf
BM-003,"Which systems started late or stopped late against today's approved schedule, and by how much?",,,BMS-HVAC operators,,,,,Helps the operator distinguish schedule timing issues from downstream plant-response issues.,stakeholder_catalogue_37,,,,,,"Signals / location: schedule transition timestamps, controller mode changes, plant enable and run-proof transitions. Coverage / timing: commissioned systems with reliable event timestamps and explicit scheduled start/stop semantics. event-level plus 1 min state samples; aggregation: per scheduled transition. Quality / provenance: clock synchronisation and event-ordering must be healthy; ignore transitions during controller restart or test mode. Verify point or sensor type, physical/logical location and engineering units against the current mapping. Check source-clock alignment, last-good time, valid-sample uptime and gaps; for physical sensors/meters, check applicable calibration or field-check status and range/stuck/drift flags. Retain object ID, controller/gateway, mapping/configuration version, observed time and retrieved time; gaps stay missing.","Owners: the authorised BMS schedule/control-mode owner, the approved opening-hours or exception-calendar owner, and the current HVAC zone/service-mapping owner. Precedence: emergency, life-safety, permit-to-work and resilience instructions > current approved source-of-record/control configuration > commissioned live telemetry > authorised notes > historical references. Preserve effective, observed and retrieved times, role permission, owner/version and provenance; show stale or conflicting sources separately and never reconcile them silently. The May 2021 floor plan is historical only and cannot establish current use, access, services, HVAC topology, hazards, closures or isolation boundaries.","Type: calculation - transition-latency calculation. Decision interval: after each scheduled start/stop and at shift assessment. Minimum evidence: one scheduled transition, corresponding controller/plant transition and trustworthy clocks. Method: calculate signed delay from approved effective transition to verified actual state, separating command delay from run-proof delay. Uncertainty: show timestamp resolution and whether the true transition may lie between samples. Safe failure: if required mapping, permission, clock, health or sampling gates fail, return unknown / insufficient evidence and name the missing proof; do not interpolate missing control states or silently substitute a model.","Do not treat a late transition as equipment failure without checking optimum-start logic, safeties, interlocks or authorised delay. No control writes, setpoint/schedule/priority changes, plant start/stop, override clearing/extending, alarm acknowledgement/suppression/reset, interlock bypass, work/access/isolation authorisation, or IAQ/comfort/compliance/safe-operation certification. Authorised operators, competent engineers and emergency/permit procedures decide and take precedence. BMS/HVAC OPERATORS QUESTION",BMS-HVAC operators.pdf
BM-004,Which zones have not stabilised after the approved warm-up or cool-down period should have completed?,,,BMS-HVAC operators,,,,,"Shows where an operator may need to investigate slow recovery, load changes or service constraints.",stakeholder_catalogue_37,,,,,,"Signals / location: zone temperature, active setpoint/band, operating mode, heating/cooling demand, terminal airflow and relevant plant enable proof. Coverage / timing: zones with commissioned temperature and demand points plus a verified service path. 1-5 min; aggregation: 15 min rolling stability and recovery trend. Quality / provenance: exclude sensors in known fault, recent maintenance or manual test; use only verified engineering units. Verify point or sensor type, physical/logical location and engineering units against the current mapping. Check source-clock alignment, last-good time, valid-sample uptime and gaps; for physical sensors/meters, check applicable calibration or field-check status and range/stuck/drift flags. Retain object ID, controller/gateway, mapping/configuration version, observed time and retrieved time; gaps stay missing.","Owners: the authorised BMS schedule/control-mode owner, the approved opening-hours or exception-calendar owner, and the current HVAC zone/service-mapping owner. Precedence: emergency, life-safety, permit-to-work and resilience instructions > current approved source-of-record/control configuration > commissioned live telemetry > authorised notes > historical references. Preserve effective, observed and retrieved times, role permission, owner/version and provenance; show stale or conflicting sources separately and never reconcile them silently. The May 2021 floor plan is historical only and cannot establish current use, access, services, HVAC topology, hazards, closures or isolation boundaries.","Type: diagnosis - post-transition settling assessment. Decision interval: 15 min after expected recovery completion, then every 10 min. Minimum evidence: current mode/setpoint, at least 30 min of healthy zone temperature and evidence that the serving system was enabled. Method: test whether temperature is within the approved band and rate-of-change has settled, comparing with trusted recovery history only when comparable. Uncertainty: report weather/load comparability and do not treat historical recovery time as a guarantee. Safe failure: if required mapping, permission, clock, health or sampling gates fail, return unknown / insufficient evidence and name the missing proof; do not interpolate missing control states or silently substitute a model.","Do not declare discomfort, unsafe conditions or inadequate design solely from BMS temperature response. No control writes, setpoint/schedule/priority changes, plant start/stop, override clearing/extending, alarm acknowledgement/suppression/reset, interlock bypass, work/access/isolation authorisation, or IAQ/comfort/compliance/safe-operation certification. Authorised operators, competent engineers and emergency/permit procedures decide and take precedence. Read-only decision support. Current authorised owners, competent professionals and emergency/permit procedures take precedence.",BMS-HVAC operators.pdf
BM-005,"Where does the approved schedule call for occupied mode while the local controller or terminal remains inhibited, setback or unoccupied?",,,BMS-HVAC operators,,,,,Helps the operator locate where approved occupied intent is being lost in the control chain.,stakeholder_catalogue_37,,,,,,"Signals / location: schedule state, zone occupancy-mode input used by the controller, terminal enable/inhibit, local controller mode and actuator-demand points. Coverage / timing: mapped zone controllers and terminal units with known control priority and inheritance. 1-5 min; aggregation: current state with 15 min persistence. Quality / provenance: verify meaning of inhibit/setback enumerations and source priority; do not infer real occupancy. Verify point or sensor type, physical/logical location and engineering units against the current mapping. Check source-clock alignment, last-good time, valid-sample uptime and gaps; for physical sensors/meters, check applicable calibration or field-check status and range/stuck/drift flags. Retain object ID, controller/gateway, mapping/configuration version, observed time and retrieved time; gaps stay missing.","Owners: the authorised BMS schedule/control-mode owner, the approved opening-hours or exception-calendar owner, and the current HVAC zone/service-mapping owner. Precedence: emergency, life-safety, permit-to-work and resilience instructions > current approved source-of-record/control configuration > commissioned live telemetry > authorised notes > historical references. Preserve effective, observed and retrieved times, role permission, owner/version and provenance; show stale or conflicting sources separately and never reconcile them silently. The May 2021 floor plan is historical only and cannot establish current use, access, services, HVAC topology, hazards, closures or isolation boundaries.","Type: lookup - control-state inheritance check. Decision interval: every 5 min during scheduled occupied periods. Minimum evidence: approved occupied schedule plus healthy local-mode/enable telemetry and control-priority metadata. Method: trace schedule -> supervisory command -> local mode/inhibit and flag persistent state breaks. Uncertainty: show which step is missing and whether a local safety or authorised override could explain it. Safe failure: if required mapping, permission, clock, health or sampling gates fail, return unknown / insufficient evidence and name the missing proof; do not interpolate missing control states or silently substitute a model.","Do not infer that a room is empty or occupied, or override a local safety/inhibit state. No control writes, setpoint/schedule/priority changes, plant start/stop, override clearing/extending, alarm acknowledgement/suppression/reset, interlock bypass, work/access/isolation authorisation, or IAQ/comfort/compliance/safe-operation certification. Authorised operators, competent engineers and emergency/permit procedures decide and take precedence. BMS/HVAC OPERATORS QUESTION",BMS-HVAC operators.pdf
BM-006,"What after-hours HVAC extensions are active now, who or what authorised them, and when do they expire?",,,BMS-HVAC operators,,,,,Gives the operator a clean list of legitimate temporary runtime and items needing authorised follow-up.,stakeholder_catalogue_37,,,,,,"Signals / location: after-hours request state, extension timer, affected schedule/zone objects, plant enable and expiry timestamp where exposed. Coverage / timing: all verified extension mechanisms visible to BMS, using role or request class rather than personal identity. event-level and 1-5 min state; aggregation: one record per active extension. Quality / provenance: authorisation source and expiry semantics must be known; omit personal requester details unless operationally required and permitted. Verify point or sensor type, physical/logical location and engineering units against the current mapping. Check source-clock alignment, last-good time, valid-sample uptime and gaps; for physical sensors/meters, check applicable calibration or field-check status and range/stuck/drift flags. Retain object ID, controller/gateway, mapping/configuration version, observed time and retrieved time; gaps stay missing.","Owners: the authorised BMS schedule/control-mode owner, the approved opening-hours or exception-calendar owner, and the current HVAC zone/service-mapping owner. Precedence: emergency, life-safety, permit-to-work and resilience instructions > current approved source-of-record/control configuration > commissioned live telemetry > authorised notes > historical references. Preserve effective, observed and retrieved times, role permission, owner/version and provenance; show stale or conflicting sources separately and never reconcile them silently. The May 2021 floor plan is historical only and cannot establish current use, access, services, HVAC topology, hazards, closures or isolation boundaries.","Type: comparison - active-extension inventory and expiry validation. Decision interval: on request and every 5 min while active. Minimum evidence: active extension state, verified affected scope, current effective authorisation and expiry/end condition. Method: join extension event to affected schedule objects and show remaining authorised window; flag missing/expired governance metadata. Uncertainty: show unknown when requester/expiry provenance is unavailable rather than guessing. Safe failure: if required mapping, permission, clock, health or sampling gates fail, return unknown / insufficient evidence and name the missing proof; do not interpolate missing control states or silently substitute a model.","Do not disclose unnecessary personal details, extend/cancel the request, or decide that an extension is no longer justified. No control writes, setpoint/schedule/priority changes, plant start/stop, override clearing/extending, alarm acknowledgement/suppression/reset, interlock bypass, work/access/isolation authorisation, or IAQ/comfort/compliance/safe-operation certification. Authorised operators, competent engineers and emergency/permit procedures decide and take precedence. Read-only decision support. Current authorised owners, competent professionals and emergency/permit procedures take precedence.",BMS-HVAC operators.pdf
BM-007,"Are any systems in holiday, weekend or closure mode when the current approved calendar says they should be operating normally?",,,BMS-HVAC operators,,,,,Helps avoid whole-area HVAC being left in the wrong day type after calendar changes.,stakeholder_catalogue_37,,,,,,"Signals / location: calendar exception state, day-type/holiday flag, schedule outputs, system mode and plant enable proof. Coverage / timing: systems whose schedules inherit from a verified calendar or day-type object. on calendar/schedule events plus 5 min state; aggregation: per system and active exception. Quality / provenance: calendar timezone, effective dates and inheritance must be verified; current closure/access records take precedence over historical room use. Verify point or sensor type, physical/logical location and engineering units against the current mapping. Check source-clock alignment, last-good time, valid-sample uptime and gaps; for physical sensors/meters, check applicable calibration or field-check status and range/stuck/drift flags. Retain object ID, controller/gateway, mapping/configuration version, observed time and retrieved time; gaps stay missing.","Owners: the authorised BMS schedule/control-mode owner, the approved opening-hours or exception-calendar owner, and the current HVAC zone/service-mapping owner. Precedence: emergency, life-safety, permit-to-work and resilience instructions > current approved source-of-record/control configuration > commissioned live telemetry > authorised notes > historical references. Preserve effective, observed and retrieved times, role permission, owner/version and provenance; show stale or conflicting sources separately and never reconcile them silently. The May 2021 floor plan is historical only and cannot establish current use, access, services, HVAC topology, hazards, closures or isolation boundaries.","Type: comparison - calendar-exception consistency check. Decision interval: at day start, after calendar edits and every 15 min during mismatch. Minimum evidence: current approved exception calendar, schedule inheritance and live mode state. Method: compare current date/day-type and approved exception with resulting system mode, tracing inherited schedules when possible. Uncertainty: state whether mismatch may arise from approved closure, local exception or stale calendar data. Safe failure: if required mapping, permission, clock, health or sampling gates fail, return unknown / insufficient evidence and name the missing proof; do not interpolate missing control states or silently substitute a model.","Do not assume a building area should be open because of the May 2021 floor plan or routine timetable. No control writes, setpoint/schedule/priority changes, plant start/stop, override clearing/extending, alarm acknowledgement/suppression/reset, interlock bypass, work/access/isolation authorisation, or IAQ/comfort/compliance/safe-operation certification. Authorised operators, competent engineers and emergency/permit procedures decide and take precedence. BMS/HVAC OPERATORS QUESTION",BMS-HVAC operators.pdf
BM-008,"Which systems are in frost protection, purge, smoke-related, night setback or another exceptional mode, and what evidence explains why?",,,BMS-HVAC operators,,,,,Lets the operator understand why routine HVAC behaviour may be intentionally suspended and escalate appropriately.,stakeholder_catalogue_37,,,,,,"Signals / location: system mode, safety/interlock states exposed for read-only use, relevant temperature/air-quality triggers, timer states and plant proof. Coverage / timing: only systems with commissioned exceptional-mode semantics and permissions appropriate to the operator role. event-level and 1 min while exceptional; aggregation: current event episode. Quality / provenance: life-safety interfaces may be incomplete or restricted; absence of a BMS point is not evidence that a safety condition is absent. Verify point or sensor type, physical/logical location and engineering units against the current mapping. Check source-clock alignment, last-good time, valid-sample uptime and gaps; for physical sensors/meters, check applicable calibration or field-check status and range/stuck/drift flags. Retain object ID, controller/gateway, mapping/configuration version, observed time and retrieved time; gaps stay missing.","Owners: the authorised BMS schedule/control-mode owner, the approved opening-hours or exception-calendar owner, and the current HVAC zone/service-mapping owner. Precedence: emergency, life-safety, permit-to-work and resilience instructions > current approved source-of-record/control configuration > commissioned live telemetry > authorised notes > historical references. Preserve effective, observed and retrieved times, role permission, owner/version and provenance; show stale or conflicting sources separately and never reconcile them silently. The May 2021 floor plan is historical only and cannot establish current use, access, services, HVAC topology, hazards, closures or isolation boundaries.","Type: diagnosis - exceptional-mode episode reconstruction. Decision interval: immediate read-only status and at shift handover. Minimum evidence: verified mode code, start time and at least one authorised trigger/interlock source or explicit statement that cause is unavailable. Method: trace mode entry against available trigger, timer and interlock events without bypassing source-of-record safety systems. Uncertainty: report missing cause explicitly and treat safety-system evidence as authoritative over analytics. Safe failure: if required mapping, permission, clock, health or sampling gates fail, return unknown / insufficient evidence and name the missing proof; do not interpolate missing control states or silently substitute a model.","Do not interpret or clear a life-safety state, promise normal operation, or expose restricted safety details beyond permission. No control writes, setpoint/schedule/priority changes, plant start/stop, override clearing/extending, alarm acknowledgement/suppression/reset, interlock bypass, work/access/isolation authorisation, or IAQ/comfort/compliance/safe-operation certification. Authorised operators, competent engineers and emergency/permit procedures decide and take precedence. Read-only decision support. Current authorised owners, competent professionals and emergency/permit procedures take precedence.",BMS-HVAC operators.pdf
BM-009,Which zones or systems have changed operating mode unusually often during this shift?,,,BMS-HVAC operators,,,,,Directs attention to unstable operating patterns that may deserve a deeper control or sensor check.,stakeholder_catalogue_37,,,,,,"Signals / location: time-stamped mode transitions, controller restart/status, schedule events, override events and relevant demand states. Coverage","Owners: the authorised BMS schedule/control-mode owner, the approved opening-hours or exception-calendar owner, and the current HVAC zone/service-mapping owner. Precedence: emergency, life-safety, permit-to-work and resilience instructions > current approved source-of-record/control configuration > commissioned live telemetry > authorised notes > historical references. Preserve effective, observed and retrieved times, role permission, owner/version and provenance; show stale or conflicting sources separately and never reconcile them silently. The May 2021 floor plan is historical only and cannot establish current use, access, services, HVAC topology, hazards, closures or isolation boundaries.","Type: calculation - mode-transition frequency and sequence analysis. Decision interval: rolling 8-12 h shift window, refreshed every 15 min. Minimum evidence: at least 4 h of valid event history or 10 transitions, plus schedule/override context. Method: compare transition rate with a trusted same-system baseline and identify sequences tied to schedules, overrides or restarts. Uncertainty: show baseline sample size; do not label statistical rarity as a control fault. Safe failure: if required mapping, permission, clock, health or sampling gates fail, return unknown / insufficient evidence and name the missing proof; do not interpolate missing control states or silently substitute a model.","Do not diagnose hunting or equipment failure solely from mode-change count without control-loop evidence. No control writes, setpoint/schedule/priority changes, plant start/stop, override clearing/extending, alarm acknowledgement/suppression/reset, interlock bypass, work/access/isolation authorisation, or IAQ/comfort/compliance/safe-operation certification. Authorised operators, competent engineers and emergency/permit procedures decide and take precedence. BMS/HVAC OPERATORS QUESTION",BMS-HVAC operators.pdf
BM-010,"What is the current HVAC operating-mode picture across verified AHUs, terminal groups and their served zones?",,,BMS-HVAC operators,,,,,Provides a reliable shift-level overview without hiding gaps in topology or telemetry.,stakeholder_catalogue_37,,,,,,"Signals / location: AHU mode/run proof, terminal enable/mode, zone mode and verified service-association identifiers. Coverage / timing: only current commissioned service relationships; historical floor-plan adjacency is not used to invent HVAC topology. 1-5 min; aggregation: current status snapshot with age of each point. Quality / provenance: service links and point mappings must have explicit provenance; partial paths stay partial. Verify point or sensor type, physical/logical location and engineering units against the current mapping. Check source-clock alignment, last-good time, valid-sample uptime and gaps; for physical sensors/meters, check applicable calibration or field-check status and range/stuck/drift flags. Retain object ID, controller/gateway, mapping/configuration version, observed time and retrieved time; gaps stay missing.","Owners: the authorised BMS schedule/control-mode owner, the approved opening-hours or exception-calendar owner, and the current HVAC zone/service-mapping owner. Precedence: emergency, life-safety, permit-to-work and resilience instructions > current approved source-of-record/control configuration > commissioned live telemetry > authorised notes > historical references. Preserve effective, observed and retrieved times, role permission, owner/version and provenance; show stale or conflicting sources separately and never reconcile them silently. The May 2021 floor plan is historical only and cannot establish current use, access, services, HVAC topology, hazards, closures or isolation boundaries.","Type: diagnosis - hierarchical operating-state aggregation. Decision interval: on request and every 5 min for an operator dashboard. Minimum evidence: healthy top-level plant and terminal/zone state for each displayed branch plus current service mapping. Method: group by verified service path and show mixed/unknown states instead of forcing one building-wide label. Uncertainty: display coverage percentage and age of the oldest included observation. Safe failure: if required mapping, permission, clock, health or sampling gates fail, return unknown / insufficient evidence and name the missing proof; do not interpolate missing control states or silently substitute a model.","Do not infer current room use, access or service relationships from the May 2021 floor plan. No control writes, setpoint/schedule/priority changes, plant start/stop, override clearing/extending, alarm acknowledgement/suppression/reset, interlock bypass, work/access/isolation authorisation, or IAQ/comfort/compliance/safe-operation certification. Authorised operators, competent engineers and emergency/permit procedures decide and take precedence. Read-only decision support. Current authorised owners, competent professionals and emergency/permit procedures take precedence.",BMS-HVAC operators.pdf
BM-011,"Which zone, terminal or plant controls currently have an active manual, timed or software override?",,,BMS-HVAC operators,,,,,Lets the operator see temporary control states that can mask normal sequence behaviour.,stakeholder_catalogue_37,,,,,,"Signals / location: override flag/source/priority, commanded value, normal value, start time, expiry and affected control point. Coverage / timing: all commissioned writable points where read-only override metadata is available; no credentials or personal operator data. event-level plus 1-5 min state; aggregation: one active-override record per point. Quality / provenance: priority arrays and vendor-specific override semantics must be mapped correctly; missing expiry is not assumed permanent. Verify point or sensor type, physical/logical location and engineering units against the current mapping. Check source-clock alignment, last-good time, valid-sample uptime and gaps; for physical sensors/meters, check applicable calibration or field-check status and range/stuck/drift flags. Retain object ID, controller/gateway, mapping/configuration version, observed time and retrieved time; gaps stay missing.","Owners: the authorised BMS controls/configuration owner, change-control owner, and current commissioning or local-controller configuration owner. Precedence: emergency, life-safety, permit-to-work and resilience instructions > current approved source-of-record/control configuration > commissioned live telemetry > authorised notes > historical references. Preserve effective, observed and retrieved times, role permission, owner/version and provenance; show stale or conflicting sources separately and never reconcile them silently. The May 2021 floor plan is historical only and cannot establish current use, access, services, HVAC topology, hazards, closures or isolation boundaries.","Type: comparison - active-override inventory. Decision interval: on request, every 5 min, and at shift handover. Minimum evidence: verified override state and control priority plus current approved normal value or strategy reference. Method: identify override scope, age, source class and expiry; distinguish local hardware, BMS software and schedule-level overrides. Uncertainty: show unknown source/expiry explicitly and do not infer operator intent from the overridden value. Safe failure: if required mapping, permission, clock, health or sampling gates fail, return unknown / insufficient evidence and name the missing proof; do not interpolate missing control states or silently substitute a model.","Do not remove an override, reveal unnecessary operator identity, or decide whether the override remains authorised. No control writes, setpoint/schedule/priority changes, plant start/stop, override clearing/extending, alarm acknowledgement/suppression/reset, interlock bypass, work/access/isolation authorisation, or IAQ/comfort/compliance/safe-operation certification. Authorised operators, competent engineers and emergency/permit procedures decide and take precedence. BMS/HVAC OPERATORS QUESTION",BMS-HVAC operators.pdf
BM-012,"Which active overrides have expired, are close to expiry, or have no verified end condition?",,,BMS-HVAC operators,,,,,Supports timely authorised assessment before temporary control states become forgotten.,stakeholder_catalogue_37,,,,,,"Signals / location: override start/expiry timer, current override flag, priority/source and affected point value. Coverage / timing: active overrides with verified timer semantics and current control mapping. 1-5 min plus expiry events; aggregation: remaining duration buckets. Quality / provenance: controller time must be synchronised and ""no expiry"" must be distinguished from missing metadata. Verify point or sensor type, physical/logical location and engineering units against the current mapping. Check source-clock alignment, last-good time, valid-sample uptime and gaps; for physical sensors/meters, check applicable calibration or field-check status and range/stuck/drift flags. Retain object ID, controller/gateway, mapping/configuration version, observed time and retrieved time; gaps stay missing.","Owners: the authorised BMS controls/configuration owner, change-control owner, and current commissioning or local-controller configuration owner. Precedence: emergency, life-safety, permit-to-work and resilience instructions > current approved source-of-record/control configuration > commissioned live telemetry > authorised notes > historical references. Preserve effective, observed and retrieved times, role permission, owner/version and provenance; show stale or conflicting sources separately and never reconcile them silently. The May 2021 floor plan is historical only and cannot establish current use, access, services, HVAC topology, hazards, closures or isolation boundaries.","Type: lookup - expiry-state classification. Decision interval: every 5 min and 30 min before verified expiry. Minimum evidence: active override, trustworthy current time and verified expiry/end-condition semantics. Method: calculate remaining authorised duration, flag passed expiry still active, and separate deliberate indefinite overrides from unknown expiry. Uncertainty: report timer resolution and uncertainty if time sources disagree. Safe failure: if required mapping, permission, clock, health or sampling gates fail, return unknown / insufficient evidence and name the missing proof; do not interpolate missing control states or silently substitute a model.","Do not automatically clear, extend or renew an override, or claim an expired override is unauthorised without checking the source-of-record. No control writes, setpoint/schedule/priority changes, plant start/stop, override clearing/extending, alarm acknowledgement/suppression/reset, interlock bypass, work/access/isolation authorisation, or IAQ/comfort/compliance/safe-operation certification. Authorised operators, competent engineers and emergency/permit procedures decide and take precedence. Read-only decision support. Current authorised owners, competent professionals and emergency/permit procedures take precedence.",BMS-HVAC operators.pdf
