ID,Date_Found,Category,Severity,Title,Description,Root_Cause,Fix_Approach,Status,Date_Resolved,Verification,Refs
CAVEAT-226,2026-08-22,harness,P2,The regression gate cannot tell a config-driven tightening from a silent degradation,"Found by running the gate for real for the first time. A 316-question post-fix capture against the golden baseline returned 6 REGRESSION verdicts, all capability->capability answers that became declines. Checked against the BUG-218 hand labels, they are not one thing: 3 (Q426, Q651, RS-056) are OFF-TOPIC answers the raised retrieval floor correctly removed -- wins -- 1 is ARGUABLE, and only 2 (Q1036, Q1066) are genuine coverage loss. The gate called all six the same thing.","The gate's central rule is that a worsening is a TIGHTENING if some gate fired and a REGRESSION if none did, read from the capture's `gates` column, which is populated from EvidenceRecord.gates_applied. document_score_floor is not a gate -- it is a retrieval config value applied inside search_documents, long before any evidence gate runs -- so a suppression it causes names nothing and is indistinguishable from an unexplained decline. The same blind spot applies to every other config-driven behaviour change.","The floor is now applied in PYTHON rather than server-side. Qdrant's score_threshold returns only survivors, so 'nothing was retrieved' and 'everything fell below the floor' are indistinguishable from outside -- and only the second is attributable to a threshold. Retrieving with score_threshold=0.0 and filtering locally costs nothing (same query, same top_k) and makes the distinction available. When the floor suppresses EVERY candidate, the capability lane declares `retrieval_floor` on the evidence partial. The assembler now UNIONS lane-declared gates with gates that fired instead of overwriting them, which it was doing -- that would have silently discarded the declaration and put the record back to being unable to explain its own change.",FIXED,2026-08-22,"3 tests in tests/test_evidence_chokepoint.py: the declared gate survives assembly, it survives ALONGSIDE a fired gate (the overwrite path), and the floor is applied where the suppression can be seen. A test double in test_capability_bare_building.py needed its signature updated for the new out-parameter -- caught by the suite, fixed rather than worked around. Full suite 2575 pass. The practical effect: the next threshold change can be read off the gate instead of hand-classified against a labelled set, which is what 0.45 -> 0.50 required.",scripts/baseline_regression_gate.py::classify; orchestrator/services/document_indexer.py::search_documents; shared/config.py::MODEL_SCORE_FLOORS
BUG-227,2026-08-22,evidence,P1,"The evidence chokepoint could not see three of its ten lanes, and nothing failed","V6-T02's chokepoint was written, deployed and reported working. It was not. `_LANE_SEMANTICS` in assemble.py named `sparql_results` and `sql_data` -- strings that appear NOWHERE in the pipeline, because the lanes write `sparql_result` and `sql_result` (singular). The plural form is assigned exactly once, as `[]`, which is falsy and so cannot trigger inference either. Consequently every sensor-reading and metadata answer carried an evidence record saying 'no lane produced evidence for this answer, so nothing supports it' -- a confident, wrong statement about the system's own grounding, emitted by the component whose whole job is to describe grounding honestly. Separately, `_spatial_query_node` wrote `floor_plan_result`, so geometry it COMPUTED was recorded as a drawing it looked at.","The lane table was written from CLAUDE.md's reserved-key list rather than from the code, and that list was itself wrong. The unit tests could not catch it: test_evidence_assembly.py was written against the same fictional key, so the table, the tests and the documentation all agreed with each other and none of them agreed with the pipeline. This is the failure assemble.py's own docstring says it exists to prevent -- BUG-210 was two copies of one step drifting -- reproduced inside T02's own implementation, in triplicate.","Corrected the names to what the lanes actually write. Gave the spatial lane its own `spatial_result` key, rendered it in _response_node (writing only the new key would have blanked every spatial answer) and added it to the per-turn cleanup so stale geometry cannot bleed into a later turn. Declared T02_LANES beside the table. Corrected the reserved-key lists in CLAUDE.md and .claude/rules/agent-patterns.md, which is where the wrong names came from. Re-derived the test's parametrised lane list FROM _LANE_SEMANTICS so a third copy cannot drift again.",FIXED,2026-08-22,"tests/test_evidence_chokepoint.py (26 tests). The load-bearing one -- test_every_lane_key_is_actually_written -- scans the orchestrator for every `intermediate_results[""x""] =` assignment and fails if a lane key is not among them; reintroducing `sql_data` on purpose makes it fail with an actionable message, so the guard is proven to bite. Live: scripts/probe_evidence_lanes.py exercises 10 distinct lanes and all 10 now carry a record with a status, operations correctly differentiated across authoritative_lookup / observation / calculation / forecast / recommendation. Full suite 2522 pass.",orchestrator/services/evidence/assemble.py; orchestrator/workflow/_orchestrator.py; CLAUDE.md; .claude/rules/agent-patterns.md; tests/test_evidence_chokepoint.py
BUG-228,2026-08-22,evidence,P2,The discovery census answered from the graph and told the record it had no evidence,"Found by the T02 acceptance probe. 'What sensor types does this building have?' returns a correct live census -- 280 CO2 sensors, 276 air temperature, figures independently verified against GraphDB -- and its evidence record said NOT_ASSESSABLE, 'nothing supports it'. The census runs inside the dialogue node, queries the ontology, and leaves only `dialogue_response` on the bus, so the chokepoint saw no lane key. A false negative of this kind is worse than no record at all: a record that defames a well-grounded answer trains people to skip it, the same way a warning with a 12% true-positive rate did in lesson 27.",A lane that queries the graph but does not declare that it did. The chokepoint was behaving correctly on the information available to it.,"The census declares `sparql_result` with its shape (source, class count, total). setdefault rather than assignment, so a real sparql-node result is never overwritten by the census summary.",FIXED,2026-08-22,"Live: the same question now returns status=observed, operation=authoritative_lookup, with the census answer unchanged.",orchestrator/workflow/_orchestrator.py (discovery census); orchestrator/services/ontology_inventory.py
TODO-229,2026-08-22,evidence,P3,The report-intake lane emits no evidence record; its semantics belong to V6-T23,"Found while probing T02. A report-intake turn ('the tap in X is dripping') routes to the maintenance lane, writes `report_intake_result`, and produces a fail-closed record: 'no lane produced evidence'. This is an ELEVENTH lane -- T02's objective names ten and report intake is not among them -- so it is out of that task's scope, and the fail-closed behaviour is the chokepoint working as designed.","`report_intake_result` is not in _LANE_SEMANTICS, deliberately: a human-reported ticket is not an observation BY THE BUILDING, and none of the six AnswerStatus members cleanly describes 'a person told us this and we logged it'.","Do NOT force it into an existing category to make a probe go green -- that would blur a human report into a sensor reading, which is exactly the distinction the Master Report insists on. V6-T23 ('human-reported evidence bound to space and time') exists to design this properly; assign it there and add the lane once the status semantics are decided. [2026-08-27] The status semantics did NOT need designing -- this codebase had already decided them twice and used neither. evidence/precedence.py grades a human_report as 'inference: a person's account is evidence, not a measurement', and EvidenceSource.kind has documented 'human_report' since the model was written while nothing ever emitted one. So: INFERRED (never OBSERVED -- nobody measured the tap, somebody said so) with AUTHORITATIVE_LOOKUP, because the ACT is an authoritative one on the system's own register, the same as register_result. The report is cited as a human_report source carrying its own id, with no instrument timestamp and no calibration state, so it cannot be read as a reading. report_intake_result now carries report_id and location so the record binds to a citeable subject.",FIXED,2026-08-27,"11 tests. report_intake is NOT added to T02_LANES: it is an eleventh lane and widening that list would make T02 look like it covered something it did not. One test pins that the status agrees with precedence.py, so the two places cannot drift about what a person's account is worth. Suite 3,477 pass.",orchestrator/workflow/_orchestrator.py::_report_intake path; V6-T23
BUG-230,2026-08-22,grounding,P2,The numeric guard reads a document's threshold table as sensor readings and warns they are impossible,"73 of 1,562 baseline answers (4.7%) are dominated by: 'The recorded temperature value (800, 1000, 300) is outside the range this quantity can take in degC or degF, so it is most likely raw or unscaled sensor output.' Those numbers are not readings. 800, 1000 and 300 are the CO2 and TVOC thresholds printed in the building's own HVAC document ('CO2 < 800 ppm (occupied), > 1000 ppm triggers demand-control ventilation boost, TVOC < 300 ppb'). The guard is treating numbers scraped from retrieved prose as if they were temperature measurements. Its warning then asserts 'the recorded temperature value' when no temperature was recorded and no sensor was read -- so a guard built to prevent misleading numbers is itself making an unsupported claim, and doing it on nearly 5% of answers.","Same class as BUG-191, where a grader counted the '2' inside 'bldg2' as a sensor reading. Digits appearing in text are being treated as measurements without checking whether any measurement was actually taken. The proximate trigger is upstream: questions like 'Is it too hot in here?' are routed to the capability lane (BUG-225), answered from a document, and the numeric guard then runs over document prose it was never meant to see.","Scoped the guard by the evidence record's OPERATION -- the condition it needed, which did not exist when it was written and does now (V6-T02). Numbers are readings for an observation, a calculation over observations, a forecast or an estimate; they are not readings for an authoritative lookup of a document, a register or a booking. Scoped by what IS a measurement rather than by listing what is not, so a new lookup-shaped operation does not silently start being guarded again. Fails OPEN: with no record the guard runs exactly as before, because not knowing is not a reason to stop guarding. The plausible RANGE was deliberately not widened -- 800 degC is impossible and the check is correct; only its trigger was wrong.",FIXED,2026-08-22,"Re-measured after the routing fixes FIRST, as planned: 73/1562 (4.7%) -> 10/309 (3.2%), so the routing work halved it on its own and the survivors were confirmed to be the same defect (800/1000/300 = the HVAC document's CO2 and TVOC thresholds; 76026, 6026, 4444). 3 tests including one asserting the plausible range was NOT widened to accommodate the bug. Full suite 2564 pass. Live effect lands with the next deploy.",orchestrator/services/numeric_guard.py; BUG-225; BUG-191
BUG-231,2026-08-22,routing,P3,Graph-structure questions land in the document lane instead of the ontology,"The largest single routing gap, found while decomposing the capability lane for BUG-225. Of 1,562 answered baseline questions, 887 reach capability WITHOUT naming any measurand, and 746 of those (48% of the entire corpus) are questions the ontology can answer directly: 'Which zones does AHU-3 serve?', 'What's actually in Room 2.14 - is it a lab or a meeting room?', 'Do we have any sensors on the fourth floor, and what do they measure?'. These name entities and relationships that exist as triples, and they are answered from a five-document corpus instead. BUG-225 cannot reach them: its test is whether the question names a MEASURAND, and these name an ENTITY. Remaining slices of the same 887: 41 booking/availability questions that belong to the events lane, 21 wayfinding questions that belong to spatial/floor_plan, and ~79 that are correctly in capability (amenity lookups and policy questions). [2026-08-22] DECOMPOSED. The remaining ~700 are NOT a single routing gap and must not be fixed as one. They split by destination: metadata/discovery (what's in a space, what an asset serves), spatial/floor_plan ('where is X' with no route words -- deliberately excluded from the wayfinding rule, which handles ROUTES, so a separate rule is owed), events/anomaly, and report/export. Each needs its own signal and its own measurement. [2026-08-22b] THE ACTUAL MECHANISM FOUND, and it is not the classifier. dialogue_agent runs a capability probe BEFORE the LLM, guarded by a bypass list; if nothing on that list fires and the capability resolver finds any matching fact, the question is answered from a document and the LLM never classifies it. Measured live: 'Take me to the nearest accessible toilet' went from arrival to intent=capability in 250ms -- far too fast for a model call. That probe is what held 87% of the corpus, and the routing contract never got a say. The bypass consults _DELIB_RE (which is why widening DELIBERATE_RE worked live) and is_spatial_query / is_floor_plan_query -- and measured, NEITHER of those matches a route question: 'take me to...', ""where's the nearest fire exit..."" and 'how do I get to...' all return False for both while WAYFIND_RE returns True. Route questions therefore had no bypass at all.","There is no routing test for 'does this question name something that exists in the building's graph?'. The capability lane is the default destination for anything the classifier finds building-shaped but not obviously a reading, so entity and relationship questions fall into it and are answered from documents.","THE LOGGED DESIGN WAS TESTED AND REJECTED. It proposed one rule: a question naming a resolvable graph entity is a graph question. Built as a signal from the building's own instantiated Brick classes and tested against the 887 target questions, it fired on 45% with poor precision BOTH ways -- it claimed 'Where is the facility manager's office?' (wayfinding, not metadata) and stayed silent on 'What's actually in Room 2.14?', the case it was built for. The 746 are not one bug: they have at least four correct destinations (metadata, spatial, events, report), and firing them all into metadata would be worse than leaving them. WHAT WAS SHIPPED INSTEAD, after replaying the REAL contract offline over all 1,360 capability answers: the largest fixable cluster is two EXISTING rules whose patterns require the noun to sit immediately after the cue word, while real questions put an adjective there. 'the nearest ACCESSIBLE toilet' and 'the nearest FIRE exit' miss WAYFIND_RE; 'which STUDY spaces had the best air quality' misses DELIBERATE_RE. Both widened with a BOUNDED gap -- (?:\w+\s+){0,2}, two words, not .* -- so a pattern cannot run across a clause and claim an unrelated question. Added 'take me to' to wayfinding, 'desk/seat/spot' to the space nouns, a where's-a-quiet-place branch, and a narrow which-X-should-I-take branch that needs both a space noun and an explicit should-I verb. PART 3: added WAYFIND_RE to the pre-LLM probe's bypass list. Reused rather than widening is_spatial_query, because WAYFIND_RE is already the contract's definition of a route question and is what _r_wayfinding_spatial routes on -- two definitions of the same thing is the drift shape this codebase keeps paying for. Pinned by a source-level test, because the probe is an inline condition and its absence is invisible from outside: the answer looks fine.",MEASURED_REMAINDER_SMALL,2026-08-22,"Offline replay of the real contract over the 1,360 baseline capability answers: deliberate 0 -> 21, and the wayfinding rule now catches the cases it was missing. 14 new tests including five guard cases that must NOT fire and a test that the gap stays bounded. Also pinned: no control characters in the routing patterns -- a heredoc turned  into a literal backspace during this work, and the branch compiled, appeared in the pattern, and could never match because no question contains chr(8). Full suite 2549 pass. LIVE after deploy: 'Take me to the nearest accessible toilet' and ""Where's the nearest fire exit"" both reach spatial_query (were capability); 'Is there a bike storage in this building?' still reaches capability, so the guard holds. 17 routing tests added in total; full suite 2549 pass. [2026-08-22c] FINAL MEASUREMENT on a third 316-question capture (309 OK, 0 degraded). Questions reaching a data or spatial lane across the three runs: 5.9% (baseline) -> 34.2% (BUG-225) -> 36.9% (BUG-231 parts 1-3). Capability 88.5% -> 59.3% -> 57.3%. The BUG-231 changes contributed +2.7pp: deliberate 13 -> 20, spatial_query 3 -> 6. Modest next to BUG-225's +28pp, which is the honest read -- the shapes they fix (route questions, adjective-separated rankings) are a small share of the corpus, and the fixes are correct rather than large. Regression gate: 5 regressions, byte-identical to the set flagged after BUG-225, so BOTH BUG-231 changes introduced ZERO new regressions. The remaining 57.3% in capability is dominated by the graph-structure bucket this row keeps open. [2026-08-22d] THE REMAINDER IS MEASURED AND THE ROW'S PREMISE DOES NOT SURVIVE IT. The '746 graph-structure questions (48% of the corpus)' figure was derived from the PRE-ROUTING capture and was never re-derived after BUG-225 and parts 1-3 landed. Re-measured on the live post-routing capture (309 answered, everything on): 177 questions still reach capability, and of those the demonstrably misrouted slice is about twelve -- roughly 4% of the corpus, not 48%. 98% of the 177 carry NO measurand concept, so this is not the BUG-225 rule failing to fire; and only 6% of capability answers say 'no information', so the lane is answering rather than stalling. Reading the 177: a large share are correctly there -- 'How do I connect to the guest wifi', 'do your meeting rooms have induction loops', 'what time does the building close to visitors', 'it's my first day' -- amenity and policy questions, which is what the lane is for. A FOURTH SIGNAL WAS PROPOSED AND REJECTED ON EVIDENCE, like the three before it. The obvious lever was HBCO lay terms for presence words, since the resolver already carries busy / how busy / how many people / empty / available / unoccupied and the misses are specific words it lacks. Every candidate was measured against all 1,562 answered questions and every one failed: 'someone' 0 of 13 are occupancy questions (they are people-as-agents -- protocols, complaints, wheelchair assistance); 'anyone' 1 of 6 ('did anyone badge in' is an access log, 'would anyone notice' is hypothetical); 'people' is mostly people-as-agents too; 'crowded' would misroute 3 of the 5 it reaches, because 'which space is likely to be quieter and less crowded' wants deliberation, not a sensor reading; and 'free' is actively dangerous -- 62 hits, dominated by booking availability and by STEP-FREE accessibility routes, which a word-boundary match catches. Adding any of them would trade a document answer for a wrong lane. ONE GENUINE CONTRACT DEFECT WAS FOUND AND IS ALSO NOT WORTH A RULE: 'How does today's office temperature compare with the comfort standard?' resolves a measurand and still stays on capability, because _DOCUMENTARY_RE suppresses on the word 'standard'. It is a benchmark comparison, not a policy lookup. But questions carrying a documentary word AND a comparison shape number exactly ONE in 1,562, and a rule justified by n=1 is overfitting -- the failure mode this row has already produced three times. WHAT IS ACTUALLY LEFT, stated so it is not rediscovered as '48% of the corpus': a small deliberation gap (constraint-ranking questions phrased as 'which X is likely to be quieter and less crowded' are not caught by _DELIB_RE), and the single benchmark-vs-standard case above. Both are P3-sized. Severity dropped from P1 to P3 accordingly.",orchestrator/services/referent_resolver.py::detect_typed_referent; orchestrator/services/routing_contract.py; BUG-225
BUG-232,2026-08-22,routing,P2,The referent extractor takes common words as room names,"Exposed by BUG-225 sending more questions down the data path. Of 77 questions now reaching sensor_data, 20 decline, and 12 of those decline because the entity extractor treated an ordinary word as a space name: 'has' (4x), 'conditions' (2x), 'feels', 'likely', 'best', 'suitable', 'plausibly', 'block B'. The user sees: 'I couldn't find ""feels"" in Abacws Building, so I can't return sensor data for it. Did you mean one of these zones: 0.01, 0.04, ...'. Pre-existing, not caused by the routing change -- the change made it visible by routing more questions through the extractor.","`_WORDED_REF_RE` is r""\b(?:zone|room|space|node|area)\s+([A-Za-z0-9][A-Za-z0-9._-]{0,23})"" -- it captures WHATEVER WORD follows the location noun. Its comment calls the group an <id>, but English puts a verb there as readily as an identifier: 'this room FEELS stuffy', 'which room HAS the most daylight', 'a smaller approved room PLAUSIBLY reduce'.","NOT a narrower capture: requiring a digit would break 'room Atrium' on a building that names its spaces, and the pattern has to serve every building. The defect is what happens AFTER the graph lookup fails. A token that is not identifier-shaped AND is unknown to the graph was never a referent, so the resolver now returns NO_REFERENT and lets the rest of the question be answered, instead of declining by name on a word the user never used as a place. An identifier-shaped miss is unchanged: 'room 99.99' that does not exist is a real mistake and telling the user is the whole point of the gate.",FIXED,2026-08-22,"5 tests in tests/test_referent_resolver.py covering all four cases: the pattern still captures the word (documenting the cause rather than hiding it); a word-shaped unknown token yields NO_REFERENT with no message; 'room 99.99' still yields NOT_FOUND with a message; and a word-shaped token that DOES exist ('room Atrium') still resolves, because the graph decides, not the shape. Full suite 2561 pass.",orchestrator/services/referent_resolver.py; BUG-225
CAVEAT-233,2026-08-22,data,P2,"Only 7.4% of narrow-table streams are current, though 100% have history","A necessary qualification to TODO-224's headline. That audit established that all 2,688 timeseries UUIDs resolve to rows in a database, which is true. It counted rows, not RECENT rows. Measured now: of 1,483 narrow-table streams, only 110 (7.4%) have a reading in the last 2 days. The tables themselves are live -- most carry rows timestamped within the minute -- but the publisher feeds only a handful of UUIDs per table: noise_data holds 236 streams and exactly ONE is current; co2_data holds 66 and none are. The fresh 110 are essentially the streams seeded by TODO-224 plus the wide-table top-up. For a system whose most common question is 'what is X right now', the live number matters more than the historical one, and only the historical one was reported.","data-publisher tops up the wide sensor_data table (PUBLISH_WIDE=true, an intentional dev-mode behaviour recorded in CLAUDE.md) and a small subset of narrow-table UUIDs. Nothing was wrong; nothing was measuring it either.","Part (1) DONE (freshness travels with coverage on every surface). Part (2) DECIDED BY THE USER 2026-09-03: the publisher SHOULD feed every declared stream. Varying cadence per sensor is explicitly wanted rather than tolerated - 'i dont mind having different time intervals for different sensors, even if the synthetic data is increasing, we are showing live replies on latest data'. So every point with a ref:storedAt to a writable store gets fed, at a cadence chosen per modality rather than one global 30s tick, which is both more realistic and cheaper than writing 2,156 rows every 30 seconds. Implemented together with CAVEAT-405 (shaped signal) because both live in the publisher's value loop and shipping them separately would create two data regimes and cost two replays.",FIXED,2026-09-03,"Part (1) done: freshness now travels with coverage on every surface that reports it -- the batch coverage badge (total_reporting), the per-datasource card and its verdict sentence, the onboarding readiness line, and the admin console's badge, cards and onboarding wizard. No new measurement was written: building_metrics._default_reporting_provider already computed per-UUID freshness correctly for narrow AND wide shapes and was rendered in exactly one place, so it was extracted as reporting_uuids_by_store() and reused; the metrics-block count is now a wrapper over it and unchanged. THREE properties are pinned by tests/test_coverage_reports_freshness.py (9 tests): freshness is per-UUID and never per-table (noise_data's table max is 'now' with 1 of 236 streams current, so a table-level check would restate the illusion); an unmeasured store is absent rather than zero (a broken connection must not read as a dead building) -- my own first version got this wrong and seeded an empty set before the probe; and freshness does NOT decide the verdict, because bldg1's wide sensor_data is a deliberate archived snapshot that answers historical questions correctly. Part (2) -- whether the publisher SHOULD feed every declared stream -- is a dev-data decision for the user and remains open. LIVE ON bldg1 after deploy, all three surfaces. Onboarding readiness: '64 datasource(s); 2796 of 2796 declared sensor(s) have rows, 683 reporting in the last 24 h' -- 100% coverage against 24% live, which is the sentence this caveat existed to get said. Coverage badge: total_declared 2796 / total_with_data 2796 / total_reporting 683 over 19 datasources. Per-datasource, the picture is starker than the caveat claimed and confirms it: database1 (the wide table carrying the intentional dev top-up) is 683 live of 685, and EVERY narrow table is 0 live -- occupancy_data 0/280, light_data 0/242, noise_data 0/236, contact_data 0/466 -- while all of them report full historical coverage. 3 of the 19 datasources return reporting=None rather than 0, so the unmeasured-is-not-zero distinction works on live data. One wording defect found in the same probe and fixed: at reporting=0 the verdict read '0 of them reported ... the rest answer historical questions only', which implies a live subset that does not exist; zero now gets its own sentence in both the API and the console. [2026-08-23 CORRECTION — A NUMBER I REPORTED WAS WRONG] The per-datasource freshness figures published above were an artefact of BUG-240, not measurements. MySQLNarrowAdapter stores its table as the PRIVATE `_table`, while the probe asked for `adapter.table` and got None, so every narrow store took the WIDE branch -- which queries the wide table and intersects its uuid-shaped COLUMN NAMES with the narrow store's uuid VALUES. Those sets are disjoint by construction, so the answer was always zero, and I reported 'every narrow table is 0 live' as the caveat being worse than claimed. RE-MEASURED with the adapter fixed: total_reporting is 1254 of 2796 (44.8%), not 683 (24.4%). The single biggest correction is database1_floors04 at 522 of 522 live, previously counted as nothing. The narrow zeros that remain are REAL and now independently confirmed -- co2_data's newest row is 2026-08-20 09:51, so zero inside a 24-hour window is correct -- but occupancy_data 4, energy_data 4, equipment_data 2 and iaq_data 2 were being hidden. The caveat's substance stands (coverage 100% against liveness 45%); its numbers did not. || PART (2) MEASURED 2026-09-03 AND ALREADY SATISFIED: 2,733 of 2,734 declared streams have a reading inside 30 minutes - 100.0% at store level across 17 stores, against the 7.4% this row was opened with. That figure predates BUG-390 (the publish map grew from 19 hand-listed points to every registered point), the 73,932-row contiguous-history backfill, and BUG-403. So the user's decision - feed every declared stream - required no new synthetic data: the streams are already fed. Verified at COLUMN level for the wide store rather than trusting its table timestamp, which marks all 684 of its points fresh from one row: 683 of 684 are real columns and all 683 received a value in the last 20 minutes, 0 silent. The single exception is NOTE-407. Varying cadence per sensor, which the user explicitly wanted, is handled with CAVEAT-405 in the publisher's value loop.",scripts/outputs/SENSOR_CONNECTIVITY_AUDIT.md; TODO-224; V6-T16 freshness gate
BUG-234,2026-08-22,honesty,P2,'None exist in the time-series database' is said about sensors that do exist,"Seen in the post-fix capture: 'Whats the biggest single-day water use we've ever logged?' answered 'Found 3 sensors in metadata, but none exist in the time-series database.' All four water sensors DO have rows -- Water_Flow_Sensor_Main has 27,454 spanning 2026-06-08 to now. The query window returned nothing (one stream stops at 2026-07-04, CAVEAT-233), and the empty result was reported as the sensors being absent from the database.","TWO defects, one visible. (1) The validation is single-store: sql_agent took `primary_storage_uri` -- the FIRST non-null entry in the uuid->storedAt map -- and validated EVERY uuid against that one adapter's column list. bldg1's water sensors span water_data and waterflow_data, so whichever table lost the coin toss had its sensors declared absent. This affects any question whose sensors live in more than one store, which is the normal case for a building with narrow per-modality tables. (2) The message then reported that check as 'none exist in the time-series database' -- a claim about the estate's configuration, and false.","registry.get_valid_uuids accepts the whole uuid->storedAt map, groups by store and validates each group against its OWN discovery, unioning the results. sql_agent passes the map. Two deliberate details: in the per-store branch there is NO fallback to an arbitrary other discovery -- borrowing another store's column list is exactly the mistake being fixed -- and a store with no discovery passes its candidates through, because an unknown store is not an empty one. The message now says what was actually checked and that unloaded readings are the likely cause.",FIXED,2026-08-22,"8 tests in tests/test_multi_store_validation.py, including a regression witness that keeps the old single-store answer visible as WRONG, and a test that a uuid genuinely missing from its own store is still reported. The arbitrary-fallback flaw was caught by one of these tests against my own first version of the fix. Full suite 2572 pass.",orchestrator/agents/sql_agent.py; CAVEAT-233
BUG-235,2026-08-22,evidence,P1,"A cached answer carries no evidence record, voiding the T02 guarantee on every repeat","Found while verifying the BUG-230 fix live, when a record that should have been present was reproducibly absent. Ask any question twice: the FIRST response carries an evidence record, the SECOND does not. On a cache hit the pipeline is skipped entirely; plan_trace is reconstructed by hand in that branch and evidence_record was simply left out. With a one-hour TTL that is a large share of real traffic, and it silently voids the guarantee V6-T02 exists to make -- an answer arrives with no statement of what it rests on. It also explains why T02's acceptance probe passed: the probe asks each question once, so it never took a cache hit.","The cache stores question/response/intent/media and a metadata dict; the evidence record was never put in it, and the hit branch never restored one. The same branch DOES rebuild plan_trace, so the need was understood for the trace and missed for the record.","The record travels with the answer in the existing `metadata` field (no new field, so old cache entries deserialise unchanged) and is restored on a hit with a `served_from_cache` marker. Its `retrieved_at` is deliberately NOT refreshed: that field says when the EVIDENCE was gathered, and for a cached answer it genuinely was gathered then. Moving it to now would manufacture currency the answer does not have, which is the exact failure the freshness gate exists to catch.",FIXED,2026-08-22,"Reproduced live before the fix: same question twice, record present then ABSENT. 6 tests in tests/test_cache_carries_evidence.py, including one asserting the restore does NOT rewrite retrieved_at. Full suite 2581 pass. Live re-verification after deploy. NOTE the downstream effect this had: BUG-230 scopes the plausibility guard by the record's operation and fails OPEN when there is none, so on cached turns that guard kept running over document numbers -- the behaviour BUG-230 had just removed. Two fixes were interacting through a gap neither of them owned.",orchestrator/workflow/_orchestrator.py (cache put + hit branch); orchestrator/services/response_cache.py; V6-T02; BUG-230
BUG-236,2026-08-22,sparql,P1,My own TODO-223 fix emptied the storage map by renaming a projection variable,"SELF-INFLICTED, found while verifying BUG-234. The TODO-223 fix added GROUP BY + SAMPLE to the class-listing template so a one-to-many join could not exhaust the LIMIT. SPARQL forbids `(SAMPLE(?x) AS ?x)`, so the projections were aliased and ?storage became ?store. The consumer in _orchestrator reads bindings BY NAME -- `if ""storage"" in var.lower()` -- and ?store does not contain ""storage"". From that moment EVERY class-listing query returned an empty storage map. sql_agent logged 'Storage: N/A' for every sensor and validated them all against a fallback adapter. ?uuid -> ?tsid survived only by luck, because the uuid test also accepts ""id"".","A name-based contract between a query template and its reader, with nothing asserting it. Renaming a projection is a silent, total break of that contract, and the symptom appears two components downstream as sensors that seem to have no data.","Aliases now carry the substrings the reader matches on: ?storageRef, ?uuidValue, ?locationName, ?unitName. The coupling is fragile by nature, so tests/test_sparql_projection_contract.py asserts it directly -- that an alias containing 'storage' exists, that one containing 'uuid' or 'id' exists, that no alias collides with its own source variable (which is what forced the rename), and that TODO-223's GROUP BY and bounded limit survive any future rename.",FIXED,2026-08-22,The corrected query run live returns storage refs for all three water sensors and shows them spanning TWO stores (water_data and waterflow_data) -- confirming BUG-234's per-store validation was correct all along and was being handed an empty map. 5 contract tests. Full suite passing.,orchestrator/agents/sparql_agent.py (class-listing template); orchestrator/workflow/_orchestrator.py (binding reader); tests/test_sparql_projection_contract.py; TODO-223; BUG-234
