turn,phase,title,status,depends_on,effort,objective,key_steps,files,acceptance_criteria,verify,notes
V5-T21,P4,Guarded anomaly narration + routing for direct/indirect phrasings,done,V5-T18,M,Close D3: anomaly lane joins the guard; bank's indirect phrasings route correctly.,"1) anomaly_agent v2: uses detector suite + persisted episodes; narration built from evidence payload; generalized numeric guard applied (allowed-numbers builder now shared util). 2) Routing contract: 'is anything behaving strangely', 'did anything unusual happen overnight', 'X only happens when it rains' shapes -> anomaly/diagnosis lanes; pinned test same commit. 3) ASK-gate when a referenced source isn't registered.",agents/anomaly_agent.py; shared guard util; routing_contract.py + tests,Anomaly answers pass the guard (0 violations on trap set); bank anomaly phrasings route to the right lane.,Trap battery + pinned tests.,"DONE 2026-08-18. 'Any anomalies this week?' now reads the scanner's PERSISTED episodes, never a fresh z-score pass. Adapter: build_anomaly_episodes (fixed LIKE 'anomaly:%' literal — scanner-owned namespace, injection-safe). EventQueryService: anomaly_summary kind (FIRST in _KIND_RES so 'any anomalies' never reads as tickets) + handler (per-detector counts, open/high episodes highlighted, rooms+modalities via new point_map uuid->(room,modality) built in the events node from build_schema; honest cap: 'at least 500 ... narrow the window'). Routing: rule anomaly_history_to_events (LAST in parse stage; claims anomaly/weak/sensor_data/analytics AND 'report' — the LLM labelled the question a REPORT and generated a document asserting zero data (live shakedown); explicit 'generate ... report' document asks keep the report pipeline). Plausibility note SCOPED to LLM-narrated lanes only — it misread the episode COUNT (500) as an impossible humidity reading (BUG-169 family); template lanes carry their own numeric guard. Guarded narration: guard_payload already wraps the events node; anomaly payload carries counts/episodes fields. Tests: 4 service + 5 routing additions; suite 1347 pass/4 skip. LIVE bldg2: '[events] at least 500 anomaly episode(s) recorded this week — schedule_violation: 1, seasonal_residual: 299, spike: 200' + per-room bullets. NOTE for T22: episode density on synthetic 72h profiles is high by design (T19 notes) — the injected-anomaly benchmark quantifies precision next."
V5-T22,P4,Injected-anomaly benchmark (precision/recall/F1 + latency),done,"V5-T09,V5-T19",M,DETECT becomes measurable science.,"1) Grader mode: compare scanner episodes vs external truth labels per detector class. 2) Metrics: precision, recall, F1, detection latency, false-positive rate on clean periods. 3) Explanation fabrication check (diagnosis numbers vs evidence). 4) Tune detector k-parameters ONCE against a dev slice, then freeze (no test-set tuning).",scripts/l7_grader.py (anomaly strata) or scripts/grade_anomalies.py,Scorecard per detector class on test building; parameters frozen and documented; 0 fabricated explanations.,3 grader rounds; dev/test slice separation documented.,"DONE 2026-08-18. scripts/grade_anomalies.py — inject (10 labelled faults/round across 5 detector classes x 7 tables; labels OUTSIDE building DB in scripts/outputs/v5_t22_labels.csv) -> scanner sweep in-container -> label-aware scoring (score_labels is pure + unit-tested, tests/test_anomaly_grader.py 5). THREE ROUNDS on bldg2, fresh sensors per round: aggregate 23/24 detected (95.8% recall), attribution precision 1.0 in rounds 1-2; per-class stuck 6/6 (0.0h latency), dropout 3/3 (0.06h), spike 6/6 (0.78h), seasonal 3/3 (~4.7h as residuals accumulate), drift 5/6. Round-3 drift miss EXPLAINED: injections persist across rounds, so by R3 the peer group contained two still-offset sensors from R1/R2 — peer-relative detection is inherently masked by fleet-wide repeated faults (documented, params stay frozen). SCORING SEMANTICS: co-firing detectors on a detected fault = corroboration (co_detections), counted against precision only when the expected class stayed silent; ~1200 organic episodes/hr on dense synthetic profiles reported as DENSITY, never as FPs. Fabricated explanations: 0 (all narration paths guard_payload'd; T20 live diagnosis on the injected fault cited only evidence-backed numbers). Dev/test separation: thresholds frozen on the 2026-08-17 shakedown slice; graded 2026-08-18 on rotated sensors. HARNESS BUGS FIXED EN ROUTE: pymysql treats LIKE 'anomaly:%' as a format spec when args present (%% escape); episode fetch must span label windows not 'last hour' (a closed dropout was a PERFECT detection the clamp hid). Full analysis: scripts/outputs/V5_T22_ANOMALY_RESULTS.md."
V5-T23,P4,ECA + subscription bridge for anomalies,done,V5-T19,S,'Alert me if...' questions bind to persisted anomaly episodes.,1) Rules engine watch on new episode types. 2) Standing-alert intent maps anomaly subscriptions. 3) Notification dispatch verified via channels.yaml.,rules_engine verify; input rules templates,3 representative subscriptions from the bank fire on injected anomalies.,Forced-trigger live test.,"DONE 2026-08-18. services/anomaly/subscriptions.py bridges standing 'alert me if…' requests to the T19 episode stream — the ECA engine keeps THRESHOLD rules (it can evaluate a number); PATTERN requests ('a sensor goes dead', 'a room drifts from its neighbours', 'anything unusual on floor 2') become AnomalySubscriptions with optional detector/modality/scope/severity filters. parse_subscription REFUSES numeric-threshold phrasings ('above 1200') so the two engines never fight. Matching runs against PERSISTED episodes, so every alert cites a durable episode id and can say 'ask why was <room> unusual?' instead of re-deriving. SubscriptionDispatcher de-dupes per (user, episode): an episode that stays open across hourly sweeps notifies ONCE. Scanner wired: dispatch runs only when persist() reports NEW inserts; subscriptions load from Redis (absent store = no-op); delivery goes through notification_service (channels.yaml) with severity + episode id in extra. summary gains alerts_sent. Tests: test_anomaly_subscriptions.py 10 incl. the acceptance clause — the 3 representative bank subscriptions each fire on an injected episode, threshold requests stay with ECA, open episodes alert once."
V5-T24,P5,Event query lane + routing rules,done,"V5-T07,V5-T08",L,Bookings/tickets/access questions answered from the events store.,1) event_query_service: window/status parsing via TimeSpec; adapter calls; provenance chips. 2) Intent additions (2-step YAML pattern). 3) routing_contract rules + pinned test SAME commit. 4) Honest declines when events_data absent.,orchestrator/services/event_query_service.py; intents yaml; routing_contract.py,Bank booking/ticket/access subset answers with data; declines honest where absent.,20-question event subset + pinned test.,"DONE 2026-08-15: event_query_service.py (5 deterministic kinds: availability_check/availability_list/bookings_list/workorder_summary/access_summary; calendar window parser; tolerant room resolver; honest decline when events_data absent; rows normalized for DictCursor AND tuple fixtures via _col). events intent + _events_node + response-ladder branch. Routing: EVENTS_RE + event_store_query rule (below deliberate rules; interrogative guard flips maintenance-classified QUESTIONS to events - BUG-166 - while statements still file tickets) + pinned test. Live shakedown found+fixed: CAVEAT-165 (cache:intent layer masks routing changes - flush BOTH), BUG-166, and the JSON-fallback path skipping parse-stage rules (routing_stages_run marker + dialogue call-site repair). FINAL LIVE: all 6 kinds correct on 3,173 real events (WO 29/5/3 matches DB exactly; 452 arrivals summed; RM125 bookings listed w/ times+attendees). 9+51 tests green."
V5-T25,P5,ARBITER event-derived criteria,done,V5-T24,L,Rank spaces by availability windows / booking pressure alongside environmental criteria.,"1) CQ-IR += event-derived criteria (available_now, free-next-N-hours, low_booking_pressure). 2) capability_schema exposes event coverage (admission honesty). 3) Executor fetches event aggregates; scorer treats as criteria; dossier rows carry event evidence.","deliberation/{cqir,capability_schema,plan_executor,scorer,dossier}.py","V5 flagship answers with dossier: 'quiet room, good air, FREE for the next two hours, near water'; guard 0.",Live flagship + unit tests + grader.,"DONE 2026-08-17. CQ-IR gained event_criteria (EventCriterion kind free_window|low_booking_pressure, hours) — folded DETERMINISTICALLY post-compile (compiler._fold_event_criteria regexes; LLM prompt untouched) and hashed into plan_fingerprint. Executor: _event_availability queries the events adapter (build_overlap_window, subject uuid = derive_point_uuid(bid,'evt_subject',label)) BEFORE fetch; booked candidates excluded via CoverageLedger entries ('booked HH:MM-HH:MM — not free for the requested Nh window'), EventCheck rows + event_notes on the outcome; NO events adapter -> honesty note in dossier assumptions, nothing filtered silently. Pressure = booked-fraction next 7d in check detail (scored weighting deferred, evidence only). Dossier: DossierEventCheck rows, 'Availability: N of M candidate(s) free for the next Xh' line, numeric_guard covers hours/counts/details. Tests: test_event_criteria.py 5 (fold, fingerprint, booked-exclusion beats quieter-but-busy, missing-store declared, dossier+guard). Suite 1244+1 pass. LIVE flagship bldg2: 'Find me a quiet room with good air that's free for the next 2 hours near drinking water' -> deliberate, Availability 50 of 52 (2 booked excluded+listed), FORECAST basis with deterministic 2h horizon in assumptions, ranked co2+noise+occupancy+amenity 0m, no guard violations. SHAKEDOWN FOUND BUG-169: plausibility measurand hints matched SUBSTRINGS — '2h winDOW' classified the response as WIND and flagged the CO2 numbers as impossible wind speeds; fixed with word-boundary lookarounds + test. Routing needed NO new rule (DELIBERATE_RE already owns the shape; event_store_query defers to it)."
V5-T26,P5,Compliance & register QA (TTL-first),done,V5-T05,M,Overdue/due-soon/responsible answered via SPARQL on ComplianceCheck triples.,"1) SPARQL templates (due, overdue, history, by-type). 2) Compliance intent routing to register before doc-KB fallback. 3) Dates go through the guard.",sparql templates; routing if needed; tests,Bank compliance-date questions correct on synthetic register.,Frozen-date tests + live probes.,"DONE 2026-08-17. NEW register lane (mirrors T24), legacy 'compliance' intent untouched. Artifacts: services/compliance_register_service.py (3 kinds: overdue_list/due_soon/last_done; 10-item matcher; full-IRI SPARQL + STRSTARTS(ns) filter; injected sparql_exec from deliberation.live; empty register -> honest decline naming admin upload); _register_node + ladder branch in workflow/_orchestrator.py (register_result, before events_result); 'register' intent in intent_definitions.yaml; routing_contract.py REGISTER_RE + rule compliance_register (last in parse stage) + PUBLIC register_question() predicate shared with dialogue_agent's capability short-circuit bypass (fire alarm lay-term matched fire-safety KnowledgeTopic and answered dateless prose before the contract ever ran — bypass added next to _DELIB_RE, pinned by test_capability_short_circuit_honours_register_bypass). last_done claimed ONLY for known register items; 'when was chiller 7 last serviced?' stays history_question_not_report->capability. Tests: test_compliance_register_service.py 11, routing behaviour+predicate tests in test_routing_contract.py (83 total), unit suite 1185 pass/4 skip. LIVE bldg2 5/5: overdue -> PAT 16 May + fire door 25 Jul w/ roles; fire alarm last tested -> 15 Aug 2026 next 23 Aug; due-30d -> 4 items; 'Any overdue tickets?' stayed events (3 WO >7d); 'Is CO2 within safe limits?' stayed compliance (ASHRAE). Flush BOTH caches before probing (CAVEAT-165)."
V5-T27,P5,"Route-finder + recipes (degree-day, ACH, tariff cost)",done,V5-T02,L,Computation classes with honest method citations.,"1) route_finder over manifest adjacency + floor connections; step-free flag; nearest-X distances. 2) recipes: degree-day normalization, CO2-decay air-change-rate, kWh x tariff cost. 3) Each answer cites its method.",orchestrator/services/route_finder.py; config/recipes.yaml,Route questions answer with hop paths + distances; recipe answers cite method.,Unit tests + bank wayfinding/cost probes.,"DONE 2026-08-18. ROUTE-FINDER: services/route_finder.py — Dijkstra over DWG-derived adjacency (symmetric-ized), per-floor metres from bounding_box width_m/height_m, cross-floor edges join lift/staircase cores aligned within 8m on consecutive floors, step_free drops staircase nodes (no lift link -> honest refusal naming the stairs route), nearest() by SpaceType set or label fragment. spatial_agent: _answer_nearest (nearest/closest + facility word, dispatched ABOVE wayfinding), _answer_wayfinding upgraded (distance line, step-free line, METHOD_NOTE 'shortest path over DWG-derived room adjacency... not walking distance'; legacy BFS kept as fallback — all 14 pinned wayfinding tests untouched). _find_zone_by_label now matches NORMALIZED labels (RM101 <-> 'RM101_room' — live probes failed before this). Routing: rule wayfinding_spatial (LAST in parse stage; from weak+floor_plan; directions/route/navigate/how-do-i-get-to/nearest-facility/step-free shapes -> spatial_query; 'where is room X'/'show me floor N' stay floor_plan) + _SPATIAL_BYPASS_PHRASES gained nearest-facility phrases (guards the capability amenity probe). RECIPES: services/recipes_compute.py (degree_day_normalized_kwh/CIBSE TM41, ach_from_co2_decay/ASTM D6245 with clean-decay guards, tariff_cost showing its arithmetic) + 3 config/recipes.yaml estimate entries with params.source citations (registry loads 41). Tests: test_route_finder.py 9 (metres, step-free refusal, nearest, RM-label resolution, formula guards+citations); suite 1261 pass/4 skip. LIVE bldg2: 'Directions to RM125 from RM101' -> spatial_query, 'Route to RM125_room, Steps: 3, Distance: ~12.9 m' + path + method line (pre-rule it fell to the floor-plan menu). 'Nearest toilet to RM119' -> honest 'none mapped' — bldg2 DXF spaces are ALL type 'zone' (no toilet/lift typing in generated plans; mechanism proven in unit tests) — DATA gap noted. Cost probe declines honestly; live electricity->submeter mapping + tariff feed belongs to T14/T16. GOTCHA for handoff: writing regex via bash-heredoc python turned  into literal 0x08 BACKSPACE bytes (invisible in editors!) — write repair scripts as FILES, never inline heredocs, and grep -P '' when regexes mysteriously fail."
V5-T28,P5,Declared-assumption what-ifs (consolidation),done,"V5-T15,V5-T27",S,Remaining what-if classes route through P3 scenarios or recipes; the rest decline honestly.,1) Inventory bank what-ifs vs T15/T27 coverage. 2) Routing polish. 3) Honest-decline template for unmodelable what-ifs (retrofit physics).,routing + templates,"Every bank what-if gets scenario answer, recipe answer, or honest decline - no silent physics.",What-if subset run.,"DONE 2026-08-18 (with V5-T15, same module). Declared-assumption what-ifs are consolidated in services/deliberation/scenarios.py rather than split across recipes: ONE path measures the covariate effect from history, declares method + fit quality + extrapolation distance in the answer, and declines honestly when the effect cannot be measured. The estimate recipes in config/recipes.yaml (hvac_setpoint_sensitivity, occupancy_impact_estimate) keep their CIBSE-cited rule-of-thumb role for questions with NO local history to fit; the measured path is preferred whenever paired series exist. See V5-T15 notes for details and the numeric-guard fix this work surfaced."
V5-T29,P6,Guard generalization audit across ALL lanes,done,"V5-T16,V5-T21",M,One allowed-numbers builder; every data-carrying narration guarded.,"1) Extract shared guard util (from dossier.py). 2) Audit: ranking, forecast, anomaly, event, compliance, recipe lanes all pass through it. 3) Suppression fallback text standardized.",shared guard util; lane audits; tests,Trap battery across all lanes: 0 unguarded numeric narrations.,Cross-lane trap run.,"DONE 2026-08-18. services/numeric_guard.py — ONE allowed-numbers builder: guard_payload(payload, lane) recursively walks a lane's structured result (numeric leaves -> allowed set in every template rendering incl. thousands-commas; string/datetime leaves -> quotable blobs), scans formatted_response, and on any unbacked number logs ERROR + swaps the narration for ONE standard suppression text (structured fields stay intact, guard_violations recorded). Wired at the NODE for all three V5 template lanes: events, register, diagnosis (one guard_payload() call each). The deliberate/forecast lanes keep the dossier numeric_guard (same invariant, richer allow-list). FOUND+FIXED by the guard itself: the register lane narrated due dates ('01 Jul 2026') that were NOT payload fields — items now carry {label, due, role} dicts and last_done carries next_due (provenance improvement, not just guard appeasement). Tests: test_numeric_guard.py 7 (clean pass-through, suppression+standard text, datetime clock-fragment backing, thousands normalization, REAL payloads from the register/events/diagnosis fakes survive). LIVE: register + events answers byte-normal after wiring, zero [numeric-guard] errors. HONEST SCOPE NOTE: legacy LLM-narrated lanes (analytics/anomaly agent prose) remain covered by plausibility/grounding guards only — full numeric guarding of free-prose LLM lanes is future work (needs allowed-set from sql_data, different shape). Suite 1307 pass/4 skip."
V5-T30,P6,"Grader consolidation (one harness, all strata)",done,"V5-T17,V5-T22,V5-T24",M,Ranking + forecast + anomaly + event + compliance truth in one independent harness.,1) Merge grader modes; strata config. 2) FABRICATED single hard gate. 3) Scorecard output per pillar.,scripts/l7_grader.py,One command grades all strata on the active building; 0 fabricated.,Full grader run.,"DONE 2026-08-18. scripts/run_all_graders.py — ONE harness over all four strata: coverage (corpus_replay) / privacy (leak_benchmark) / detect (grade_anomalies) / predict (grade_forecasts). Reads each grader's OWN artifact rather than stdout, so hand-run graders still summarise; --only, --skip-run (compile-only), --quick, --round. Emits scripts/outputs/V5_SCORECARD_<building>_<ts>.md = the single per-building artifact the certification legs (T33-T36) attach. TWO ANTI-FLATTERY GUARDS built after the first compile lied to me: (1) coverage refused a 30-question T01 SMOKE run as a headline — now requires >=100 questions or labels itself 'smoke-sample (NOT certification grade)' with a ⚠️, and carries the artifact's measurement DATE so a stale V4-era replay can't pass as fresh; (2) privacy had headlined a 4-trap targeted --ids re-probe at 100% pass — now requires the full >=39-trap bank, else marks 'partial subset'. First real compile on bldg2: COVERAGE 26.7% (V4-era 240q replay, stale — fresh V5 replay running), PROTECT 2.6% leak (newest full bank = round 3, pre-reconstruction-fix; fresh round running), DETECT 95.8% recall, PREDICT CI95 0.69 raw. Interpretation notes embedded in every scorecard point at the per-pillar analysis docs."
V5-T31,P6,Provenance chips + simulated disclosure for all new sources,done,V5-T07,S,"Events, register, anomaly episodes render source + simulated flags like S1.",1) datasources.yaml templates for events/register. 2) Dossier + chips verify. 3) UNKNOWN fallback covered.,datasource templates; verification,No Unknown Source rows on new-lane answers; simulated flags correct.,Live dossier inspection.,"DONE 2026-08-18. Declared 5 provenance sources in ALL THREE buildings' datasources.yaml (input/=bldg2, bldg1/, bldg3/): sat_pm25, sat_energy_submeter, sat_water_flow, sat_parking (the V5-T09 saturation legs — their chips rendered 'Unknown Source' before) + events_store (kind: events, ts_table: events, synthetic: true — bookings/work orders/access). input_validators._DATASOURCE_KINDS gained 'events'. Seed-manifest pin updated: the REAL invariant (enabled sources gate nothing / unlocks empty) unchanged; the sat_* prefix proxy now explicitly allows events_store. provenance_for_table verified for all 5 tables -> synthetic=True. Register lane provenance is IN-BAND by design (source: 'compliance register (graph)' — graph-backed, no table to declare). LIVE: pm25 answer on bldg2 now carries the simulated marker. Tests: registry/provenance/fixture/agnostic suites 46 pass. Suite 1314 pass/4 skip."
V5-T32,P7,Onboarding contract: doc + machine validator,done,"V5-T11,V5-T24",M,"The unseen-building guarantee: per-shape checklist, machine-checked.",1) docs/ONBOARDING_CONTRACT.md per shape S1/S2/S3 (+detector/backtest prerequisites: N weeks history before PREDICT/DETECT unlock - stated honestly). 2) input_validators += events/register checks + capability-unlock report. 3) swap_building hooks.,docs/ONBOARDING_CONTRACT.md; services/input_validators.py,Validator reports exactly which capabilities are unlocked/missing per building and why.,Run on all 3 buildings; break-one-item detection test.,"DONE 2026-08-18. THE UNSEEN-BUILDING GUARANTEE, MACHINE-CHECKED. docs/ONBOARDING_CONTRACT.md: per-shape contract (S1 sensor triples + rows in a registered DB; S2 events table + events_data source + subject_uuid derivation; S3 dated register triples) PLUS the honest non-data prerequisites — DETECT needs >=2 days history (profiles/peers don't exist earlier), PREDICT runs from >=2 days but its seasonal tier only earns its keep ~14 days, wayfinding needs DWG adjacency not a PDF, PROTECT needs AccessPolicy triples. orchestrator/services/onboarding_report.py: build_unlock_report(facts) is PURE (11 capabilities x unlocked/partial/locked + the SPECIFIC missing artefact, never 'not configured') + gather_facts() live probes (capability schema, history span via fetch_series, events types/rows, ComplianceCheck + AccessPolicy counts, RouteFinder adjacency edges). CLI scripts/check_onboarding.py writes a per-building report; swap_building.py now points operators at it after every swap. Tests: test_onboarding_report.py 8 (empty building locks everything WITH actions, S1-only unlocks readings but not predict/detect, graded history thresholds, detect-without-events=partial, per-event-type granularity, fully-connected=all unlocked). SHIPPED EN ROUTE: ./scripts mounted read-only into the ORCHESTRATOR service in all 3 compose files (was only on data-publisher) so graders/validators run in-container; report write falls back to /app/outputs. FOUND BUG-174: calibration silently no-opped in-container (artifacts mount is FLAT /app/volumes/artifacts) — fixed."
V5-T33,P7,Full V5 on bldg2 + pillar scorecards + 1100 delta,done,"V5-T10,V5-T17,V5-T22,V5-T25,V5-T26,V5-T27,V5-T29,V5-T30,V5-T39,V5-T42",L,First complete leg; measure everything.,Provision all shapes; backfill incl. injections; run 1100 bank + forecast grader + anomaly benchmark; compare to T02 baseline; FIX_TRACKER discipline for found bugs.,run artifacts,"Bank data-backed >=70%, correct >=95%; forecast calibration in tolerance; anomaly F1 >= bar; fabricated 0.",All harnesses + grader rounds.,"2026-08-19 DONE. Certified scorecard: scripts/outputs/V5_SCORECARD_bldg2_20260819_033631.md - COVERAGE 26.2% data-backed / 80.6% combined (237 graded, +3 quarantined); PROTECT 0.0% leak over 37 applicable traps (+2 n/a) with the PDP ENFORCED and 2.7% wrongful denial; DETECT 96.9% recall (31/32 injected faults, 3 rounds); PREDICT CI95 0.92 against a nominal 0.95 (18 registry cells, 6 modalities). All measured on the LOCAL gpt-oss:20b, which beat the hosted 120B on coverage (80.6% vs 78.8%) - so the hosted quota being exhausted costs nothing scientifically. METHOD: the legs run in different PDP modes on purpose. PROTECT is enforced (its benchmark users are per-role by design). COVERAGE/DETECT/PREDICT run in shadow because corpus_replay authenticates as openwebui_user, whose role is readonly, and the PDP defaults to readonly for any turn without a session role - enforcing it would measure the POLICY rather than what the building can answer, and would break comparability with every prior baseline (63.8% bldg1, 70.4% bldg2, 78.8% hosted, all shadow). The driver verifies the live mode FROM THE CONTAINER before each leg and skips rather than mislabels if it disagrees. THE FIRST VERSION OF THIS RUN REPORTED 39/39 PASS AND 0 LEAKS - A PERFECT SCORE - AND IT WAS FALSE. Reaching a trustworthy number required five fixes, four of them in the measurement apparatus rather than the system: BUG-189 (a real FABRICATION - a room's reading attributed to a corridor bldg2 does not have, because floors were matched before spaces so an existing floor let an unverified space through the gate); BUG-191 (the grader counted the '2' inside 'bldg2' as a reading, so refusals scored PASS - the same line had earlier scored the fabrication as a pass, wrong in both directions); BUG-188 (2.7% of local turns returned empty completions from a 29,705-char prompt against an 8192 context - fixed for +200 MiB VRAM with zero GPU spill); CAVEAT-190 (the 'building-agnostic' trap bank assumes spaces this building lacks); and the N/A guard added for it SILENTLY never ran for a whole certification run because leak_benchmark never put the repo root on sys.path and a bare `except: return ''` hid the ImportError. RESIDUALS, both filed and neither a privacy failure: CAVEAT-193 (P005 grades WRONGFUL_DENIAL for a k-anonymity restriction the certified policy MANDATES - the trap's expectation contradicts the policy under test) and BUG-192 (P106 claims the building has no temperature sensors, reasoning from its RAG window rather than a graph COUNT). Suite 1557 pass / 4 skip."
V5-T34,P7,bldg3 leg (scripts unchanged),todo,V5-T33,M,Portability proof 2.,Swap; identical chain; batteries; record deltas + new bug classes.,run artifacts,Code diff = 0; all scorecards pass; fabricated 0.,Same as T33.,
V5-T35,P7,bldg1 leg (real-data constraints),todo,V5-T34,M,Portability proof 3 on the real building; wide sensor_data untouched (BUG-144 by-design); real-vs-simulated provenance on mixed answers.,Swap; provision; CAVEAT-162 unit handling decision applied for real IAQ; batteries.,run artifacts,Code diff = 0; scorecards pass; mixed provenance correct; fabricated 0.,Same + provenance spot-checks.,
V5-T36,P7,Certification x3 + figures + tracker sweep + DELIVERED,todo,"V5-T35,V5-T45",M,Thesis-ready closure.,"1) 1100 bank x3 buildings; compile_v5_results.py -> V5_RESULTS.md (headline: per-stakeholder coverage + pillar scorecards). 2) Figures: coverage before/after by stakeholder, forecast calibration plot, anomaly PR curves, shape matrix. 3) FIX_TRACKER sweep; plan DELIVERED; memory update; parked-state suite green.",scripts/compile_v5_results.py; tasks/figures; trackers,Three-building tables complete; figures reproducible from archived CSVs; DELIVERED marked.,Final parked-state pytest.,
V5-T37,P1,Privacy policy vocabulary (OCBV-2) + per-building policy TTL,done,V5-T04,M,"Access policies become ontology triples: building-agnostic templates, per-building overrides, SPARQL-inspectable ('what am I allowed to ask?' - the top complaint of BuildingChat's own users).","1) OCBV-2 += ontosage:AccessPolicy {appliesToRole, scopeSpaces, scopeModalities, minAggregationSensors(k), resolutionTier[recency->maxResolutionSeconds], rateLimit[count,window], inferenceClass(individual_presence=deny)}. 2) config/access_policy_template.yaml -> scripts/generate_access_policies.py -> <id>_policies.ttl (defaults mirror BuildingChat tiers: own-space unrestricted; public 1-sensor; cross-space k>=14 across >=7 spaces; 15min->5s, 1h->1min, 1wk->1h). 3) Validator + zero-literal scan.",ontology/ontosage_schema.ttl; config/access_policy_template.yaml; scripts/generate_access_policies.py,Policies upload as triples for the active building; a SPARQL query lists a role's permissions; scans green.,TTL validator; live SPARQL probe listing policies per role.,"VERIFICATION NOTE (plan review 2026-08-15): the default policy template MUST include a full-access benchmark/researcher role mapped to the replay user, so every pre-PROTECT baseline stays comparable after enforcement lands. Without it, T39 would silently change the meaning of all earlier replay/L7 numbers (clamped data = different answers) and the V4-vs-V5 delta becomes unmeasurable. || USER REQUIREMENT (2026-08-15): generator must support --profile standard|demo_open. demo_open = every role gets analyst-grade full READ (demo: anyone asks anything); DB writes remain impossible from chat regardless (no write path; admin endpoints need system:admin). Recommendation pending user choice: keep individual-presence denials even in demo_open (honest declines demo well). CLARIFIED vs existing layers: role_datasource_access.yaml stays as coarse source gate (keyword-routing enforcement, shallow); PROTECT adds query-parameter dimension at fetch chokepoints. || DONE 2026-08-15: scripts/generate_access_policies.py (profiles standard|demo_open; --all emits <id>_policies.ttl into input/ + bldg1/ + bldg3/; identity+namespace read from each building.yaml — zero literals, scan-listed). 12 policy instances per building (3 wildcard inference-class denials + 9 role policies). bldg2 UPLOADED (sha bdeb99ce) and VERIFIED via live SPARQL role listing (acceptance met). DEMO SWITCH for later: rerun with --profile demo_open --all then restart orchestrator (inference denials remain active by user decision). Parked buildings upload their TTLs automatically on their next activation."
V5-T38,P4b,Policy Decision Point (deterministic PDP service),done,V5-T37,L,One deterministic evaluator for every lane: (role x spaces x modalities x window x resolution x sensor-count x rate) -> allow | restrict(clamps) | deny(reason + nearest-allowed alternative). No LLM in the decision.,"1) services/privacy/policy_engine.py: loads policy triples per building (cached, invalidated on TTL upload); pure-function verdicts. 2) Rate accounting in Redis (per user, sliding window). 3) Verdict carries policy id + parameters for provenance. 4) Unit tests incl. tier boundaries, k-floors, rate exhaustion.",orchestrator/services/privacy/policy_engine.py; tests/test_policy_engine.py,PDP passes a table-driven matrix (>=30 cases); verdicts deterministic and building-agnostic.,pytest; same-inputs-same-verdict across restarts.,"DONE 2026-08-18. services/privacy/policy_engine.py — PolicyEngine loads the building's ontosage:AccessPolicy triples (12 on bldg2; injected sparql_exec; reload() after TTL uploads; set_policies() for tests), evaluate() is PURE: order = inference-class denials (bind EVERY role incl. admin, per user decision #2) -> SCOPE-AWARE role policy (exact scope, then 'any'; DEFAULT scope='any' = the conservative cross-space policy — live shakedown caught the occupant 3-policy model own/public/any where first-match wrongly picked unrestricted 'own') -> rate limit (sliding window per user, injectable store, clock injectable) -> k-anonymity floors -> resolution tiers by data age (recency_min:max_res_s, '0:1'=unrestricted, beyond last tier=coarsest). Verdict carries policy IRI + parameters (privacy provenance for T39 dossiers), RESTRICT carries clamps (resolution_s, min_sensors/spaces), every DENY carries a nearest-allowed alternative. Tests: tests/test_policy_engine.py 37 (32-case matrix incl. tier boundaries, k-floors, scope fallbacks, rate exhaustion+slide+per-user isolation, determinism, provenance). LIVE bldg2 (12 real policies): admin+individual_presence DENY; occupant 3-sensor default-scope RESTRICT >=14/>=7; fm 30min/5s RESTRICT clamp 60s; admin raw ALLOW; unknown role DENY; same-verdict-across-restart TRUE. Suite 1298 pass/4 skip."
