id,order,gate_a,planned_day,status,started,completed,needs_gpu,est,title,covers,why,acceptance,files,evidence,notes
V12-34,34,yes,Wed-16 (BUG-538 decision first thing; BUG-539; remaining same-table duals),done,2026-09-15,2026-09-15,partial,1d,"One sensor, one authoritative timeseries reference",BUG-531,"77 sensors carry two references -- a SATURATE-era synthetic placeholder and a real narrow-table link -- in two different named graphs, and both reach the SQL lane, which merges them. Gate A is a defensible demonstration of bldg1, and an answer whose statistics span a placeholder series and the real one is not defensible even under the declared all_connected_readings policy: the policy says do not DISTINGUISH simulated from measured, not average them together.","Every sensor resolves to exactly one timeseries reference, or declares why it has more. The real store wins wherever one exists; a sensor whose only reference is synthetic keeps it, because that is what SATURATE is for. A test asserts the invariant against the live graph and fails on a second reference. The fan-out metric is extended or replaced -- it reads 1.00 throughout this defect and cannot detect it.",orchestrator/services/datasource_manager.py; scripts/certify_building.py; tests/test_datasource_manager.py; tests/test_one_sensor_one_timeseries_reference.py,"2026-09-15 MEASURED 6 remaining duals (Energy_Meter_Floor3/5, Occupancy_Sensor_Floor3/5, Noise_Sensor_Floor5, Illuminance_Sensor_Floor5): one ref from bldg1_timeseries_extension.ttl, one from urn:ontosage:ds:<source>, same table, BOTH uuids have live rows (neither real) -> the file declaration wins (TTL-first). Root cause: DataSourceManager.enable PUT every manifest point, and main.py re-enables every enabled source at boot, so a graph-only cleanup would be undone on restart. FIX: enable() skips points some non-ds graph already references and CLEARS the graph when none remain (3 unit tests). Metric replaced: certify_building preflight now counts sensors with >1 distinct timeseries id (live: FAIL, 6) and tests/test_one_sensor_one_timeseries_reference.py asserts it against the live graph (currently FAILS on the 6, as it should). APPLY OWED after R-01: re-enable the 4 sources, re-measure 6 -> 0, one answer-level check on a formerly dual sensor. || APPLIED 2026-09-15 14:33 by orchestrator restart: boot re-enable logged occupancy 2, energy 2, noise 1, light 1 points ""already have a timeseries reference elsewhere and are not given a second""; live invariant test 2 passed; sensors with >1 timeseries id 6 -> 0. Answer-level check (energy per floor, formerly dual meters) in the WB-09 re-ask run.","Found 2026-09-12 while auditing V12-15's graph shadowing, not by a failing test."
DEMO-01,35,no,Tue-15,done,2026-09-15,2026-09-15,yes,0.1d,"Ollama up, model warm, five-lane smoke test",,"Demo Friday 2026-09-18 14:00. Demo-readiness work, not V12 scope; lives here so there is still ONE tracker.","Ollama serving gpt-oss:20b 100% on GPU; one live question each through sensor_data, report, floor_plan, capability and deliberate returns a correct first-pass answer; latencies recorded.",,"2026-09-15 00:40: Ollama started, gpt-oss:20b. regression_probe --only w0: 7/7 first-pass in 3.0 min. No errors from the 2026-09-12 gates (turn_outcome, graph_snapshot, disclosure_gate) in the log.","2026-09-15 00:03: stack healthy, orchestrator started AFTER the 2026-09-12 edits (so it runs them), but Ollama was NOT running and no answer can be produced without it."
DEMO-02,36,no,Tue-15,done,2026-09-15,2026-09-15,yes,0.2d,Full regression probe against the 57/59 baseline,,"Demo Friday 2026-09-18 14:00. Demo-readiness work, not V12 scope; lives here so there is still ONE tracker.",python scripts/regression_probe.py completes; first-pass count recorded; every new failure versus the 2026-09-09 baseline is logged in FIX_TRACKER and triaged before Wednesday.,,"Full probe 2026-09-15: 50/59 first-pass in 36.8 min (baseline 57/59). 7 of 9 failures were ONE defect of mine, BUG-535: the V12-09 census overlap query stalled GraphDB ~14 min and every graph call queued behind it timed out at exactly 120 s. Fixed by disabling the probe; the 5 affected groups re-run 11/11 in 4.8 min, including the exact trigger sequence. The other two: the interview room case was a content miss that passed on re-run (FLAKY — keep out of the demo unless 3/3), and 'When was the fire alarm last tested?' routed correctly and then waited >2 min on one Ollama call, with the next turn logging an empty completion (CAVEAT-500 latency, not a regression). Adjusted: 57/59, matching baseline, with one flaky and one latency case named. Report: docs/REGRESSION_PROBE_2026-09-15.md.","~65 min. This is the first live run over ~50 changed files from 2026-09-12, none of which has served a real turn. The ONLY full probe run before the demo (see DEMO-05)."
DEMO-03,37,no,Tue-15 / Wed-16 / Thu-17,todo,,,no,0.1d each,Checkpoint commit at the end of each day (needs explicit approval),,"Demo Friday 2026-09-18 14:00. Demo-readiness work, not V12 scope; lives here so there is still ONE tracker.","Workflow rule 8: stack down, bldg1 parked, pytest -m unit green in the PARKED state, commit, reactivate, health 200. Only on the user's explicit go-ahead.",,,212 uncommitted paths is a single point of failure three days before a demo. A checkpoint is a restorable known-good state.
DEMO-04,38,no,Wed-16,partial,,,yes,0.5d,"Demo script: ~15 questions, each first-pass correct three times",,"Demo Friday 2026-09-18 14:00. Demo-readiness work, not V12 scope; lives here so there is still ONE tracker.","A written list in docs/DEMO_SCRIPT_2026-09-18.md: question, persona, expected shape of answer, measured latency x3. Any question failing ANY of its three asks is fixed or dropped, never kept and hoped. The rehearsal runs THROUGH THE UI THE DEMO WILL USE. If that is Open WebUI, it reaches /v1/chat/completions — a different endpoint from the /chat one the probe and scripts/ask_questions.py use, and the only one carrying carry-forward pruning (BUG-525) and long-term context. At least one two-turn follow-up ('...and on floor 3?') is rehearsed there.",,"Run 1 of 3 done 2026-09-16: all 44 questions answered, one genuine failure (BUG-640, fixed) and one data warning (BUG-641, fixed). Two privacy refusals are the intended answers. Slowest: 'report on the CO2 in room 5.01 yesterday' at 149.3 s — above the runbook's 2-minute guidance. Runs 2 and 3 owed.","First-pass rule applies: a question that needed a re-ask in rehearsal will need one on stage. Tool: scripts/ask_questions.py --file <questions> --repeat 3 --out <md> (flushes resp_cache before EVERY ask, so repeats are real first passes, not 0.8 s hits)."
DEMO-05,39,no,Thu-17,todo,,,yes,0.3d,"Freeze check: targeted probe groups for what changed, plus two timed script dry-runs",,"Demo Friday 2026-09-18 14:00. Demo-readiness work, not V12 scope; lives here so there is still ONE tracker.","NO second full probe. Run `regression_probe.py --only <group>` only for the lanes a fix touched after Tuesday (minutes, not an hour); run the demo script end to end twice with timings; save a backup screen recording of one clean run.",,,"Changed 2026-09-15 at the user's challenge, and the challenge was right: the full 59-case probe costs ~65 min of GPU and blocks any orchestrator restart while it runs, and 17 of its cases guard one routing change (W0-2) that nobody is touching this week. One full run is justified on Tuesday because Saturday changed CROSS-CUTTING code every answer passes through (_safe_node, _response_node, get_logger). After that, a full run is owed only if a routing rule or one of those files changes again — and no routing change is planned before the demo."
DEMO-06,40,no,Thu-17 18:00,todo,,,no,0.1d,CODE FREEZE,,"Demo Friday 2026-09-18 14:00. Demo-readiness work, not V12 scope; lives here so there is still ONE tracker.",No source change after Thursday 18:00. Final commit (approved) and a tag. Anything found after freeze goes into FIX_TRACKER for after the demo.,,,The most common way to break a working demo is the last fix.
DEMO-07,41,no,Fri-18 11:00-13:45,todo,,,yes,0.1d,Demo-day boot and warm-up,,"Demo Friday 2026-09-18 14:00. Demo-readiness work, not V12 scope; lives here so there is still ONE tracker.","Stack up by 11:00, health 200, Ollama warm. Run the script once between 13:00 and 13:30 so resp_cache (1h TTL) holds every demo answer at 14:00. Do NOT restart the orchestrator after warming: V12-16 put the boot revision into the cache key, so a restart makes every warmed entry unreachable.",,,
RUN-01,42,no,Run 2026-09-15 (autonomous 10-12h),done,2026-09-15,2026-09-15,partial,,CORRECTED clock handling: stores are UTC; revert 2026-09-12 local-clock comparisons; convert local-day bounds to UTC,,"Autonomous run authorised by the user 2026-09-15: Open WebUI demo, all stakeholders, bldg1 only, building-agnostic code.","New narrow rows carry local time; newest narrow row within minutes of MySQL NOW(), not UTC.",,"BUG-538 WITHDRAWN as a measurement artefact (TIMESTAMP column read through a SYSTEM-zone session). Re-measured on a +00:00 session: all stores UTC. Reverted fetch fallback, booking overlap, PDP data age and recheck freshness to store_now(); BUG-518/519 WITHDRAWN. calendar_day_bounds now converts the local day's bounds to UTC (to_store), fixing a one-hour shift in BUG-480's original fix. Option (a) NOT applied — it would have reintroduced BUG-403. Tests updated to assert the corrected behaviour; 98 clock tests pass. lessons.md #103; memory replaced.",Tracks BUG-538
RUN-02,43,no,Run 2026-09-15 (autonomous 10-12h),partial,2026-09-15,2026-09-15,partial,,Checkpoint commit + push (user-authorised 2026-09-15),,"Autonomous run authorised by the user 2026-09-15: Open WebUI demo, all stakeholders, bldg1 only, building-agnostic code.","Workflow rule 8: stack down, bldg1 parked, pytest -m unit green PARKED, commit, push origin development, reactivate, health 200.",,"Commit 59eb9bc (58 files, secret scan clean; parked unit suite 5782 pass, 1 failure fixed + re-run). PUSH NOT DONE: GitHub HTTPS credentials need an interactive sign-in this session cannot give; branch is 14 commits ahead of ontosage/development. User to run: git push origin development.",
RUN-03,44,no,Run 2026-09-15 (autonomous 10-12h),done,,2026-09-15,partial,,"Open WebUI endpoint in the ask tool, multi-turn",,"Autonomous run authorised by the user 2026-09-15: Open WebUI demo, all stakeholders, bldg1 only, building-agnostic code.","ask_questions.py can drive /v1/chat/completions with conversation history, so follow-ups are rehearsed on the demo's own path.",,"ask_questions.py --v1 live: forwarded identity resolved, 29.4 s answer",
RUN-04,45,no,Run 2026-09-15 (autonomous 10-12h),done,,2026-09-15,partial,,Stakeholder question bank from the survey corpus,,"Autonomous run authorised by the user 2026-09-15: Open WebUI demo, all stakeholders, bldg1 only, building-agnostic code.","docs/DEMO_QUESTION_BANK.md: representative questions per stakeholder group drawn from paper/Survey analysis, not invented.",,"docs/demo_question_bank.jsonl: 67 questions (37 stakeholder roles, 24 categories, 6 survey levels), deterministic",
RUN-05,46,no,Run 2026-09-15 (autonomous 10-12h),done,2026-09-15,2026-09-15,partial,,Stakeholder run #1 through /v1 and triage,,"Autonomous run authorised by the user 2026-09-15: Open WebUI demo, all stakeholders, bldg1 only, building-agnostic code.",Every question asked once through /v1; each failure logged in FIX_TRACKER with lane and cause.,,67/67 asked via /v1 as the demo admin; verdicts 16 PASS / 12 PARTIAL / 39 FAIL (docs/STAKEHOLDER_RUN1_TRIAGE_2026-09-15.md). Defects logged: BUG-543..552.,
RUN-06,47,no,Run 2026-09-15 (autonomous 10-12h),in_progress,2026-09-15,,partial,,BUG-537 per-floor deterministic aggregates,,"Autonomous run authorised by the user 2026-09-15: Open WebUI demo, all stakeholders, bldg1 only, building-agnostic code.",Floor comparison computes per-floor mean/min/max/count in code; narration prompt carries per-floor lines only; latency back under ~60 s.,,BUG-537 fixed offline (per-floor aggregates in code); live latency owed,Tracks BUG-537
RUN-07,48,no,Run 2026-09-15 (autonomous 10-12h),done,2026-09-15,2026-09-15,partial,,Show stored UTC times to people in building-local time (BUG-540),BUG-540,"Autonomous run authorised by the user 2026-09-15: Open WebUI demo, all stakeholders, bldg1 only, building-agnostic code.","events, relative windows, anomaly, compliance readers use building_local_now; guard test lists the sanctioned UTC metadata stamps.",,BUG-540 FIXED offline; 12 tests; live re-ask in RUN-11,
RUN-08,49,no,Run 2026-09-15 (autonomous 10-12h),done,2026-09-15,2026-09-15,partial,,BUG-539 'next N hours' in events windows,BUG-539,"Autonomous run authorised by the user 2026-09-15: Open WebUI demo, all stakeholders, bldg1 only, building-agnostic code.","'free for the next two hours' checks [now, now+2h].",,BUG-539 FIXED offline; live re-ask in RUN-11,Tracks BUG-539
RUN-09,50,no,Run 2026-09-15 (autonomous 10-12h),deferred,,,partial,,Building-wide rankings scoped by space purpose,,"Autonomous run authorised by the user 2026-09-15: Open WebUI demo, all stakeholders, bldg1 only, building-agnostic code.",'Which room for a quiet meeting right now?' ranks purpose-relevant spaces instead of declining on 234 > 120.,,,"Deferred past the demo (2026-09-15, measured). bldg1 sensor-bearing spaces by explicit Brick type: Office 99, Laboratory 71, HVAC_Zone 34, Conference_Room 18, Telecom 12, Mechanical 8, Restroom 8, Server 6, Storage 5, Break 4. Purpose scoping (exclude non-occupiable classes) is building-agnostic but leaves ~123 spaces for 'a place to work' — still over MAX_FETCH_CANDIDATES=120. The binding cost is the fetch volume (3-day interval x per-uuid limit 1440), so the right fix is a row budget with a 'right now' window, not a space cap. Demo uses floor-scoped comfort questions instead."
RUN-10,51,no,Run 2026-09-15 (autonomous 10-12h),done,2026-09-15,2026-09-15,partial,,Fix stakeholder-run defects (loop),BUG-543 BUG-544 BUG-549 BUG-550 BUG-551 BUG-553 BUG-552 BUG-554 BUG-555 BUG-556 BUG-557 BUG-558 BUG-559 BUG-560 BUG-561 BUG-562 CAVEAT-563 BUG-564,"Autonomous run authorised by the user 2026-09-15: Open WebUI demo, all stakeholders, bldg1 only, building-agnostic code.","Each fix building-agnostic, tested, targeted re-ask passes; synthetic bldg1 data added where a question has no data at all.",,BUG-543 chart substring+empty chart; 544 existence scan; 545 qualifier terms (TBox); 546 register budget/grounding/date; 547 count meaning; 548 question->command/report (P0); 549 cost sense of free; 550 grounded answer suppressed; 551 bare 'schedule'; 552 zero-threshold alerts. Re-ask 1 (18 q): 13 now grounded or honest; 2 invalidated by a mid-run edit (lesson #104).,
RUN-11,52,no,Run 2026-09-15 (autonomous 10-12h),done,,2026-09-16,partial,,V12-32 remaining live re-asks,,"Autonomous run authorised by the user 2026-09-15: Open WebUI demo, all stakeholders, bldg1 only, building-agnostic code.","Floor-scoped yesterday ranking, narrow report, handover lay terms, main-entrance count, recheck line, two-turn room switch via /v1.",,Folded into V12-32; the same seven rows.,
RUN-12,53,no,Run 2026-09-15 (autonomous 10-12h),todo,,,partial,,V12-34 remaining same-table duals,,"Autonomous run authorised by the user 2026-09-15: Open WebUI demo, all stakeholders, bldg1 only, building-agnostic code.",Dual-referenced sensors 6 -> 0 or each justified.,,,
RUN-13,54,no,Run 2026-09-15 (autonomous 10-12h),in_progress,2026-09-15,,partial,,Stakeholder run #2 and demo script draft,,"Autonomous run authorised by the user 2026-09-15: Open WebUI demo, all stakeholders, bldg1 only, building-agnostic code.",Re-run the bank; demo script = questions correct 3/3 with latency recorded.,,"Demo rehearsal 3x via /v1 (81 asks): 26/27 questions 3/3, work orders 2/3 (BUG-564 fixed). Medians 4-53 s; outliers to 97 s. docs/demo_script_questions.txt; scripts/outputs/demo_rehearsal_2026-09-15.md | Stakeholder run #2: 41 PASS / 10 PARTIAL / 16 FAIL (run #1 16/12/39); ~20 passes are honest declines; docs/STAKEHOLDER_RUN2_TRIAGE_2026-09-15.md",
RUN-14,55,no,Run 2026-09-15 (autonomous 10-12h),todo,,,partial,,Final checks and closing checkpoint,BUG-541,"Autonomous run authorised by the user 2026-09-15: Open WebUI demo, all stakeholders, bldg1 only, building-agnostic code.","Unit suite, targeted probe groups for touched lanes, coverage audit, literal guard, commit + push.",,,
WB-01,60,no,Whole-building 2026-09-15,done,2026-09-15,2026-09-15,partial,,Measure floor x modality coverage and freshness,,"User 2026-09-15: demo must answer questions about the entire building, not one floor; local time always; track every todo.",Matrix measured: floors 0-4 fully instrumented & live; pm25 only gap.,,,
WB-02,61,no,Whole-building 2026-09-15,done,2026-09-15,2026-09-15,partial,,PM2.5 sensors for floors 0-4 via SATURATE (TTL in input/),TODO-573,"User 2026-09-15: demo must answer questions about the entire building, not one floor; local time always; track every todo.","TTL uploaded, rows live.",,,
WB-04,62,no,Whole-building 2026-09-15,done,2026-09-15,2026-09-15,partial,,Row budgets for building-wide rankings and readings,BUG-566,"User 2026-09-15: demo must answer questions about the entire building, not one floor; local time always; track every todo.",Building-wide NOW rankings and per-floor readings answer live.,,,
WB-05,63,no,Whole-building 2026-09-15,done,2026-09-15,2026-09-15,partial,,Labelled scenario fallback for simulated-only evidence,BUG-567 BUG-568 BUG-569,"User 2026-09-15: demo must answer questions about the entire building, not one floor; local time always; track every todo.",Quietest/best air answers building-wide with the simulated label.,,,
WB-06,64,no,Whole-building 2026-09-15,done,2026-09-15,2026-09-15,partial,,Local time and provenance chip in every answer,BUG-572,"User 2026-09-15: demo must answer questions about the entire building, not one floor; local time always; track every todo.",No UTC or Unknown Source in demo answers.,,,
WB-08,65,no,Whole-building 2026-09-15,done,2026-09-15,2026-09-15,partial,,Live verify building-wide questions 3x via /v1,BUG-565 BUG-570 BUG-571 BUG-574 BUG-575 BUG-576 BUG-577 CAVEAT-578 BUG-579 BUG-580,"User 2026-09-15: demo must answer questions about the entire building, not one floor; local time always; track every todo.",Building-wide question set 3/3 first pass.,,"3x via /v1, 10 whole-building questions: 10/10 3/3, medians 17-66 s, max 78 s (scripts/outputs/wholebuilding_rehearsal_2026-09-15.md).",
WB-09,66,yes,Tue-15/Wed-16,in_progress,2026-09-15,,partial,0.5d,"R-01 content triage: register counts, invented standards, purpose scope — fixed and re-asked 3x",BUG-581 BUG-582 TODO-583 CAVEAT-584 BUG-585 BUG-586 BUG-587 BUG-588 BUG-589 BUG-590 BUG-591 BUG-592 CAVEAT-593 BUG-594 BUG-595 BUG-596 BUG-597 BUG-598 BUG-599 CAVEAT-600 BUG-601 BUG-602 CAVEAT-603 CAVEAT-604 BUG-605,"R-01 was 108/108 harness OK, and reading the answers found 2 misrepresentations a status code cannot see. A demo answer that changes its count between asks is not a right answer.","Work orders, refuge points, average CO2 per floor, warmest floor, best air quality asked 3x via /v1 after restart: identical counts every run, no uncited standard, no server/plant room ranked for a comfort question.",,"LIVE 2026-09-15 after restart, 3x each: work orders 3/6/15 + overdue not recorded 3/3; refuge EV-003 only 3/3; no invented standards; ties as ties; stuffiest excludes telecoms; energy per floor Floor 3 338->175 kWh (BUG-531 double-count gone). Fire safety consistent (FSA-001, FSA-027) but omitted 6 fire exits past nextTestDue 2026-09-14 -> STATE BOTH facts line. Streaming parity (BUG-585), typography (BUG-587), past-day ranking (BUG-588) fixed offline; live re-run via --stream owed. || 2026-09-15 night: checkpoint 8061c06 pushed (parked suite 6010 passed). Final regression probe on that build: 58/60 first pass in 28.3 min (earlier today 55/60; baseline 57/59). Both failures read: register answers partial, not misrepresentations (CAVEAT-604). Stakeholder run #3: 45/67 pass+honest (run #2 41), 4 unsafe -> BUG-602 fixed, BUG-601 reverted. || 2026-09-16: demo script 3x streamed = 117/117 answered, figures identical across runs except HVAC exceptions (BUG-605, fixed). BUG-601 fixed in the capability lane; probe capability-bypass 18/18.",
WB-10,67,yes,Wed-16 (overnight),in_progress,2026-09-16,,partial,0.5d,"Overnight: the data a stakeholder question needs, and the reads that made it slow",TODO-607 TODO-608 BUG-609 BUG-610 BUG-606 BUG-611 TODO-612 BUG-613 BUG-614 CAVEAT-615 BUG-616 BUG-617 BUG-618 CAVEAT-619 TODO-620 BUG-621 BUG-622 BUG-623 BUG-624 TODO-624B BUG-625 BUG-626 BUG-627 BUG-628 TODO-629 BUG-630 BUG-631 BUG-632 TODO-633 BUG-634 BUG-635 BUG-636 TODO-637 BUG-638 BUG-639 BUG-640 BUG-641 BUG-642,"Run #3 left wrong-lane answers whose real cause was missing DATA (door behaviour, water temperatures) rather than routing, plus per-floor answers slow enough to hurt the demo.","Each question answered from the right source, live, with tests; per-floor latency down; probe and unit suite green.",,"See the FIX_TRACKER rows. Live: doors, delta-T, room search and duty-vs-schedule all answered correctly; warmest floor 86 s -> 36 s. || Final: unit suite 6,137 passed / 0 failed; probe 58/60 in 20.0 min (28.3 min before the read fix), both failures then fixed and verified live.",
WB-11,68,yes,Thu-17,in_progress,2026-09-17,,partial,0.4d,"The ungrounded lane, the substituted window, and the disclosures that never arrived",BUG-653 CAVEAT-654 BUG-658 BUG-659 BUG-660 BUG-664 BUG-665,"Three independent paths could put an unbacked figure in front of a reader, and all three were silent about it. The semantic-RAG fallback crashed the verifier so the publication gate published without a grounding record (BUG-643, claimed separately); the SQL lane could answer a present-tense question from readings of any age with nothing recorded anywhere (BUG-658); and the response node preferred the analytics lane, dropping every disclosure the SQL lane had attached (BUG-659). Logged 2026-09-17 while working the demo-path backlog with parallel agents. Each item was measured before it was written down; none is a prediction.",A substitution is recorded on the bus and disclosed in the answer whichever lane narrates; an empty result stops the correction loop instead of mutating a valid query; probe green before and after; live re-ask of a present-tense question and of an analytics question whose window was substituted.,orchestrator/agents/sql_agent.py; orchestrator/services/disclosure_gate.py; orchestrator/services/self_correction_engine.py; orchestrator/workflow/_orchestrator.py,"Unit: 27 (window substitution) + 7 (correction loop) passing; -k sql 100 passed. Measured: all 2,950 points carry data inside the 30-day window, so widening the present-tense guard cannot regress the demo's 'right now' questions. LIVE RE-ASK OWED for BUG-658/659; BUG-660 and CAVEAT-654 deliberately left open as post-demo.",BUG-660 and CAVEAT-654 are scoped OUT of the demo window on purpose.
WB-12,69,no,Post-demo,todo,,,partial,0.6d,"A rule, and an alert, must cover what it claims to cover",BUG-644 BUG-645 CAVEAT-646,"TODO-528 gave file-declared rules a place and made them report their coverage, and in doing so exposed two doors it did not close: an UNSCOPED 'scope: all' rule can still watch about three distinct points while naming a whole class, because the candidate query has LIMIT 10 and no DISTINCT over a class a point satisfies by several paths; and user-tier alerts loaded from Redis bypass both loader guards entirely, so a user alert still watches one arbitrary point. Logged 2026-09-17 while working the demo-path backlog with parallel agents. Each item was measured before it was written down; none is a prediction.","Unscoped scope: all watches every distinct point of its class, proven by the coverage report rather than asserted; user alerts either obey the scope requirement or state their scope explicitly in their own confirmation text; the polling cost is measured, not assumed.",orchestrator/services/rules_engine.py; config/rules.yaml,"BUG-645 NEEDS A USER DECISION before any code: applying the guards retroactively would silently disarm alerts already sitting in Redis that users believe are armed, which is worse than the defect.",Do not start BUG-644 until the live rule set has been read with coverage_report.
WB-13,70,no,Post-demo,todo,,,no,1.5d,Reach the stakeholders the building already has data for,BUG-649 CAVEAT-650 TODO-651 BUG-652 CAVEAT-647 BUG-666 BUG-667,"The 37-catalogue sweep (2,960 questions, zero extraction failures) put every question through the live register scorer: it selects NO register for 33.1%, and 23 of the top 25 gaps by roles-blocked are VOCABULARY, not missing instruments. The cheap fix is also the wide one. Separately one register takes 25.2% of all selections, three event registers hold zero instances while ~295 questions demand them, and three declared modalities have no points at all. Logged 2026-09-17 while working the demo-path backlog with parallel agents. Each item was measured before it was written down; none is a prediction.",Lay terms added ONE register at a time with the probe green before and after; the ApprovalRecord concentration either explained by sampling the 498 or corrected; the empty event registers decline honestly whether or not they are ever populated.,input/*_capabilities.ttl; orchestrator/services/deliberation/scorer.py; orchestrator/services/absence_guard.py; config/saturation_modalities.yaml; scripts/provision_synthetic_sources.py,"docs/STAKEHOLDER_COVERAGE_2026-09-17.md and docs/stakeholder_coverage.csv. TREAT THE QUESTION COUNTS AS +/-30%: the sweep's own author hand-graded 24 cases and found the right register missing from the top-3 for 7. Rank on ROLE counts, which saturate at 37 and survive that noise. CAVEAT-647 (frozen asset-status timestamps) rides here because it is a data-provisioning decision of the same kind, and it NEEDS THE USER'S CALL: refreshing a status timestamp asserts an observation that never happened.",Bulk-loading all 39 vocabulary rows at once is explicitly forbidden.
WB-14,71,yes,Thu-17 / Fri-18,todo,,,yes,0.3d,Measure the demo path the way the demo will run it,CAVEAT-656 TODO-657 BUG-655 BUG-662 BUG-663,"Open WebUI streams by default, and the streaming branch of /v1/chat/completions reconstructs its answer from last_step rather than from the workflow's returned state. Every green probe run measures the NON-streaming path on a different endpoint. Separately /v1 returns no intent, so lane assertions cannot be evaluated against it at all; and the inherited-state guard turns out to be wired to /v1 ONLY, leaving /chat, /chat/stream and the websocket restoring the whole intermediate_results dict unpruned. Logged 2026-09-17 while working the demo-path backlog with parallel agents. Each item was measured before it was written down; none is a prediction.","The demo script run through /v1 with stream=true before the freeze, compared against the non-streamed answer for the same questions; a divergence there is worth more than another green run of the non-streaming probe.",orchestrator/main.py; scripts/endpoint_parity_probe.py; scripts/ask_questions.py; docs/ENDPOINT_PARITY_2026_09_17.md,MY OWN PREMISE WAS WRONG AND IS RECORDED AS SUCH: I briefed this believing the DEMO endpoint was the unguarded one; on the carry-forward axis it is the PROBE's endpoint that is unguarded. Re-derived by mapping every load_state call to its route. TODO-657 (add intent to the /v1 body) is additive and one field -- the only orchestrator change worth arguing for before Friday. BUG-655 is a shared-path change and is NOT for freeze day.,Streaming check is the highest-value remaining pre-demo measurement.
WB-15,72,yes,Thu-17,in_progress,2026-09-17,,partial,1.0d,"Readiness wave: class-level vocabulary, role-aware declines, the event records a question needs",BUG-668 BUG-670 CAVEAT-672 BUG-674 BUG-676 BUG-677 BUG-679 BUG-680 BUG-681 BUG-682 TODO-692 BUG-693 BUG-694 BUG-695 TODO-696 TODO-697 BUG-699 BUG-700 BUG-701 BUG-702 BUG-703 TODO-704 BUG-705 CAVEAT-706 TODO-707 CAVEAT-708 CAVEAT-727 CAVEAT-728 BUG-729 CAVEAT-734 CAVEAT-750 BUG-751 BUG-756 CAVEAT-773,"Owner directive 2026-09-17: fix 'missing vocabulary, not missing data' with vocabulary that works for any building (OCBV/Brick classes), and never show a supervisor an answer that tells them to add data. Plan: tasks/READINESS_PLAN_2026-09-17.md.",Guard set 0 violations; unit suite and flushed probe green; the 147-question Phase 0 bank re-asked as facility01 and compared bucket by bucket with the hand-labelled baseline.,ontology/ontosage_schema.ttl; ontology/hbco_mappings.ttl; orchestrator/services/record_registry.py; orchestrator/services/grounding_guard.py; orchestrator/workflow/_orchestrator.py; orchestrator/agents/sql_agent.py,,Demo login is facility01 (non-admin) so remediation text is not shown.
WB-16,73,no,Post-demo,todo,,,partial,1.0d,"Room identity from the architect's drawings, applied with its whole cascade",BUG-671 BUG-688 BUG-689 CAVEAT-690,"Owner decision: drawings are authoritative. Loading identity without the timetable, events, registers and sensor labels that name those rooms creates contradictions a reader can see, so it was held back as one change.","The four owner questions answered; staged .corrected files applied; cascade landed; no old triples in the default graph (BUG-194); suite, flushed probe and stakeholder bank green.",tasks/held_back/room_identity_2026-09-17/README.md; docs/phase0/room_identity_cascade.md,,
WB-17,74,no,Post-demo,todo,,,no,0.5d,"Event generators that respect opening hours, zones and history",BUG-684 BUG-685 CAVEAT-686 CAVEAT-687 BUG-691,Generated footfall ignores opening hours and is a zone off; history double-counted; timetable ends 16:00 demo day; other buildings' writer publishes early.,"Each fixed with a test that reads the generated rows, not the generator's config.",mysql-dummy-publish-dev/mysql_dummy_publisher.py; orchestrator/services/deliberation/; scripts/extend_events_to_now.py,,CAVEAT-687 matters on demo day itself: re-extend the timetable before the freeze.
WB-18,75,yes,Thu-17 / Fri-18,todo,,,partial,1.5d,Wave 3: the answer classes the hand reading found and today's fixes do not cover,BUG-709 BUG-710 BUG-711 BUG-712 BUG-713 BUG-714 BUG-715 BUG-716 BUG-717 BUG-718 BUG-719 BUG-720 BUG-721 BUG-722 BUG-723 BUG-724 BUG-725 BUG-726 BUG-730 BUG-731 BUG-732 CAVEAT-733 BUG-741 BUG-742 BUG-744 BUG-747 BUG-748 BUG-749 BUG-752 BUG-753 CAVEAT-754 BUG-755 BUG-762 BUG-763 BUG-764 BUG-765 TODO-768 BUG-770 TODO-771 CAVEAT-772 BUG-780 BUG-781 BUG-782 BUG-783 BUG-785 BUG-787 TODO-789,READER labelled 73% of baseline answers weird by hand against the grader's 19.7%; 18 classes remain uncovered or partly covered. Re-measure after wave 2 BEFORE fixing.,"Each class re-read on the post-wave-2 rerun; P1 classes with high demo visibility fixed first, one lane per agent with disjoint files; probe green before and after.",docs/phase0/phase0_read.md,,Honest scope: not all 18 fit before 14:00 Friday; the demo script is verified regardless.
ARCH-03,76,no,Fri-18 (first),todo,,,partial,0.4d,"A grader calibrated against 294 human labels, and a regression gate built on it",CAVEAT-758 CAVEAT-759 TODO-760 CAVEAT-784 CAVEAT-788,"The automatic grader scored 20 of 147 answers weird where a careful human scored 113. Every quality claim in this project is downstream of that instrument, so it is measured FIRST.",Cohen's kappa reported against docs/phase0/phase0_read.jsonl + phase0_rerun_read.jsonl before the grader is used for anything; a grader that cannot beat the old heuristic is discarded and that result is reported; gate script exits non-zero on regression over recorded answers.,scripts/grade_answers_rubric.py; docs/phase0/*,,Thesis artifact: the calibration table. Prerequisite for claiming any of ARCH-01/02/04 helped.
