Username,Personas,QuestionNumber,Stage,Timestamp,Question
gott,Building Owners/Property Managers; Facility Managers / Building Maintenance Teams,40,1,11/04/2026 14:25,What is current energy use?
jose morales,Building Owners/Property Managers,1,4,11/04/2026 14:40,Is cow dung energy efficienty?
jose morales,Building Owners/Property Managers,2,4,11/04/2026 14:39,Is sun give us thermal heat?
jose morales,Building Owners/Property Managers,3,4,11/04/2026 14:39,Is space thermal effect good?
jose morales,Building Owners/Property Managers,4,4,11/04/2026 14:39,Which country weather is best?
jose morales,Building Owners/Property Managers,5,4,11/04/2026 14:38,Do you like indoor transport?
jose morales,Building Owners/Property Managers,6,4,11/04/2026 14:38,Is lead good Metal?
jose morales,Building Owners/Property Managers,7,4,11/04/2026 14:38,How we reduce energy?
jose morales,Building Owners/Property Managers,8,4,11/04/2026 14:37,Is land good for factory?
jose morales,Building Owners/Property Managers,9,4,11/04/2026 14:37,is robitc transport good?
jose morales,Building Owners/Property Managers,10,4,11/04/2026 14:36,Is Tabla a Good equipment?
jose morales,Building Owners/Property Managers,11,4,11/04/2026 14:36,Do you like violin noise?
jose morales,Building Owners/Property Managers,12,4,11/04/2026 14:36,Is guter voice comfort?
jose morales,Building Owners/Property Managers,13,4,11/04/2026 14:35,Is coal poduce more heat than coal?
jose morales,Building Owners/Property Managers,14,4,11/04/2026 14:35,Is nuclear energy good for our enviromnent?
jose morales,Building Owners/Property Managers,15,4,11/04/2026 14:34,Do you like iron?
jose morales,Building Owners/Property Managers,16,4,11/04/2026 14:34,Is thermal comfortwquipment good?
jose morales,Building Owners/Property Managers,17,4,11/04/2026 14:34,Is our room air quality is good?
jose morales,Building Owners/Property Managers,18,4,11/04/2026 14:33,Is rain good for environment?
jose morales,Building Owners/Property Managers,19,4,11/04/2026 14:33,Is lighting look beautyful?
jose morales,Building Owners/Property Managers,20,4,11/04/2026 14:33,Is Tube light energy efficiency?
jose morales,Building Owners/Property Managers,21,3,11/04/2026 14:29,Deforestation is good or bad?
jose morales,Building Owners/Property Managers,22,3,11/04/2026 14:29,Is tall building good for our live?
jose morales,Building Owners/Property Managers,23,3,11/04/2026 14:29,How many people is enough for a meeting?
jose morales,Building Owners/Property Managers,24,3,11/04/2026 14:28,What is the name of largest data server room?
jose morales,Building Owners/Property Managers,25,3,11/04/2026 14:28,Is plant give shelter?
jose morales,Building Owners/Property Managers,26,3,11/04/2026 14:28,Is plant give us shade?
jose morales,Building Owners/Property Managers,27,3,11/04/2026 14:26,Which floor is best for our living?
jose morales,Building Owners/Property Managers,28,3,11/04/2026 14:26,Is Mobile good for our health?
jose morales,Building Owners/Property Managers,29,3,11/04/2026 14:26,How many devices do you used?
jose morales,Building Owners/Property Managers,30,3,11/04/2026 14:25,Do you like data as privet?
jose morales,Building Owners/Property Managers,31,3,11/04/2026 14:25,What is the best surver room?
jose morales,Building Owners/Property Managers,32,3,11/04/2026 14:24,which colour you chosse as your car?
jose morales,Building Owners/Property Managers,33,3,11/04/2026 14:24,Do you likeEV?
jose morales,Building Owners/Property Managers,34,3,11/04/2026 14:23,what is the perfect area of a biscuits factory?
jose morales,Building Owners/Property Managers,35,3,11/04/2026 14:23,How many people is good to do run a farm?
jose morales,Building Owners/Property Managers,36,3,11/04/2026 14:22,Is caffe a best meeting place/
jose morales,Building Owners/Property Managers,37,3,11/04/2026 14:22,What is the example of medicinal plant/
jose morales,Building Owners/Property Managers,38,3,11/04/2026 14:21,Which planet is bad for our environment?
jose morales,Building Owners/Property Managers,39,3,11/04/2026 14:21,Which car is best for riding?
jose morales,Building Owners/Property Managers,40,3,11/04/2026 14:21,Is EV is good for environment?
jose morales,Building Owners/Property Managers,41,2,11/04/2026 14:18,Which electric equipment is better for human health?
jose morales,Building Owners/Property Managers,42,2,11/04/2026 14:18,What is the healthy battery level of Mobile?
jose morales,Building Owners/Property Managers,43,2,11/04/2026 14:17,How mottor vibrate/
jose morales,Building Owners/Property Managers,44,2,11/04/2026 14:17,What is the air quality index of USA?
jose morales,Building Owners/Property Managers,45,2,11/04/2026 14:16,What causes oxygen reduces?
jose morales,Building Owners/Property Managers,46,2,11/04/2026 14:16,What causes carbondi oxide reduce?
jose morales,Building Owners/Property Managers,47,2,11/04/2026 14:15,What causess carbon di oxide rise?
jose morales,Building Owners/Property Managers,48,2,11/04/2026 14:15,Whais the meaning of fresh air?
jose morales,Building Owners/Property Managers,49,2,11/04/2026 14:14,What is the carbon di oxide level at this room?
jose morales,Building Owners/Property Managers,50,2,11/04/2026 14:14,How do you detect if someone is present?
jose morales,Building Owners/Property Managers,51,2,11/04/2026 14:13,Is the movement detect in this room?
jose morales,Building Owners/Property Managers,52,2,11/04/2026 14:12,how much voltage requered to run a Laptop?
jose morales,Building Owners/Property Managers,53,2,11/04/2026 14:12,What is the voltage of a radio?
jose morales,Building Owners/Property Managers,54,2,11/04/2026 14:11,What is the frequency o flowing rive?
jose morales,Building Owners/Property Managers,55,2,11/04/2026 14:10,What is the audible frequency of Human being/
jose morales,Building Owners/Property Managers,56,2,11/04/2026 14:10,How much current required to run a TV?
jose morales,Building Owners/Property Managers,57,2,11/04/2026 14:09,How much current required to run a motor/
jose morales,Building Owners/Property Managers,58,2,11/04/2026 14:08,what is the light level  in the room right now?
jose morales,Building Owners/Property Managers,59,2,11/04/2026 14:08,Is the lighting sufficient for work?
jose morales,Building Owners/Property Managers,60,2,11/04/2026 14:07,What is the noise level of a ship?
jose morales,Building Owners/Property Managers,61,2,11/04/2026 14:06,What is the noise level of aeroplane?
jose morales,Building Owners/Property Managers,62,2,11/04/2026 14:05,Is the environment too noisy?
jose morales,Building Owners/Property Managers,63,2,11/04/2026 14:05,What is the noise level right now?
jose morales,Building Owners/Property Managers,64,1,11/04/2026 14:02,Who is your favourite writer?
jose morales,Building Owners/Property Managers,65,1,11/04/2026 14:01,do you ever go to the zoo?
jose morales,Building Owners/Property Managers,66,1,11/04/2026 14:01,Do you like Icecream?
jose morales,Building Owners/Property Managers,67,1,11/04/2026 14:01,Which is most cool substance on our earth?
jose morales,Building Owners/Property Managers,68,1,11/04/2026 14:00,Which is most hot substance?
jose morales,Building Owners/Property Managers,69,1,11/04/2026 13:58,Which is the highest pick of the word?
jose morales,Building Owners/Property Managers,70,1,11/04/2026 13:58,"Do you know , name of the longest riv of the world?"
jose morales,Building Owners/Property Managers,71,1,11/04/2026 13:57,Do you ike to travel?
jose morales,Building Owners/Property Managers,72,1,11/04/2026 13:57,What is your favourite fast food?
jose morales,Building Owners/Property Managers,73,1,11/04/2026 13:57,Do you like veg or non-veg?
jose morales,Building Owners/Property Managers,74,1,11/04/2026 13:56,What is your favourite sports?
jose morales,Building Owners/Property Managers,75,1,11/04/2026 13:56,Who is the most beautiful lady in the world at the moment?
jose morales,Building Owners/Property Managers,76,1,11/04/2026 13:55,What is the longest river of USA?
jose morales,Building Owners/Property Managers,77,1,11/04/2026 13:55,Who is the president of USA?
jose morales,Building Owners/Property Managers,78,1,11/04/2026 13:54,What is the capital of USA?
jose morales,Building Owners/Property Managers,79,1,11/04/2026 13:52,What is your favourite film?
jose morales,Building Owners/Property Managers,80,1,11/04/2026 13:52,What is your favourite food?
jose morales,Building Owners/Property Managers,81,1,11/04/2026 13:52,What is your favourite colour?
jose morales,Building Owners/Property Managers,82,1,11/04/2026 13:51,Do you like coffe?
jose morales,Building Owners/Property Managers,83,1,11/04/2026 13:51,I am very happy today.
jose morales,Building Owners/Property Managers,84,1,11/04/2026 13:51,Can you suggest me a beautiul place for vacattion?
jose morales,Building Owners/Property Managers,85,1,11/04/2026 13:50,Is everything ok right now?
jose morales,Building Owners/Property Managers,86,1,11/04/2026 13:49,can yoy improve the room temperature?
jose morales,Building Owners/Property Managers,87,1,11/04/2026 13:48,the office is very beautiful
jose morales,Building Owners/Property Managers,88,1,11/04/2026 13:47,hi!
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,1,4,11/04/2026 14:36,Imagine using outdoor weather forecasts to pre-adjust indoor temperatures proactively.
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,2,4,11/04/2026 14:36,Consider what data would reveal cold spots or overheating hotspots across the building.
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,3,4,11/04/2026 14:36,Set smart alerts when standby loads exceed a threshold so action can be taken early.
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,4,4,11/04/2026 14:36,Track energy trends over time to spot unexpected spikes or patterns that might indicate waste.
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,5,4,11/04/2026 14:35,What data would demonstrate the ecological value of the building site over time?
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,6,4,11/04/2026 14:35,How could sensors track biodiversity indicators like bird or insect activity on green roofs?
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,7,4,11/04/2026 14:35,How might rainwater harvesting or greywater reuse reduce mains dependency?
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,8,4,11/04/2026 14:35,how leak detection sensors could prevent damage and reduce waste.
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,9,4,11/04/2026 14:35,Could escalators switch to standby when corridors are empty?
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,10,4,11/04/2026 14:34,how could sensor alerts trigger ventilation boosts when pollutant levels spike
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,11,4,11/04/2026 14:34,Which indoor materials or activities are the biggest sources of pollutants
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,12,4,11/04/2026 14:34,all lift work properly
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,13,4,11/04/2026 14:33,Can energy usage be adjusted based on occupancy
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,14,4,11/04/2026 14:33,are there peak energy usage times we should avoid?
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,15,4,11/04/2026 14:33,how efficient is the building compared to similar buildings
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,16,4,11/04/2026 14:33,can you turn off unused lights or devices automatically
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,17,4,11/04/2026 14:32,can you automatically optimize systems to reduce carbon emissions?
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,18,4,11/04/2026 14:32,are there any areas wasting energy right now
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,19,4,11/04/2026 14:32,how can I contribute to lowering energy use in my workspace
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,20,4,11/04/2026 14:32,what percentage of energy comes from renewable sources
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,21,4,11/04/2026 14:31,can you maintain a consistent and comfortable temperature throughout the day
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,22,3,11/04/2026 14:30,Can you suggest a better room based on server room
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,23,3,11/04/2026 14:29,Can you adjust the temperature for the number of people present
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,24,3,11/04/2026 14:29,how many people are currently in the room?
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,25,3,11/04/2026 14:29,Can you increase ventilation if heat levels rise
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,26,3,11/04/2026 14:28,Is the display screen working properly?
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,27,3,11/04/2026 14:28,Can you reduce echo or background noise?
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,28,3,11/04/2026 14:28,asre microphones picking up sound clearly?
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,29,3,11/04/2026 14:28,how many people are currently in the room?
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,30,3,11/04/2026 14:28,can you detect if a booked room is empty?
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,31,3,11/04/2026 14:27,is this room actually occupied or just booked?
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,32,3,11/04/2026 14:27,can I customize lighting preferences for my workspace?
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,33,3,11/04/2026 14:26,which areas have the best natural light right now?
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,34,3,11/04/2026 14:26,why does this area feel warmer than others
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,35,3,11/04/2026 14:26,are there any recent noise spikes or disturbances
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,36,3,11/04/2026 14:26,what is the current noise level around me
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,37,3,11/04/2026 14:25,how does occupancy affect air quality during the day
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,38,3,11/04/2026 14:25,can you increase ventilation in crowded zones
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,39,3,11/04/2026 14:25,Which areas have the freshest air right now?
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,40,3,11/04/2026 14:25,Is the air quality safe with this many people
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,41,3,11/04/2026 14:25,What are the current CO₂ levels in this workspace
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,42,2,11/04/2026 14:24,Can you make it slightly cooler or warmer based on my preference
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,43,2,11/04/2026 14:23,What is the current thermostat setpoint
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,44,2,11/04/2026 14:23,What is the current temperature in this room
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,45,2,11/04/2026 14:23,Do VOC levels vary depending on time of day or occupancy
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,46,2,11/04/2026 14:22,Can I view a real time air quality dashboard
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,47,2,11/04/2026 14:22,What is the acceptable threshold for VOC levels here
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,48,2,11/04/2026 14:22,Are there any health guidelines based on current VOC readings
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,49,2,11/04/2026 14:22,Should I move to another area with better air quality
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,50,2,11/04/2026 14:22,Is it safe to stay in this room right now
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,51,2,11/04/2026 14:21,What symptoms should I watch for if VOC levels are high
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,52,2,11/04/2026 14:21,Can high VOC levels affect my productivity or concentration
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,53,2,11/04/2026 14:21,Are eco friendly or low-VOC materials being used in this building
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,54,2,11/04/2026 14:21,how can I personally reduce exposure to VOCs in this space
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,55,2,11/04/2026 14:21,Can you notify me when VOC levels become unhealthy
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,56,2,11/04/2026 14:20,Which areas have the best air quality right now
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,57,2,11/04/2026 14:20,How long will it take for VOC levels to return to normal
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,58,2,11/04/2026 14:20,Can you increase fresh air circulation in my area?
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,59,2,11/04/2026 14:20,Are there specific rooms or zones with higher VOC concentrations?
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,60,2,11/04/2026 14:20,What is causing the VOC levels to increase in this area?
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,61,2,11/04/2026 14:19,How has the VOC level changed over the past few hours or days?
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,62,2,11/04/2026 14:19,Is the VOC level considered safe right now?
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,63,2,11/04/2026 14:19,what is the current voc level in this room
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,64,1,11/04/2026 14:16,can you notify me if air quality is worsen
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,65,1,11/04/2026 14:15,can you suggest the best route to avoid congestion
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,66,1,11/04/2026 14:15,can you guide to the nearest safe exit
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,67,1,11/04/2026 14:14,security alarm are working well or not
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,68,1,11/04/2026 14:14,This building construction is safe or not
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,69,1,11/04/2026 14:13,How many people stay in the building
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,70,1,11/04/2026 14:13,are there any system currently running inefficiently
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,71,1,11/04/2026 14:12,is the building currently using renewable energy
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,72,1,11/04/2026 14:11,which areas consume the most energy
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,73,1,11/04/2026 14:11,building maintenance are good or bad
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,74,1,11/04/2026 14:10,how many lift are available right now
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,75,1,11/04/2026 14:10,Which floor have relax system
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,76,1,11/04/2026 14:10,For focus or relax
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,77,1,11/04/2026 14:09,Can you optimize lighting around me
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,78,1,11/04/2026 14:09,Which areas of the building have the best ventilation system
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,79,1,11/04/2026 14:08,How is the air quality right now
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,80,1,11/04/2026 14:07,What is the current temperature right now in my area or building
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,81,1,11/04/2026 14:07,What should i do in case of emergency right now?
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,82,1,11/04/2026 14:06,Are all emergency exit clear
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,83,1,11/04/2026 14:06,Which gym room or study spaces are available right now
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,84,1,11/04/2026 14:05,How much energy is the building is using right now
deanna prevo,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,85,1,11/04/2026 14:03,i want to learn about security system
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,1,4,11/04/2026 14:31,Is this flooring conducive for high heels?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,2,4,11/04/2026 14:30,Which doors are audible when opening and closing?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,3,4,11/04/2026 14:30,Has the baseline noise level increased in this room over the past weeks?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,4,4,11/04/2026 14:30,Can tiles be padded or adjusted to decrease sounds carrying across the room?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,5,4,11/04/2026 14:29,What is the peak volume level per day?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,6,4,11/04/2026 14:29,Would the humidity in the office support plant growth without damaging equipment?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,7,4,11/04/2026 14:29,Which bulbs could be replaced with plant-friendly grow lights to support indoor plants?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,8,4,11/04/2026 14:29,Which desks would best facilitate live plants and sunlight?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,9,4,11/04/2026 14:28,Can plants be added to workspaces in winter?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,10,4,11/04/2026 14:28,Can we use emergency lights over night without other light sources?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,11,4,11/04/2026 14:27,Which desks aren't  a good fit for users with glasses?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,12,4,11/04/2026 14:25,Can the blue light filter be adjusted for daytime and nighttime hours?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,13,4,11/04/2026 14:25,Which desks have vents directly near them?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,14,4,11/04/2026 14:25,Which floor is the warmest? Should we vent this floor to other areas?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,15,4,11/04/2026 14:24,Are there any areas of the building that drop below 50 degrees?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,16,4,11/04/2026 14:24,Is our A/C keeping up with increasing temperatures in summer?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,17,4,11/04/2026 14:24,"If it's a sunny day, can you lower blinds to save glare and keep temps low?"
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,18,4,11/04/2026 14:23,Does energy consumption decrease during lunch hours? Can we change lunch schedules to save energy?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,19,4,11/04/2026 14:23,Can lights be set to motion-sensor only after 10PM?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,20,4,11/04/2026 14:23,Did the janitor leave any lights on?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,21,4,11/04/2026 14:22,"After 5pm, can you dim the lights in work areas where there aren't workers present?"
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,22,3,11/04/2026 14:21,Which areas of this room are hotter than others?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,23,3,11/04/2026 14:21,Has this room received any energy spikes in the last 14 days?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,24,3,11/04/2026 14:21,What's the battery level of our backup generator?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,25,3,11/04/2026 14:21,Does using the overhead display increase the temperature in the room?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,26,3,11/04/2026 14:20,Can everyone be heard by the microphone?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,27,3,11/04/2026 14:20,Can the camera see everyone in the room?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,28,3,11/04/2026 14:20,Can you open the windows and freshen up the room an hour before the meeting?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,29,3,11/04/2026 14:20,Are there any empty rooms with lights on?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,30,3,11/04/2026 14:19,Which rooms are empty today?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,31,3,11/04/2026 14:19,Is there too much ambient noise in this room to hear over a voice call clearly?
a9hq3e0f2agvo,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,32,3,11/04/2026 14:19,Which desk areas are louder than others?
