canonical_key,occurrences,kept_question,dropped_question,dropped_username,dropped_qnum
"during a grid demand-response event, what loads could we shed here",5,"during a grid demand-response event, what loads could we shed here?","during a grid demand-response event, what loads could we shed here?",P95,
"during a grid demand-response event, what loads could we shed here",5,"during a grid demand-response event, what loads could we shed here?","during a grid demand-response event, what loads could we shed here",P66,
"during a grid demand-response event, what loads could we shed here",5,"during a grid demand-response event, what loads could we shed here?","during a grid demand-response event, what loads could we shed here?",P60,
"if the weather forecast shows a cold snap, how should pre-heating be scheduled",5,"if the weather forecast shows a cold snap, how should pre-heating be scheduled?","if the weather forecast shows a cold snap, how should pre-heating be scheduled?",P71,
"if the weather forecast shows a cold snap, how should pre-heating be scheduled",5,"if the weather forecast shows a cold snap, how should pre-heating be scheduled?","if the weather forecast shows a cold snap, how should pre-heating be scheduled?",P66,
"if the weather forecast shows a cold snap, how should pre-heating be scheduled",5,"if the weather forecast shows a cold snap, how should pre-heating be scheduled?","if the weather forecast shows a cold snap, how should pre-heating be scheduled",P02,
"if the weather forecast shows a cold snap, how should pre-heating be scheduled",5,"if the weather forecast shows a cold snap, how should pre-heating be scheduled?","if the weather forecast shows a cold snap, how should pre-heating be scheduled?",P60,
"if outdoor air is cool enough, can free cooling cut the chiller energy here",5,"if outdoor air is cool enough, can free cooling cut the chiller energy here?","if outdoor air is cool enough, can free cooling cut the chiller energy here",P71,
"if outdoor air is cool enough, can free cooling cut the chiller energy here",5,"if outdoor air is cool enough, can free cooling cut the chiller energy here?","if outdoor air is cool enough, can free cooling cut the chiller energy here?",P95,
"if outdoor air is cool enough, can free cooling cut the chiller energy here",5,"if outdoor air is cool enough, can free cooling cut the chiller energy here?","if outdoor air is cool enough, can free cooling cut the chiller energy here?",P61,
"if outdoor air is cool enough, can free cooling cut the chiller energy here",5,"if outdoor air is cool enough, can free cooling cut the chiller energy here?","if outdoor air is cool enough, can free cooling cut the chiller energy here",P60,
can the building flag the equipment with the worst efficiency for replacement,5,can the building flag the equipment with the worst efficiency for replacement?,can the building flag the equipment with the worst efficiency for replacement?,P71,
can the building flag the equipment with the worst efficiency for replacement,5,can the building flag the equipment with the worst efficiency for replacement?,can the building flag the equipment with the worst efficiency for replacement,P95,
can the building flag the equipment with the worst efficiency for replacement,5,can the building flag the equipment with the worst efficiency for replacement?,can the building flag the equipment with the worst efficiency for replacement?,P66,
can the building flag the equipment with the worst efficiency for replacement,5,can the building flag the equipment with the worst efficiency for replacement?,can the building flag the equipment with the worst efficiency for replacement?,P02,
how can we cut water consumption against last year's baseline,5,how can we cut water consumption against last year's baseline?,how can we cut water consumption against last year's baseline?,P71,
how can we cut water consumption against last year's baseline,5,how can we cut water consumption against last year's baseline?,how can we cut water consumption against last year's baseline?,P64,
how can we cut water consumption against last year's baseline,5,how can we cut water consumption against last year's baseline?,how can we cut water consumption against last year's baseline?,P95,
how can we cut water consumption against last year's baseline,5,how can we cut water consumption against last year's baseline?,how can we cut water consumption against last year's baseline?,P60,
can we automate an annual sustainability performance review from the data,5,can we automate an annual sustainability performance review from the data?,can we automate an annual sustainability performance review from the data?,P71,
can we automate an annual sustainability performance review from the data,5,can we automate an annual sustainability performance review from the data?,can we automate an annual sustainability performance review from the data?,P64,
can we automate an annual sustainability performance review from the data,5,can we automate an annual sustainability performance review from the data?,can we automate an annual sustainability performance review from the data,P66,
can we automate an annual sustainability performance review from the data,5,can we automate an annual sustainability performance review from the data?,can we automate an annual sustainability performance review from the data,P60,
how can the building report avoided emissions from its solar array,5,how can the building report avoided emissions from its solar array?,how can the building report avoided emissions from its solar array?,P71,
how can the building report avoided emissions from its solar array,5,how can the building report avoided emissions from its solar array?,how can the building report avoided emissions from its solar array?,P95,
how can the building report avoided emissions from its solar array,5,how can the building report avoided emissions from its solar array?,how can the building report avoided emissions from its solar array?,P02,
how can the building report avoided emissions from its solar array,5,how can the building report avoided emissions from its solar array?,how can the building report avoided emissions from its solar array?,P61,
can the building tell me its current carbon intensity,5,can the building tell me its current carbon intensity,can the building tell me its current carbon intensity?,P64,
can the building tell me its current carbon intensity,5,can the building tell me its current carbon intensity,can the building tell me its current carbon intensity,P95,
can the building tell me its current carbon intensity,5,can the building tell me its current carbon intensity,can the building tell me its current carbon intensity?,P02,
can the building tell me its current carbon intensity,5,can the building tell me its current carbon intensity,can the building tell me its current carbon intensity,P61,
"if a whole floor is vacant this week, can its services be set back",5,"if a whole floor is vacant this week, can its services be set back?","if a whole floor is vacant this week, can its services be set back?",P64,
"if a whole floor is vacant this week, can its services be set back",5,"if a whole floor is vacant this week, can its services be set back?","if a whole floor is vacant this week, can its services be set back?",P02,
"if a whole floor is vacant this week, can its services be set back",5,"if a whole floor is vacant this week, can its services be set back?","if a whole floor is vacant this week, can its services be set back?",P61,
"if a whole floor is vacant this week, can its services be set back",5,"if a whole floor is vacant this week, can its services be set back?","if a whole floor is vacant this week, can its services be set back?",P60,
"during a heatwave, how much extra enery does cooling this floor use",5,"during a heatwave, how much extra enery does cooling this floor use?","during a heatwave, how much extra enery does cooling this floor use?",P64,
"during a heatwave, how much extra enery does cooling this floor use",5,"during a heatwave, how much extra enery does cooling this floor use?","during a heatwave, how much extra enery does cooling this floor use?",P66,
"during a heatwave, how much extra enery does cooling this floor use",5,"during a heatwave, how much extra enery does cooling this floor use?","during a heatwave, how much extra enery does cooling this floor use?",P61,
"during a heatwave, how much extra enery does cooling this floor use",5,"during a heatwave, how much extra enery does cooling this floor use?","during a heatwave, how much extra enery does cooling this floor use?",P60,
can the building track diversion-from-landfill rate for waste,5,can the building track diversion-from-landfill rate for waste?,can the building track diversion-from-landfill rate for waste?,P64,
can the building track diversion-from-landfill rate for waste,5,can the building track diversion-from-landfill rate for waste?,can the building track diversion-from-landfill rate for waste,P95,
can the building track diversion-from-landfill rate for waste,5,can the building track diversion-from-landfill rate for waste?,can the building track diversion-from-landfill rate for waste?,P66,
can the building track diversion-from-landfill rate for waste,5,can the building track diversion-from-landfill rate for waste?,can the building track diversion-from-landfill rate for waste?,P60,
can the system align energy use with on-site renewable generation,5,can the system align energy use with on-site renewable generation?,can the system align energy use with on-site renewable generation,P64,
can the system align energy use with on-site renewable generation,5,can the system align energy use with on-site renewable generation?,can the system align energy use with on-site renewable generation?,P95,
can the system align energy use with on-site renewable generation,5,can the system align energy use with on-site renewable generation?,can the system align energy use with on-site renewable generation?,P02,
can the system align energy use with on-site renewable generation,5,can the system align energy use with on-site renewable generation?,can the system align energy use with on-site renewable generation?,P61,
can the system recommend the most cost-effective efficiency upgrades,5,can the system recommend the most cost-effective efficiency upgrades?,can the system recommend the most cost-effective efficiency upgrades,P64,
can the system recommend the most cost-effective efficiency upgrades,5,can the system recommend the most cost-effective efficiency upgrades?,can the system recommend the most cost-effective efficiency upgrades,P95,
can the system recommend the most cost-effective efficiency upgrades,5,can the system recommend the most cost-effective efficiency upgrades?,can the system recommend the most cost-effective efficiency upgrades?,P66,
can the system recommend the most cost-effective efficiency upgrades,5,can the system recommend the most cost-effective efficiency upgrades?,can the system recommend the most cost-effective efficiency upgrades?,P60,
is the lighting energy efficient across the whole building,5,is the lighting energy efficient across the whole building,is the lighting energy efficient across the whole building?,P95,
is the lighting energy efficient across the whole building,5,is the lighting energy efficient across the whole building,is the lighting energy efficient across the whole building,P02,
is the lighting energy efficient across the whole building,5,is the lighting energy efficient across the whole building,is the lighting energy efficient across the whole building?,P61,
is the lighting energy efficient across the whole building,5,is the lighting energy efficient across the whole building,is the lighting energy efficient across the whole building,P60,
are there areas left heated or cooled when nobody is around,5,are there areas left heated or cooled when nobody is around?,are there areas left heated or cooled when nobody is around?,P95,
are there areas left heated or cooled when nobody is around,5,are there areas left heated or cooled when nobody is around?,are there areas left heated or cooled when nobody is around,P66,
are there areas left heated or cooled when nobody is around,5,are there areas left heated or cooled when nobody is around?,are there areas left heated or cooled when nobody is around,P02,
are there areas left heated or cooled when nobody is around,5,are there areas left heated or cooled when nobody is around?,are there areas left heated or cooled when nobody is around?,P61,
what is the delta between supply air temp and return air temp on the ahus,5,what is the delta between supply air temp and return air temp on the AHUs,what is the delta between supply air temp and return air temp on the ahus,P95,
what is the delta between supply air temp and return air temp on the ahus,5,what is the delta between supply air temp and return air temp on the AHUs,what is the delta between supply air temp and return air temp on the AHUs,P66,
what is the delta between supply air temp and return air temp on the ahus,5,what is the delta between supply air temp and return air temp on the AHUs,what is the delta between supply air temp and return air temp on the AHUs?,P61,
what is the delta between supply air temp and return air temp on the ahus,5,what is the delta between supply air temp and return air temp on the AHUs,what is the delta between supply air temp and return air temp on the AHUs?,P60,
"on a cloudy day, how far does solar output fall against peak demand",5,"on a cloudy day, how far does solar output fall against peak demand?","on a cloudy day, how far does solar output fall against peak demand?",P95,
"on a cloudy day, how far does solar output fall against peak demand",5,"on a cloudy day, how far does solar output fall against peak demand?","on a cloudy day, how far does solar output fall against peak demand?",P66,
"on a cloudy day, how far does solar output fall against peak demand",5,"on a cloudy day, how far does solar output fall against peak demand?","on a cloudy day, how far does solar output fall against peak demand?",P02,
"on a cloudy day, how far does solar output fall against peak demand",5,"on a cloudy day, how far does solar output fall against peak demand?","on a cloudy day, how far does solar output fall against peak demand?",P60,
what is the payback period for adding more solar capacity,5,what is the payback period for adding more solar capacity,what is the payback period for adding more solar capacity?,P95,
what is the payback period for adding more solar capacity,5,what is the payback period for adding more solar capacity,what is the payback period for adding more solar capacity?,P66,
what is the payback period for adding more solar capacity,5,what is the payback period for adding more solar capacity,what is the payback period for adding more solar capacity?,P61,
what is the payback period for adding more solar capacity,5,what is the payback period for adding more solar capacity,what is the payback period for adding more solar capacity?,P60,
is there a muster point outside the building,5,is there a muster point outside the building?,is there a muster point outside the building?,P72,
is there a muster point outside the building,5,is there a muster point outside the building?,is there a muster point outside the building?,P63,
is there a muster point outside the building,5,is there a muster point outside the building?,is there a muster point outside the building?,P94,
is there a muster point outside the building,5,is there a muster point outside the building?,is there a muster point outside the building,P65,
does any zone's temperature breach the safe upper working limit,5,does any zone's temperature breach the safe upper working limit,does any zone's temperature breach the safe upper working limit?,P72,
does any zone's temperature breach the safe upper working limit,5,does any zone's temperature breach the safe upper working limit,does any zone's temperature breach the safe upper working limit?,P63,
does any zone's temperature breach the safe upper working limit,5,does any zone's temperature breach the safe upper working limit,does any zone's temperature breach the safe upper working limit?,P65,
does any zone's temperature breach the safe upper working limit,5,does any zone's temperature breach the safe upper working limit,does any zone's temperature breach the safe upper working limit?,P62,
what is the water temperature on the hot system for legionella control,5,what is the water temperature on the hot system for legionella control?,what is the water temperature on the hot system for legionella control?,P72,
what is the water temperature on the hot system for legionella control,5,what is the water temperature on the hot system for legionella control?,what is the water temperature on the hot system for legionella control?,P94,
what is the water temperature on the hot system for legionella control,5,what is the water temperature on the hot system for legionella control?,what is the water temperature on the hot system for legionella control?,P03,
what is the water temperature on the hot system for legionella control,5,what is the water temperature on the hot system for legionella control?,what is the water temperature on the hot system for legionella control?,P62,
are the lift status sensors showing fire-mode recall working,5,are the lift status sensors showing fire-mode recall working?,are the lift status sensors showing fire-mode recall working?,P72,
are the lift status sensors showing fire-mode recall working,5,are the lift status sensors showing fire-mode recall working?,are the lift status sensors showing fire-mode recall working?,P65,
are the lift status sensors showing fire-mode recall working,5,are the lift status sensors showing fire-mode recall working?,are the lift status sensors showing fire-mode recall working?,P62,
are the lift status sensors showing fire-mode recall working,5,are the lift status sensors showing fire-mode recall working?,are the lift status sensors showing fire-mode recall working?,P59,
"if a lone worker stops responding, how does the building raise the alarm",5,"if a lone worker stops responding, how does the building raise the alarm","if a lone worker stops responding, how does the building raise the alarm",P72,
"if a lone worker stops responding, how does the building raise the alarm",5,"if a lone worker stops responding, how does the building raise the alarm","if a lone worker stops responding, how does the building raise the alarm?",P63,
"if a lone worker stops responding, how does the building raise the alarm",5,"if a lone worker stops responding, how does the building raise the alarm","if a lone worker stops responding, how does the building raise the alarm?",P65,
"if a lone worker stops responding, how does the building raise the alarm",5,"if a lone worker stops responding, how does the building raise the alarm","if a lone worker stops responding, how does the building raise the alarm?",P59,
can the system track training records and flag expiring certifications,5,can the system track training records and flag expiring certifications?,can the system track training records and flag expiring certifications?,P72,
can the system track training records and flag expiring certifications,5,can the system track training records and flag expiring certifications?,can the system track training records and flag expiring certifications?,P63,
can the system track training records and flag expiring certifications,5,can the system track training records and flag expiring certifications?,can the system track training records and flag expiring certifications?,P03,
can the system track training records and flag expiring certifications,5,can the system track training records and flag expiring certifications?,can the system track training records and flag expiring certifications?,P62,
are the stairwells safe and unobstructed,5,are the stairwells safe and unobstructed?,are the stairwells safe and unobstructed?,P63,
are the stairwells safe and unobstructed,5,are the stairwells safe and unobstructed?,are the stairwells safe and unobstructed?,P94,
are the stairwells safe and unobstructed,5,are the stairwells safe and unobstructed?,are the stairwells safe and unobstructed?,P03,
are the stairwells safe and unobstructed,5,are the stairwells safe and unobstructed?,are the stairwells safe and unobstructed?,P62,
is the building accessible for people with mobility needs in an emergency,5,is the building accessible for people with mobility needs in an emergency?,is the building accessible for people with mobility needs in an emergency?,P63,
is the building accessible for people with mobility needs in an emergency,5,is the building accessible for people with mobility needs in an emergency?,is the building accessible for people with mobility needs in an emergency?,P65,
is the building accessible for people with mobility needs in an emergency,5,is the building accessible for people with mobility needs in an emergency?,is the building accessible for people with mobility needs in an emergency?,P62,
is the building accessible for people with mobility needs in an emergency,5,is the building accessible for people with mobility needs in an emergency?,is the building accessible for people with mobility needs in an emergency?,P59,
how are lone workers kept safe in the building,5,how are lone workers kept safe in the building?,how are lone workers kept safe in the building?,P63,
how are lone workers kept safe in the building,5,how are lone workers kept safe in the building?,how are lone workers kept safe in the building?,P03,
how are lone workers kept safe in the building,5,how are lone workers kept safe in the building?,how are lone workers kept safe in the building?,P62,
how are lone workers kept safe in the building,5,how are lone workers kept safe in the building?,how are lone workers kept safe in the building,P59,
what is the noise level reading in the plant room against exposure limits,5,what is the noise level reading in the plant room against exposure limits,what is the noise level reading in the plant room against exposure limits?,P63,
what is the noise level reading in the plant room against exposure limits,5,what is the noise level reading in the plant room against exposure limits,what is the noise level reading in the plant room against exposure limits?,P03,
what is the noise level reading in the plant room against exposure limits,5,what is the noise level reading in the plant room against exposure limits,what is the noise level reading in the plant room against exposure limits?,P62,
what is the noise level reading in the plant room against exposure limits,5,what is the noise level reading in the plant room against exposure limits,what is the noise level reading in the plant room against exposure limits?,P59,
is the stairwell pressurisation fan running as the sensors expect,5,is the stairwell pressurisation fan running as the sensors expect?,is the stairwell pressurisation fan running as the sensors expect?,P63,
is the stairwell pressurisation fan running as the sensors expect,5,is the stairwell pressurisation fan running as the sensors expect?,is the stairwell pressurisation fan running as the sensors expect?,P65,
is the stairwell pressurisation fan running as the sensors expect,5,is the stairwell pressurisation fan running as the sensors expect?,is the stairwell pressurisation fan running as the sensors expect?,P03,
is the stairwell pressurisation fan running as the sensors expect,5,is the stairwell pressurisation fan running as the sensors expect?,is the stairwell pressurisation fan running as the sensors expect?,P59,
is the gas detection sensor in the kitchen reading normal,5,is the gas detection sensor in the kitchen reading normal?,is the gas detection sensor in the kitchen reading normal,P63,
is the gas detection sensor in the kitchen reading normal,5,is the gas detection sensor in the kitchen reading normal?,is the gas detection sensor in the kitchen reading normal?,P65,
is the gas detection sensor in the kitchen reading normal,5,is the gas detection sensor in the kitchen reading normal?,is the gas detection sensor in the kitchen reading normal,P62,
is the gas detection sensor in the kitchen reading normal,5,is the gas detection sensor in the kitchen reading normal?,is the gas detection sensor in the kitchen reading normal?,P59,
are all the smoke detectors reporting as online right now,5,are all the smoke detectors reporting as online right now?,are all the smoke detectors reporting as online right now?,P63,
are all the smoke detectors reporting as online right now,5,are all the smoke detectors reporting as online right now?,are all the smoke detectors reporting as online right now?,P65,
are all the smoke detectors reporting as online right now,5,are all the smoke detectors reporting as online right now?,are all the smoke detectors reporting as online right now?,P62,
are all the smoke detectors reporting as online right now,5,are all the smoke detectors reporting as online right now?,are all the smoke detectors reporting as online right now?,P59,
"if the fire panel shows a fault during occupancy, what is the fallback plan",5,"if the fire panel shows a fault during occupancy, what is the fallback plan","if the fire panel shows a fault during occupancy, what is the fallback plan?",P63,
"if the fire panel shows a fault during occupancy, what is the fallback plan",5,"if the fire panel shows a fault during occupancy, what is the fallback plan","if the fire panel shows a fault during occupancy, what is the fallback plan?",P94,
"if the fire panel shows a fault during occupancy, what is the fallback plan",5,"if the fire panel shows a fault during occupancy, what is the fallback plan","if the fire panel shows a fault during occupancy, what is the fallback plan",P03,
"if the fire panel shows a fault during occupancy, what is the fallback plan",5,"if the fire panel shows a fault during occupancy, what is the fallback plan","if the fire panel shows a fault during occupancy, what is the fallback plan?",P62,
"during night cleaning, are lone staff covered by the safety alarm system",5,"during night cleaning, are lone staff covered by the safety alarm system","during night cleaning, are lone staff covered by the safety alarm system?",P63,
"during night cleaning, are lone staff covered by the safety alarm system",5,"during night cleaning, are lone staff covered by the safety alarm system","during night cleaning, are lone staff covered by the safety alarm system?",P94,
"during night cleaning, are lone staff covered by the safety alarm system",5,"during night cleaning, are lone staff covered by the safety alarm system","during night cleaning, are lone staff covered by the safety alarm system?",P65,
"during night cleaning, are lone staff covered by the safety alarm system",5,"during night cleaning, are lone staff covered by the safety alarm system","during night cleaning, are lone staff covered by the safety alarm system?",P62,
"if there is a chemical spill in the lab, how is the area isolated",5,"if there is a chemical spill in the lab, how is the area isolated?","if there is a chemical spill in the lab, how is the area isolated?",P63,
"if there is a chemical spill in the lab, how is the area isolated",5,"if there is a chemical spill in the lab, how is the area isolated?","if there is a chemical spill in the lab, how is the area isolated?",P65,
"if there is a chemical spill in the lab, how is the area isolated",5,"if there is a chemical spill in the lab, how is the area isolated?","if there is a chemical spill in the lab, how is the area isolated?",P03,
"if there is a chemical spill in the lab, how is the area isolated",5,"if there is a chemical spill in the lab, how is the area isolated?","if there is a chemical spill in the lab, how is the area isolated?",P62,
"if the lift fails with someone inside, what is the rescue procedure",5,"if the lift fails with someone inside, what is the rescue procedure","if the lift fails with someone inside, what is the rescue procedure?",P63,
"if the lift fails with someone inside, what is the rescue procedure",5,"if the lift fails with someone inside, what is the rescue procedure","if the lift fails with someone inside, what is the rescue procedure?",P94,
"if the lift fails with someone inside, what is the rescue procedure",5,"if the lift fails with someone inside, what is the rescue procedure","if the lift fails with someone inside, what is the rescue procedure?",P65,
"if the lift fails with someone inside, what is the rescue procedure",5,"if the lift fails with someone inside, what is the rescue procedure","if the lift fails with someone inside, what is the rescue procedure?",P62,
can the system produce an audit trail for a safety inspection,5,can the system produce an audit trail for a safety inspection?,can the system produce an audit trail for a safety inspection?,P63,
can the system produce an audit trail for a safety inspection,5,can the system produce an audit trail for a safety inspection?,can the system produce an audit trail for a safety inspection?,P94,
can the system produce an audit trail for a safety inspection,5,can the system produce an audit trail for a safety inspection?,can the system produce an audit trail for a safety inspection?,P03,
can the system produce an audit trail for a safety inspection,5,can the system produce an audit trail for a safety inspection?,can the system produce an audit trail for a safety inspection?,P62,
can the building alert us before occupancy breaches the fire limit,5,can the building alert us before occupancy breaches the fire limit?,can the building alert us before occupancy breaches the fire limit?,P63,
can the building alert us before occupancy breaches the fire limit,5,can the building alert us before occupancy breaches the fire limit?,can the building alert us before occupancy breaches the fire limit?,P65,
can the building alert us before occupancy breaches the fire limit,5,can the building alert us before occupancy breaches the fire limit?,can the building alert us before occupancy breaches the fire limit?,P62,
can the building alert us before occupancy breaches the fire limit,5,can the building alert us before occupancy breaches the fire limit?,can the building alert us before occupancy breaches the fire limit?,P59,
how do we report air quality compliance for occupant health,5,how do we report air quality compliance for occupant health?,how do we report air quality compliance for occupant health?,P63,
how do we report air quality compliance for occupant health,5,how do we report air quality compliance for occupant health?,how do we report air quality compliance for occupant health?,P65,
how do we report air quality compliance for occupant health,5,how do we report air quality compliance for occupant health?,how do we report air quality compliance for occupant health?,P03,
how do we report air quality compliance for occupant health,5,how do we report air quality compliance for occupant health?,how do we report air quality compliance for occupant health,P62,
how can we keep occupancy within safe limits automatically,5,how can we keep occupancy within safe limits automatically?,how can we keep occupancy within safe limits automatically?,P63,
how can we keep occupancy within safe limits automatically,5,how can we keep occupancy within safe limits automatically?,how can we keep occupancy within safe limits automatically?,P03,
how can we keep occupancy within safe limits automatically,5,how can we keep occupancy within safe limits automatically?,how can we keep occupancy within safe limits automatically,P62,
how can we keep occupancy within safe limits automatically,5,how can we keep occupancy within safe limits automatically?,how can we keep occupancy within safe limits automatically,P59,
what kpis should we track for health and safety in the building,5,what KPIs should we track for health and safety in the building?,what KPIs should we track for health and safety in the building?,P63,
what kpis should we track for health and safety in the building,5,what KPIs should we track for health and safety in the building?,what kpis should we track for health and safety in the building?,P03,
what kpis should we track for health and safety in the building,5,what KPIs should we track for health and safety in the building?,what kpis should we track for health and safety in the building?,P62,
what kpis should we track for health and safety in the building,5,what KPIs should we track for health and safety in the building?,what kpis should we track for health and safety in the building,P59,
how do we handle a security threat safely,5,how do we handle a security threat safely?,how do we handle a security threat safely?,P94,
how do we handle a security threat safely,5,how do we handle a security threat safely?,how do we handle a security threat safely?,P65,
how do we handle a security threat safely,5,how do we handle a security threat safely?,how do we handle a security threat safely,P03,
how do we handle a security threat safely,5,how do we handle a security threat safely?,how do we handle a security threat safely?,P62,
do the door sensors show any fire exits propped open,5,do the door sensors show any fire exits propped open,do the door sensors show any fire exits propped open,P94,
do the door sensors show any fire exits propped open,5,do the door sensors show any fire exits propped open,do the door sensors show any fire exits propped open?,P65,
do the door sensors show any fire exits propped open,5,do the door sensors show any fire exits propped open,do the door sensors show any fire exits propped open?,P03,
do the door sensors show any fire exits propped open,5,do the door sensors show any fire exits propped open,do the door sensors show any fire exits propped open?,P59,
"if smoke is detected in a riser, which areas need to be cleared first",5,"if smoke is detected in a riser, which areas need to be cleared first?","if smoke is detected in a riser, which areas need to be cleared first?",P94,
"if smoke is detected in a riser, which areas need to be cleared first",5,"if smoke is detected in a riser, which areas need to be cleared first?","if smoke is detected in a riser, which areas need to be cleared first?",P65,
"if smoke is detected in a riser, which areas need to be cleared first",5,"if smoke is detected in a riser, which areas need to be cleared first?","if smoke is detected in a riser, which areas need to be cleared first?",P62,
"if smoke is detected in a riser, which areas need to be cleared first",5,"if smoke is detected in a riser, which areas need to be cleared first?","if smoke is detected in a riser, which areas need to be cleared first",P59,
"if co2 climbs sharply during a packed meeting, what should we do",5,"if CO2 climbs sharply during a packed meeting, what should we do","if co2 climbs sharply during a packed meeting, what should we do?",P94,
"if co2 climbs sharply during a packed meeting, what should we do",5,"if CO2 climbs sharply during a packed meeting, what should we do","if CO2 climbs sharply during a packed meeting, what should we do?",P65,
"if co2 climbs sharply during a packed meeting, what should we do",5,"if CO2 climbs sharply during a packed meeting, what should we do","if co2 climbs sharply during a packed meeting, what should we do",P03,
"if co2 climbs sharply during a packed meeting, what should we do",5,"if CO2 climbs sharply during a packed meeting, what should we do","if co2 climbs sharply during a packed meeting, what should we do?",P59,
"if someone collapses in the atrium, where is the nearest defibrillator",5,"if someone collapses in the atrium, where is the nearest defibrillator?","if someone collapses in the atrium, where is the nearest defibrillator?",P94,
"if someone collapses in the atrium, where is the nearest defibrillator",5,"if someone collapses in the atrium, where is the nearest defibrillator?","if someone collapses in the atrium, where is the nearest defibrillator?",P65,
"if someone collapses in the atrium, where is the nearest defibrillator",5,"if someone collapses in the atrium, where is the nearest defibrillator?","if someone collapses in the atrium, where is the nearest defibrillator?",P03,
"if someone collapses in the atrium, where is the nearest defibrillator",5,"if someone collapses in the atrium, where is the nearest defibrillator?","if someone collapses in the atrium, where is the nearest defibrillator?",P59,
"during a power cut, will the emergency lighting cover this stairwell",5,"during a power cut, will the emergency lighting cover this stairwell","during a power cut, will the emergency lighting cover this stairwell?",P94,
"during a power cut, will the emergency lighting cover this stairwell",5,"during a power cut, will the emergency lighting cover this stairwell","during a power cut, will the emergency lighting cover this stairwell?",P65,
"during a power cut, will the emergency lighting cover this stairwell",5,"during a power cut, will the emergency lighting cover this stairwell","during a power cut, will the emergency lighting cover this stairwell?",P03,
"during a power cut, will the emergency lighting cover this stairwell",5,"during a power cut, will the emergency lighting cover this stairwell","during a power cut, will the emergency lighting cover this stairwell?",P62,
can the system track and report all near-misses and incidents,5,can the system track and report all near-misses and incidents,can the system track and report all near-misses and incidents?,P94,
can the system track and report all near-misses and incidents,5,can the system track and report all near-misses and incidents,can the system track and report all near-misses and incidents?,P65,
can the system track and report all near-misses and incidents,5,can the system track and report all near-misses and incidents,can the system track and report all near-misses and incidents?,P03,
can the system track and report all near-misses and incidents,5,can the system track and report all near-misses and incidents,can the system track and report all near-misses and incidents?,P59,
what does the co2 sensor read in this room and is it safe,5,what does the co2 sensor read in this room and is it safe?,what does the co2 sensor read in this room and is it safe?,P65,
what does the co2 sensor read in this room and is it safe,5,what does the co2 sensor read in this room and is it safe?,what does the CO2 sensor read in this room and is it safe?,P03,
what does the co2 sensor read in this room and is it safe,5,what does the co2 sensor read in this room and is it safe?,what does the CO2 sensor read in this room and is it safe,P62,
what does the co2 sensor read in this room and is it safe,5,what does the co2 sensor read in this room and is it safe?,what does the CO2 sensor read in this room and is it safe?,P59,
how do we maintain legionella compliance with automated monitoring,5,how do we maintain legionella compliance with automated monitoring?,how do we maintain legionella compliance with automated monitoring?,P65,
how do we maintain legionella compliance with automated monitoring,5,how do we maintain legionella compliance with automated monitoring?,how do we maintain legionella compliance with automated monitoring,P03,
how do we maintain legionella compliance with automated monitoring,5,how do we maintain legionella compliance with automated monitoring?,how do we maintain legionella compliance with automated monitoring?,P62,
how do we maintain legionella compliance with automated monitoring,5,how do we maintain legionella compliance with automated monitoring?,how do we maintain legionella compliance with automated monitoring?,P59,
window open,4,window open?,window open?,P56,
window open,4,window open?,window open?,P56,
window open,4,window open?,window open?,P51,
power usage,4,power usage?,power usage?,P56,
power usage,4,power usage?,power usage?,P51,
power usage,4,power usage?,power usage,P80,
air quality,4,air quality?,air quality?,P56,
air quality,4,air quality?,air quality?,P51,
air quality,4,air quality?,Air quality?,P49,
how old are you,4,How old are you?,How old are you?,P57,
how old are you,4,How old are you?,HOW OLD ARE YOU ?,P43,
how old are you,4,How old are you?,How old are you?,P20,
how old is this building,4,How old is this building?,how old is this building,P46,
how old is this building,4,How old is this building?,How old is this building?,P22,
how old is this building,4,How old is this building?,How old is this building,P04,
does the building track embodied carbon of its materials,4,does the building track embodied carbon of its materials?,does the building track embodied carbon of its materials?,P71,
does the building track embodied carbon of its materials,4,does the building track embodied carbon of its materials?,does the building track embodied carbon of its materials?,P61,
does the building track embodied carbon of its materials,4,does the building track embodied carbon of its materials?,does the building track embodied carbon of its materials?,P60,
could we generate more of our own power on site,4,could we generate more of our own power on site?,could we generate more of our own power on site?,P71,
could we generate more of our own power on site,4,could we generate more of our own power on site?,could we generate more of our own power on site,P66,
could we generate more of our own power on site,4,could we generate more of our own power on site?,could we generate more of our own power on site?,P02,
what's the carbon cost of running the lifts,4,what's the carbon cost of running the lifts,what's the carbon cost of running the lifts?,P71,
what's the carbon cost of running the lifts,4,what's the carbon cost of running the lifts,what's the carbon cost of running the lifts,P02,
what's the carbon cost of running the lifts,4,what's the carbon cost of running the lifts,what's the carbon cost of running the lifts?,P61,
how do we benchmark our energy performance year on year,4,how do we benchmark our energy performance year on year,how do we benchmark our energy performance year on year?,P71,
how do we benchmark our energy performance year on year,4,how do we benchmark our energy performance year on year,how do we benchmark our energy performance year on year?,P95,
how do we benchmark our energy performance year on year,4,how do we benchmark our energy performance year on year,how do we benchmark our energy performance year on year?,P66,
what is the real-time power spike compared with the monthly kwh average,4,what is the real-time power spike compared with the monthly kwh average?,what is the real-time power spike compared with the monthly kWh average?,P71,
