qid,personas,stage,question,level,level_name,latent_level,latent_level_name,gap_score,n_new,difficulty,answer_basis,answerability,why,latent_why,architecture,pipeline_stages,data_sources,new_items_str
qf5f4b249af49,Occupants/Tenants/Employees,4,How do you reduce energy waste?,5,Systemic Synthesis,6,Meta / Strategic Reasoning,1,6,23,hybrid,requires_extension,Broad waste-reduction plan spans systems; answer is synthesised and ambiguous.,Real waste reduction needs multi-system energy/occupancy analytics plus optimisation and control.,LangGraph orchestrator; ontology/knowledge graph; capability KB; time-series store; analytics sandbox; forecasting; report/visualisation; control loop; [NEW] energy meter/submetering feed (new data source + add to ontology); [NEW] occupancy/schedule feed (new data source/API); [NEW] lighting/plug-load status feed (new data source + add to ontology); [NEW] weather API; [NEW] BMS write-back interface (new data source + add actuator points),"dialogue -> recommend/control intent -> ontology query -> retrieve available telemetry -> [NEW] energy/occupancy/weather retrieval -> analytics(anomaly, correlation, baseload) -> recommendations/optimisation -> [NEW] control dispatch/report -> response",building ontology; capability KB HVAC zoning; floor-5 temp/CO2/humidity; [NEW] energy meter/submeter time-series; [NEW] occupancy/schedule feed; [NEW] lighting/plug-load status; [NEW] weather API; [NEW] BMS actuator/status feed,BMS actuation / write-back; Energy metering; Lighting sensing/control; Occupancy sensing; Other / niche; Weather feed
qceb471b34e1b,Health and Safety Officers,4,Can we lower peak demand,5,Systemic Synthesis,6,Meta / Strategic Reasoning,1,6,23,building-data,requires_extension,"Peak reduction needs a synthesised feasibility/strategy across loads, costs and comfort/safety constraints; target is ambiguous.","Needs energy/occupancy/weather/tariff fusion, peak forecasting, optimization and control/write-back; essential feeds are absent.",LangGraph planner/control; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; visualisation/report; RBAC; [NEW] energy/demand meter feed (new data source); [NEW] controllable-load inventory added to ontology+KB; [NEW] occupancy feed (new data source); [NEW] weather/tariff APIs (new data source); [NEW] controllable-load/BMS write-back API (new data source),dialogue -> intent classification/control -> ontology query -> [NEW] demand/occupancy/weather/tariff retrieval -> forecast peak -> optimize load shed/shift -> RBAC approval -> [NEW] control write-back -> verification -> response,building ontology; [NEW] demand/energy meter time-series; [NEW] controllable-load inventory; [NEW] occupancy time-series; [NEW] weather feed; [NEW] tariff feed; [NEW] BMS/write-back status,BMS actuation / write-back; Energy metering; Occupancy sensing; Other / niche; Tariff / cost data; Weather feed
q3b7976f4bdd0,Sustainability and Energy Management Teams; Guests/Visitors,4,Can you shift energy use to off peak times in order to be more eco friendly?,5,Systemic Synthesis,6,Meta / Strategic Reasoning,1,6,23,building-data,requires_extension,Requests demand-shifting action across loads; synthesised answer with high uncertainty and ambiguous constraints.,"Requires optimisation, tariffs/carbon, load forecasts, comfort constraints and closed-loop BMS actuation.",LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; forecasting/optimisation; RBAC/control intent; [NEW] energy submetering feed; [NEW] tariff/off-peak API; [NEW] grid carbon-intensity API; [NEW] live temp/CO2/humidity streams for floors 0-4; [NEW] controllable-load constraints added to ontology+KB; [NEW] BMS write-back integration,dialogue -> control intent -> ontology/load query -> [NEW] tariff/carbon/energy retrieval -> forecast baseline -> optimise shift schedule -> human approval/RBAC -> [NEW] BMS actuation -> monitor/anomaly check -> response,building ontology; live floor-5 temp/CO2/humidity; [NEW] live temp/CO2/humidity for floors 0-4 (new sensor feed); [NEW] energy meter time-series (new data source); [NEW] tariff API (external API); [NEW] carbon-intensity API (external API); [NEW] controllable-load inventory/constraints (add to ontolo,BMS actuation / write-back; Carbon / ESG data; Energy metering; Live streams floors 0-4; Other / niche; Tariff / cost data
qa01a0aa8fdf3,Building Owners/Property Managers,1,can you self manage yourself,5,Systemic Synthesis,6,Meta / Strategic Reasoning,1,6,23,building-data,requires_extension,"Broad autonomy question needs synthesis of monitoring, control, safety and maintenance limits; scope is ambiguous.","True self-management needs planning, forecasting, cross-system control, actuation, policies and maintenance workflows.",LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; anomaly detection; capability KB; RBAC; report generation; [NEW] physical BMS write-back API (new data source/control); [NEW] live streams for floors 0-4 (new sensor feed); [NEW] CMMS/work-order API (new data source); [NEW] energy and occupancy feeds (new sensor feeds); [NEW] weather API (external API),dialogue -> clarify self-management scope -> capability inventory -> ontology/time-series retrieval -> analytics/anomaly/forecasting -> policy planner -> [NEW] BMS/CMMS control loop -> audit/report -> response,building ontology; floor-5 temperature/CO2/humidity streams; capability KB; report intake store; [NEW] floor 0-4 live streams; [NEW] BMS write-back/control API; [NEW] CMMS/work-order API; [NEW] energy meters; [NEW] occupancy sensors; [NEW] weather API,BMS actuation / write-back; Energy metering; Live streams floors 0-4; Maintenance / CMMS records; Occupancy sensing; Weather feed
qd80a934bd4c2,Sustainability and Energy Management Teams,4,how can we shiift load away from peak carbon-intensity hours?,5,Systemic Synthesis,6,Meta / Strategic Reasoning,1,6,23,building-data,requires_extension,"Designs a load-shifting strategy from carbon peaks, assets and comfort constraints; synthesised and ambiguous.","Needs carbon forecasts, load disaggregation, optimisation and closed-loop controls under comfort constraints.",LangGraph; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; anomaly detection; control loop; visualisation/reporting; [NEW] energy submetering/load feed (new data source); [NEW] grid carbon-intensity API (external API); [NEW] weather API (external API); [NEW] occupancy/calendar API (external API); [NEW] live temp/CO2/humidity streams for floors 0-4 (sensor feed); [NEW] BMS write-back/control API (external API),dialogue -> planner -> KG load/zone lookup -> [NEW] energy/carbon/weather/occupancy retrieval -> detect peak-carbon windows -> forecast flexible demand -> optimise schedule under comfort constraints -> authorise -> [NEW] BMS dispatch -> monitor/anomaly check -> response/dashboard,building ontology; live floor-5 temp/CO2/humidity; [NEW] energy/load time-series; [NEW] grid carbon-intensity feed; [NEW] weather feed; [NEW] occupancy/calendar feed; [NEW] floor 0-4 live comfort streams; [NEW] BMS control endpoint,BMS actuation / write-back; Carbon / ESG data; Energy metering; Live streams floors 0-4; Occupancy sensing; Weather feed
q2c9be6f03b57,Sustainability and Energy Management Teams,4,how can the building optimise energy use during weekends and holidays?,5,Systemic Synthesis,6,Meta / Strategic Reasoning,1,6,23,hybrid,requires_extension,"Requires combining schedules, comfort, occupancy, controls, and energy trade-offs into an optimisation plan.","Real optimisation needs forecasting plus automated schedule/control loop across HVAC, occupancy, holidays, and energy.",LangGraph control/recommend intent; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; visualisation; [NEW] energy/submetering feed (new data source); [NEW] live temp/CO2/humidity streams for floors 0-4 (new sensor feed); [NEW] occupancy sensing feed (new data source); [NEW] calendar/holiday API (external API); [NEW] weather API (external API); [NEW] physical BMS write-back gateway (new data source/control integration),dialogue -> optimisation/control intent -> ontology query -> [NEW] energy/occupancy/calendar/weather retrieval -> forecast demand -> optimise schedules/setpoints -> approval/RBAC -> control loop/write-back -> monitor savings -> response,building ontology; floor plans; floor-5 live temp/CO2/humidity; [NEW] floors 0-4 live IAQ streams; [NEW] energy meter time-series; [NEW] occupancy feed; [NEW] calendar/holiday API; [NEW] weather feed; [NEW] BMS control interface,BMS actuation / write-back; Calendar / room-booking API; Energy metering; Live streams floors 0-4; Occupancy sensing; Weather feed
q6dfaf0959cd5,Sustainability and Energy Management Teams,3,"if solar is overproducing at noon, wehre can we use or store that energy?",5,Systemic Synthesis,6,Meta / Strategic Reasoning,1,6,23,building-data,requires_extension,Requires choosing among loads/storage options under surplus; synthesised plan with ambiguous constraints.,"Requires DER/load forecasts, optimisation and storage/load control loop across missing systems.","LangGraph planner; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; control intent; visualisation; RBAC; [NEW] solar PV generation feed (new data source, add assets to ontology); [NEW] storage/battery telemetry and controller API (new data source/control endpoint, add to ontology); [NEW] building energy/load meters (new sensor feed); [NEW] flexible-load inventory and priorities (add to ontology + capability KB); [NEW] tariff/export/grid API (external API); [NEW] occupancy/calendar feed (new data source)",dialogue -> intent classification -> planner -> ontology query(loads/storage) -> [NEW] PV/load/tariff/storage retrieval -> surplus forecast -> optimisation -> dispatch/control recommendation -> control-loop monitoring -> visualisation -> response,building ontology; [NEW] PV generation time-series (new data source); [NEW] storage SoC/capacity/control data (new data source/control endpoint); [NEW] building load/energy meters (new sensor feed); [NEW] flexible-load inventory in ontology + capability KB; [NEW] tariff/export/grid feed (external AP,Energy metering; Occupancy sensing; Ontology metadata enrichment; Other / niche; Solar / renewables; Tariff / cost data
q3941ef043195,Sustainability and Energy Management Teams,3,"on a bank holiday, can the building drop to a minimum-energy mode?",5,Systemic Synthesis,6,Meta / Strategic Reasoning,1,6,23,hybrid,requires_extension,"Requires operational plan balancing energy, safety, occupancy and overrides, not a single fact.","Needs holiday/occupancy validation, policy rules and physical BMS control loop; integrations missing.","LangGraph planner; ontology/knowledge graph; capability KB; time-series store; analytics sandbox; forecasting; RBAC; control intent; alert/report formatting; [NEW] bank-holiday calendar API (external API); [NEW] occupancy/access-control feed (new data source); [NEW] energy meter feed (new sensor feed, add points to ontology); [NEW] minimum-energy mode policy/setpoints (add to ontology + capability KB); [NEW] controllable load inventory for HVAC/lighting/plug loads (add to ontology + capability KB); [NEW] physical BMS write-back/control API (new control endpoint); [NEW] live streams for floors 0-4 (new sensor feed)",dialogue -> intent classification -> planner/RBAC -> [NEW] holiday and occupancy check -> ontology query(controllable assets) -> policy/safety validation -> forecast savings -> issue [NEW] BMS control commands -> monitor sensors/energy -> alerts/rollback -> response,building ontology; capability KB/fire safety; floor 5 temperature/CO2/humidity time-series; [NEW] bank-holiday calendar API (external API); [NEW] occupancy/access-control feed (new data source); [NEW] energy meter time-series (new sensor feed); [NEW] minimum-energy policy/setpoints in ontology + cap,BMS actuation / write-back; Calendar / room-booking API; Energy metering; Lighting sensing/control; Live streams floors 0-4; Occupancy sensing
q58f8d2b3d4d4,Sustainability and Energy Management Teams,4,how can we shift load away from peak carbon-intensity huors?,5,Systemic Synthesis,6,Meta / Strategic Reasoning,1,6,23,building-data,requires_extension,Requires a synthesised operational plan under high uncertainty and ambiguous load-shifting constraints.,"Needs energy, carbon forecasts, constraints, optimisation and control-loop orchestration across systems.",LangGraph orchestrator; ontology/knowledge graph; time-series store; forecasting; analytics sandbox; visualisation; control loop; [NEW] floor/equipment energy submetering feed (new sensor feed + add to ontology); [NEW] grid carbon-intensity forecast API (new external API); [NEW] occupancy/calendar feed (new external API); [NEW] weather API (new external API); [NEW] controllable-load constraints and BMS write-back endpoints (add to ontology + new control integration); [NEW] live temp/CO2/humidity streams for floors 0-4 (new sensor feed),dialogue -> intent classification -> ontology query -> [NEW] energy/carbon/weather/occupancy retrieval -> baseline and flexibility modelling -> optimisation -> control-loop plan -> visualisation/report -> response,building ontology; floor plans; floor 5 live temp/CO2/humidity; [NEW] floor/equipment energy meter time-series; [NEW] grid carbon-intensity forecast feed; [NEW] weather feed; [NEW] occupancy/calendar feed; [NEW] floors 0-4 live comfort sensor feeds; [NEW] BMS controllable-load metadata/endpoints,BMS actuation / write-back; Carbon / ESG data; Energy metering; Live streams floors 0-4; Occupancy sensing; Weather feed
q9869bc3dd01a,Sustainability and Energy Management Teams,4,how can we shift load away from peak carbon-intensity houurs?,5,Systemic Synthesis,6,Meta / Strategic Reasoning,1,6,23,building-data,requires_extension,Load-shifting strategy needs synthesised operational choices under uncertain constraints.,"Needs load/carbon forecasts, optimisation and BMS control loop; core energy/carbon/occupancy feeds are absent.",LangGraph planner; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; visualisation; RBAC/control; [NEW] energy submetering (new sensor feed); [NEW] carbon-intensity API (external feed); [NEW] weather/tariff/occupancy-calendar APIs (external feeds); [NEW] BMS write-back connector (new external API/control integration),dialogue -> recommend/control intent -> ontology query -> [NEW] retrieve load/carbon/weather/occupancy/tariff data -> forecast -> optimisation -> approval/RBAC -> control dispatch -> monitor/anomaly check -> response,building ontology; live floor-5 temperature/CO2/humidity; [NEW] whole-building/end-use energy time-series; [NEW] carbon-intensity forecast API; [NEW] weather API; [NEW] tariff API; [NEW] occupancy/calendar API; [NEW] BMS control endpoint,BMS actuation / write-back; Carbon / ESG data; Energy metering; Occupancy sensing; Tariff / cost data; Weather feed
q9eae4e9e00ea,Sustainability and Energy Management Teams,4,how can we shift load away from peak carbon-intensity hours,5,Systemic Synthesis,6,Meta / Strategic Reasoning,1,6,23,hybrid,requires_extension,"Open operational strategy combining loads, carbon peaks and constraints; synthesised with high uncertainty.","Needs load, carbon, weather/occupancy forecasts and optimisation/control; key feeds absent.",LangGraph planner; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; control intent/RBAC; visualisation; LLM synthesis; [NEW] energy/load metering feed (new sensor feed); [NEW] grid carbon-intensity API (external API); [NEW] weather API (external API); [NEW] occupancy/calendar feed (external API); [NEW] controllable-load constraints/control endpoints (add to ontology + BMS interface),dialogue -> hybrid planner -> ontology query for controllable assets -> [NEW] load/carbon/weather/occupancy retrieval -> forecasting -> optimisation -> approval/control plan -> visualisation -> response,general LLM knowledge for load-shifting tactics; building ontology; [NEW] energy/load time-series (new sensor feed); [NEW] carbon-intensity forecast (external API); [NEW] weather forecast (external API); [NEW] occupancy/calendar data (external API); [NEW] controllable asset constraints/endpoints (ad,BMS actuation / write-back; Carbon / ESG data; Energy metering; Occupancy sensing; Other / niche; Weather feed
q72136e2a1cee,Sustainability and Energy Management Teams,3,"if a chiller fails on a hot day, how do we keep enery use under control?",5,Systemic Synthesis,6,Meta / Strategic Reasoning,1,6,23,hybrid,requires_extension,"Requires a coordinated contingency strategy balancing fault response, comfort and energy under uncertain hot-day conditions.","Needs multi-system fault, weather, energy, occupancy and comfort data plus forecasting and closed-loop HVAC control.",LangGraph; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; anomaly detection; recommend/report; visualisation; control intent; [NEW] chiller telemetry/fault feed (new sensor/BMS feed); [NEW] energy meter feed (new sensor feed); [NEW] weather API (external API); [NEW] occupancy/calendar feed (new sensor/API feed); [NEW] live temp/humidity streams for floors 0-4 (new sensor feed); [NEW] HVAC control write-back points (new control integration); [NEW] chiller/HVAC control assets (add to ontology+KB),dialogue -> intent classification -> incident planning -> ontology query -> [NEW] chiller fault retrieval -> [NEW] weather/energy/occupancy retrieval -> comfort and demand forecasting -> optimisation/recommendation -> control plan -> [NEW] HVAC actuation loop -> monitoring/report -> response,building ontology; floor plans; current floor-5 temp/CO2/humidity; [NEW] chiller fault/status time-series (new sensor/BMS feed); [NEW] building/zone energy time-series (new sensor feed); [NEW] weather forecast feed (external API); [NEW] occupancy/calendar data (new sensor/API feed); [NEW] floors 0-4,BMS actuation / write-back; Energy metering; Live streams floors 0-4; Occupancy sensing; Other / niche; Weather feed
q57c3cbff4b20,Sustainability and Energy Management Teams,3,"during a grid demand-response event, what loads cold we shed here?",5,Systemic Synthesis,6,Meta / Strategic Reasoning,1,6,23,building-data,requires_extension,"Requires synthesising shed candidates, constraints and event context; answer is high-uncertainty and ambiguous.","DR needs load forecasting, constraints, prioritization and control orchestration across external grid and building systems.",LangGraph planner; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; visualisation/report; RBAC/control intent; [NEW] whole-building/submeter load feeds (new sensor feeds); [NEW] controllable load inventory and criticality (add to ontology+KB); [NEW] occupancy/calendar feed (external API); [NEW] grid DR event/price API (external API); [NEW] weather API (external API); [NEW] BMS write-back integration (external API),"dialogue -> DR planning intent -> ontology/control-capability query -> retrieve [NEW] load, occupancy, weather and DR-event data -> forecast baseline -> rank shed candidates by risk/value -> approval/RBAC -> control loop/alerts -> response",building ontology; available floor-5 temperature/CO2/humidity; [NEW] whole-building and submeter energy time-series (new sensor feeds); [NEW] controllable asset inventory/criticality (add to ontology+KB); [NEW] occupancy/calendar data (external API); [NEW] DR event/price feed (external API); [NEW] w,BMS actuation / write-back; Energy metering; Occupancy sensing; Other / niche; Tariff / cost data; Weather feed
q25f44b15bb88,Student/Researchers/Academics,4,save energy?,6,Meta / Strategic Reasoning,6,Meta / Strategic Reasoning,0,4,22,hybrid,requires_extension,"Open-ended energy-saving request implies strategy, trade-offs and possible action, with highly ambiguous goals/constraints.","Energy saving needs optimization across telemetry, forecasts and controls; key energy/occupancy/weather feeds are missing.",LangGraph orchestrator; ontology/knowledge graph; capability KB; time-series store; analytics sandbox; forecasting; recommendation engine; control loop; alert service; visualisation/report; RBAC; [NEW] energy meter feeds (new data source + add to ontology); [NEW] occupancy feed/calendar API (new data source); [NEW] weather API (external API); [NEW] live streams floors 0-4 for temp/CO2/humidity (new sensor feed),dialogue -> intent classification -> goal/constraint clarification -> ontology query -> [NEW] energy/occupancy/weather retrieval -> forecasting/optimisation -> recommendation -> control action -> monitor/alert -> response,building ontology; HVAC zoning capability KB; floor 5 temperature/CO2/humidity streams; [NEW] energy meter time-series (new sensor feed + add to ontology); [NEW] occupancy feed/calendar API (new data source); [NEW] weather API (external API); [NEW] floors 0-4 temp/CO2/humidity live streams (new sens,Energy metering; Live streams floors 0-4; Occupancy sensing; Weather feed
q03f947cb64e0,Facility Managers / Building Maintenance Teams,2,How would you say that this building could sterilize itself against not only waste but against diseases.,6,Meta / Strategic Reasoning,6,Meta / Strategic Reasoning,0,4,22,hybrid,requires_extension,Open strategic design for autonomous sanitation and disease control; very high uncertainty and ambiguity.,"Requires cross-domain planning, new sensors/actuators, risk modelling and control loops beyond current IAQ data.",LangGraph planner; LLM; ontology/knowledge graph; capability KB; floor-plan spatial reasoning; analytics sandbox; report generation/visualisation; control loop; [NEW] cleaning/waste-management records (new data source + add to KB); [NEW] occupancy/access feeds (new data source); [NEW] pathogen/bioaerosol/PM/waste sensors (new sensor feeds + add to ontology); [NEW] UV-C/HEPA/robotic-cleaning actuator inventory and control API (add to ontology+KB),dialogue -> strategic intent classification -> ontology/floor-plan retrieval -> capability and IAQ retrieval -> [NEW] cleaning/waste/occupancy/pathogen ingestion -> risk modelling -> intervention planning -> control-loop scheduling -> report/visuals -> response,building ontology; floor plans; capability KB; floor-5 temperature/CO2/humidity streams; [NEW] cleaning schedules and waste logs; [NEW] occupancy/access feeds; [NEW] bioaerosol/pathogen/PM/waste sensor feeds; [NEW] UV-C/HEPA/robot actuator inventory/control API,BMS actuation / write-back; Calendar / room-booking API; Occupancy sensing; Waste / recycling
q26afda93dc73,Guests/Visitors,3,Can the system make sure that even if all the people fail at the stuff they do (like leave doors open or something) that the servers will stay safe?,6,Meta / Strategic Reasoning,6,Meta / Strategic Reasoning,0,4,22,building-data,requires_extension,Open resilience question under broad human-failure scenarios; safety criteria are highly ambiguous.,"Needs multi-hazard server-room monitoring, fault modelling, alerts and automated protective control.",ontology/knowledge graph; time-series store; analytics sandbox; anomaly detection; LangGraph control; alerting; floor-plan reasoning; [NEW] server-room asset/risk model added to ontology+KB; [NEW] door/contact/access feed (new data source); [NEW] server IT telemetry feed (new data source); [NEW] UPS/power feed (new data source); [NEW] leak/smoke/security feeds (new data source); [NEW] HVAC/door/shutdown actuator integration (new data source),dialogue -> define safety criteria -> ontology/spatial query -> retrieve live env and [NEW] safety feeds -> anomaly/risk analytics -> protective control/alerts -> response,building ontology; floor plans; available temp/humidity streams where live; [NEW] server-room inventory; [NEW] door/access logs; [NEW] server telemetry; [NEW] UPS/power; [NEW] leak/smoke/security sensors,Access / security systems; BMS actuation / write-back; Energy metering; Other / niche
qa7b7af406a54,Occupants/Tenants/Employees,4,"We were given evaluations as employees. However, we never received evaluations for energy efficiency and water use. How will this change for the better?",6,Meta / Strategic Reasoning,6,Meta / Strategic Reasoning,0,4,22,hybrid,requires_extension,"Open-ended improvement and governance question; future process, KPIs and policy are ambiguous.","Needs new energy/water metering, KPI design, reporting, recommendations and improvement planning.",LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; recommendation engine; report generation; visualisation; LLM; [NEW] energy submetering feed (new data source + add to ontology); [NEW] water metering feed (new data source + add to ontology); [NEW] efficiency KPI/benchmark policy file (new inputs/ file + capability KB); [NEW] occupant/employee feedback channel if satisfaction impact is evaluated (new data source),dialogue -> intent classification -> clarify scope -> ontology query -> [NEW] energy/water ingestion -> KPI computation -> benchmark comparison -> forecast/recommendations -> report/dashboard -> response,building ontology; capability KB; general sustainability KPI knowledge; [NEW] energy meter time-series; [NEW] water meter time-series; [NEW] KPI/benchmark policy; [NEW] occupant/employee feedback records if needed,Energy metering; Occupancy sensing; Policy / document KB; Water metering
q4fd9cd924c63,Guests/Visitors,4,"If an active shooter was in the building, how would the building react so as not to reveal locations of humans?",6,Meta / Strategic Reasoning,6,Meta / Strategic Reasoning,0,4,22,hybrid,requires_extension,High-stakes emergency scenario needs open strategic reasoning with very high uncertainty and ambiguity.,"Requires cross-domain security orchestration, privacy policy, spatial reasoning and actuation/control loop.",LangGraph; ontology/knowledge graph; floor-plan/spatial reasoning; capability KB; RBAC; alert/control intent; audit logging; [NEW] emergency/security SOPs added to ontology+KB or inputs YAML; [NEW] occupancy/location feed (new data source); [NEW] access-control/CCTV/security alarm feed (new data source); [NEW] physical BMS/security actuation integration (control integration),dialogue -> emergency/security intent -> RBAC/authorization -> incident verification -> floor-plan/spatial model -> [NEW] occupancy/security retrieval -> emergency policy planner -> control loop(lockdown/egress/signage/lifts/displays) -> redacted alerts -> audit log -> response,building ontology; floor plans; capability KB/fire-safety facts; general emergency-response principles; [NEW] emergency SOP/runbook file; [NEW] occupancy/location time-series; [NEW] access-control/CCTV/security alarms; [NEW] actuator endpoint states,Access / security systems; BMS actuation / write-back; Occupancy sensing; Other / niche
q5fc64369f450,Guests/Visitors,2,what would you do if you sensed that a room was overcrowded? would you tell them to disperse? do you think you might annoy them?,6,Meta / Strategic Reasoning,6,Meta / Strategic Reasoning,0,4,22,hybrid,requires_extension,"Asks for policy, escalation and social impact; open answer with very high uncertainty and ambiguity.","Requires occupancy detection, capacity rules, alert channels and policy-driven escalation/control; key feeds are missing.",LangGraph planner; ontology/knowledge graph; floor-plan + spatial reasoning; capability KB; analytics sandbox; alert/control; response formatting; [NEW] occupancy sensor/count feed (new sensor feed; add Occupancy_Count points to ontology); [NEW] room capacity/crowding policy (add to ontology+KB or inputs file); [NEW] occupant notification/signage/PA API (external API/control endpoint),dialogue -> policy intent -> room topology/capacity lookup -> [NEW] occupancy count retrieval -> threshold/anomaly check -> escalation/tone planner -> [NEW] notify/signage/control loop -> log action -> response,building ontology; floor plans; capability/fire-safety KB; general crowd-management/UX knowledge; [NEW] occupancy sensor time-series (new sensor feed); [NEW] room capacity limits/crowding policy (add to ontology+KB); [NEW] notification/signage API logs (external API),BMS actuation / write-back; Occupancy sensing; Ontology metadata enrichment; Other / niche
qc5f484a1359e,Sustainability and Energy Management Teams,1,are we on track to be net zero?,6,Meta / Strategic Reasoning,6,Meta / Strategic Reasoning,0,4,22,hybrid,requires_extension,"Strategic yes/no depends on target scope, baseline, forecasts and policy choices; open and highly ambiguous.","Needs emissions inventory, targets, forecasts and scenario planning across energy, carbon and offsets; many feeds missing.",LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; report generation; visualisation; LLM; [NEW] energy and fuel metering feeds (new data source + add to ontology); [NEW] carbon accounting inventory for scopes 1/2/3 (new data source); [NEW] grid carbon-intensity API (external API); [NEW] net-zero target/pathway file in inputs/ + capability KB; [NEW] offsets/renewables procurement data source,dialogue -> strategic planner -> ontology/KB query -> [NEW] emissions/energy/target retrieval -> carbon accounting -> forecast trajectory -> gap analysis -> scenario planning -> report/visuals -> response,building ontology and capability KB; [NEW] energy/fuel meter time-series; [NEW] scopes 1/2/3 emissions inventory; [NEW] grid carbon-intensity feed; [NEW] net-zero targets/pathway inputs file; [NEW] offsets/renewables procurement records,Carbon / ESG data; Energy metering; Other / niche; Solar / renewables
q94e8bba16371,Health and Safety Officers,4,how can we make sure 100% of fire doosr stay compliant?,6,Meta / Strategic Reasoning,6,Meta / Strategic Reasoning,0,4,22,hybrid,requires_extension,Open strategic compliance programme; '100%' adds very high uncertainty and ambiguous controls.,"Needs fire-door asset model, sensors, inspections, SLA workflow, alerts and control/escalation loop.",LangGraph orchestrator; ontology/knowledge graph; compliance; analytics sandbox; alerting; report generation; visualisation; [NEW] fire-door asset/register classes (add to ontology+KB); [NEW] door-contact/hold-open sensor feed (new data source); [NEW] inspection/maintenance or CMMS API (new data source); [NEW] fire-door compliance policy file (add inputs/ YAML),dialogue -> intent classification -> compliance planner -> ontology query fire-door register -> [NEW] sensor/CMMS retrieval -> analytics(SLA/compliance) -> alerts/work orders/control loop -> report/visualisation -> response,building ontology; capability KB fire-safety facts; [NEW] fire-door register/asset metadata; [NEW] door-contact status time-series; [NEW] inspection/CMMS records; [NEW] fire-door compliance policy file,Maintenance / CMMS records; Ontology metadata enrichment; Other / niche; Policy / document KB
q5acb5c6a7547,IT/Data Scientists,4,Could internal lights mimic the color temperature of the sun to improve staff focus and sleep quality?,5,Systemic Synthesis,6,Meta / Strategic Reasoning,1,5,22,hybrid,requires_extension,"Combines lighting capability, circadian science and wellbeing outcomes; synthesised answer with ambiguous benefit metrics.","Requires tunable-light controls, solar scheduling and outcome feedback in a closed-loop lighting strategy.",LLM general circadian-lighting knowledge; ontology/knowledge graph; time-series store; analytics sandbox; control loop; visualisation; [NEW] tunable-lighting inventory (add to ontology + capability KB); [NEW] lighting actuator/state feed (new data source); [NEW] CCT/illuminance sensor feed (new data source); [NEW] weather/solar API (external API); [NEW] staff focus/sleep survey pipeline (new data source),dialogue -> feasibility planning -> ontology query -> [NEW] lighting capability/state retrieval -> [NEW] solar/occupancy/outcome data retrieval -> circadian schedule optimisation -> lighting control loop -> outcome analytics -> response,general circadian-lighting knowledge; building ontology; [NEW] tunable-lighting inventory; [NEW] lighting actuator/state time-series; [NEW] CCT/illuminance sensors; [NEW] weather/solar feed; [NEW] staff focus/sleep survey data,BMS actuation / write-back; Lighting sensing/control; Occupancy sensing; Occupant surveys / feedback; Weather feed
q5839064247c0,Occupants/Tenants/Employees,4,How do you minimize energy waste during non-working hours?,5,Systemic Synthesis,6,Meta / Strategic Reasoning,1,5,22,building-data,requires_extension,"Minimisation strategy spans schedules, occupancy, HVAC and loads; synthesised with high uncertainty.","Requires cross-domain energy/occupancy/weather data, optimisation, and actuation/control loop; feeds missing.",LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; anomaly detection; control loop; [NEW] energy submetering; [NEW] occupancy sensing/calendar API; [NEW] lighting/plug-load status feeds; [NEW] weather API; [NEW] BMS write-back connector,dialogue -> intent classification -> ontology/schedule query -> [NEW] retrieve energy/occupancy/weather/load data -> analytics/forecast -> optimisation plan -> control-loop actuation -> verification -> response,building ontology; capability KB schedules/HVAC zoning; [NEW] energy meter time-series; [NEW] occupancy/calendar feed; [NEW] lighting/plug-load status feeds; [NEW] weather API; [NEW] BMS write-back/control logs,BMS actuation / write-back; Energy metering; Lighting sensing/control; Occupancy sensing; Weather feed
