qid,personas,stage,question,level,level_name,latent_level,latent_level_name,gap_score,n_new,difficulty,answer_basis,answerability,why,latent_why,architecture,pipeline_stages,data_sources
q2d2ac038a838,Facility Managers / Building Maintenance Teams,4,materials,6,Meta / Strategic Reasoning,5,Systemic Synthesis,-1,3,19,building-data,requires_extension,"One-word topic; materials could mean assets, finishes, procurement or LCA, so intent and scope are open.","Rigorous materials answer needs BIM/specs, inventories and LCA factors fused into a report.",LangGraph; ontology/knowledge graph; Agentic RAG; analytics sandbox; report generation; [NEW] BIM/IFC/as-built material schedules placed in inputs/; [NEW] material classes/properties added to ontology+KB; [NEW] EPD/LCA factor database (new data source),dialogue -> clarify materials scope -> ingest [NEW] material files -> extend ontology links -> retrieve [NEW] LCA factors -> aggregate quantities/impacts -> report/visuals -> response,building ontology; [NEW] BIM/IFC/as-built specs and material schedules in inputs/; [NEW] procurement/material inventory; [NEW] EPD/LCA factor database
q869d06a72713,Facility Managers / Building Maintenance Teams,4,footprint,6,Meta / Strategic Reasoning,5,Systemic Synthesis,-1,5,21,hybrid,requires_extension,"One-word topic; footprint may mean physical area, carbon, energy or ESG scope, making the answer open.","Carbon footprint needs utility, waste, water/travel data plus emission factors and accounting synthesis.",LangGraph; ontology/knowledge graph; time-series store; analytics sandbox; visualisation; report generation; [NEW] energy/water/waste/travel feeds (new data sources); [NEW] carbon-emission factor API (new data source); [NEW] carbon accounting taxonomy added to ontology+KB,dialogue -> clarify footprint type/scope -> ontology/area lookup -> [NEW] utility/waste/travel retrieval -> [NEW] emission factor lookup -> carbon accounting analytics -> visuals/report -> response,building ontology; capability KB area facts; [NEW] energy meter time-series; [NEW] water meter data; [NEW] waste logs; [NEW] travel/commute data; [NEW] emission factor API
qcb15e32f389b,Facility Managers / Building Maintenance Teams,4,waste,6,Meta / Strategic Reasoning,4,Causal Diagnosis,-2,2,16,building-data,requires_extension,"One-word topic; could ask locations, volumes, costs, trends or policy, so intent and time scope are unclear.","Needs waste stream telemetry/logs plus aggregation, trend and anomaly analytics.","LangGraph; ontology/knowledge graph; time-series store; analytics sandbox; visualisation; report generation; [NEW] waste bin scale/IoT feed or contractor waste logs (new data source); [NEW] waste stream taxonomy, bin locations and collection schedule added to ontology+KB/inputs",dialogue -> clarify waste scope/time -> ontology/capability lookup -> [NEW] waste data retrieval -> analytics totals/trends/anomalies -> visual/report -> response,"building ontology; floor plans; [NEW] waste bin sensors or contractor collection logs; [NEW] waste policy, stream taxonomy and collection schedule in ontology+KB/inputs file"
q24b2cf6bc862,Facility Managers / Building Maintenance Teams,4,recycling,6,Meta / Strategic Reasoning,4,Causal Diagnosis,-2,2,16,building-data,requires_extension,"One-word topic; could mean bin locations, recycling rate, contamination or improvement plan, so answer is open.","Needs recycling stream data, locations and analytics for rates, contamination and trends.","LangGraph; ontology/knowledge graph; time-series store; analytics sandbox; visualisation; report generation; [NEW] recycling bin/contractor stream logs (new data source); [NEW] recycling taxonomy, bin locations and service schedule added to ontology+KB/inputs",dialogue -> clarify recycling scope/time -> ontology/capability lookup -> [NEW] recycling data retrieval -> analytics rates/trends/contamination -> visual/report -> response,"building ontology; floor plans; [NEW] recycling bin sensors or contractor recycling logs; [NEW] recycling policy, stream taxonomy and service schedule in ontology+KB/inputs file"
q18c3f40d432b,Facility Managers / Building Maintenance Teams,4,toxins,6,Meta / Strategic Reasoning,5,Systemic Synthesis,-1,3,19,hybrid,requires_extension,"Single keyword; task, toxin type, location and timeframe are unspecified, making the answer open and highly ambiguous.",Needs contaminant sensors plus hazard/material records and threshold analytics across zones; absent from current telemetry.,LangGraph; ontology/knowledge graph; time-series store; analytics sandbox; capability KB/Agentic RAG; visualisation; LLM synthesis; [NEW] VOC/PM/formaldehyde/radon/CO sensor feeds (new data source; add to ontology); [NEW] hazardous-material/COSHH inventory files (inputs/; add to KB/ontology),dialogue -> intent classification -> clarify toxin scope -> ontology/capability query -> [NEW] contaminant/hazard retrieval -> analytics/threshold checks -> visualisation/report -> response,building ontology; existing floor-5 CO2/temp/humidity; capability KB; [NEW] VOC/PM/formaldehyde/radon/CO time-series; [NEW] hazardous-material/COSHH inventory inputs; general LLM knowledge for thresholds
q2528f15a184a,Facility Managers / Building Maintenance Teams,4,airflow,6,Meta / Strategic Reasoning,4,Causal Diagnosis,-2,3,17,hybrid,requires_extension,"Single keyword; requested task, metric, space and timeframe are unspecified, so the answer is open and highly ambiguous.",Needs BMS airflow/VAV/fan time-series and ventilation analytics; current model has no airflow points.,LangGraph; ontology/knowledge graph; time-series store; analytics sandbox; visualisation; LLM synthesis; [NEW] BMS airflow/VAV/fan/damper feed (new data source; add BACnet/Brick points); [NEW] live streams for floors 0-4; [NEW] commissioning/air-balancing records (inputs/; add to KB),dialogue -> intent classification -> clarify airflow scope -> ontology HVAC query -> [NEW] airflow/BMS retrieval -> ventilation analytics/anomaly checks -> visualisation -> response,building ontology; HVAC zoning capability KB; existing floor-5 CO2/temp/humidity; [NEW] BMS airflow/VAV/fan/damper time-series; [NEW] live CO2/temp/humidity for floors 0-4; [NEW] commissioning/air-balancing inputs; general LLM knowledge for ventilation criteria
q79b41d1e8541,Facility Managers / Building Maintenance Teams,4,wellness,6,Meta / Strategic Reasoning,5,Systemic Synthesis,-1,3,19,hybrid,requires_extension,"One-word strategic topic; KPI, population, scope and decision/action are unspecified, so the answer is open and highly ambiguous.","Wellness needs multi-domain IEQ, amenity and feedback fusion; only limited temp/CO2/humidity data exists.",LangGraph; ontology/knowledge graph; time-series store; analytics sandbox; floor-plan/spatial reasoning; capability KB; report generation; visualisation; LLM synthesis; [NEW] live streams for floors 0-4; [NEW] occupancy/noise/light/PM/VOC feeds (new data sources; add to ontology); [NEW] occupant wellbeing survey store (new data source; add to KB/ontology),dialogue -> intent classification -> clarify wellness KPI -> ontology/floor-plan/capability query -> time-series + [NEW] IEQ/survey retrieval -> scoring/analytics -> report/visuals -> response,building ontology; floor plans; capability KB; floor-5 temp/CO2/humidity; [NEW] live streams for floors 0-4; [NEW] occupancy/noise/light/PM/VOC time-series; [NEW] occupant wellbeing survey store; general LLM knowledge for wellness criteria
qb3841da6d1a0,Facility Managers / Building Maintenance Teams,4,day light,6,Meta / Strategic Reasoning,5,Systemic Synthesis,-1,3,19,hybrid,requires_extension,"Short topic phrase; metric, space, time and whether to measure/explain/fix are unspecified, so the answer is open.","Daylight requires floor-plan geometry, illuminance data, solar/weather inputs and modelling/visuals.",LangGraph; ontology/knowledge graph; floor-plan + spatial reasoning; time-series store; analytics sandbox; visualisation; LLM synthesis; [NEW] illuminance/daylight sensor feed (new data source; add to ontology); [NEW] weather/solar irradiance API (new data source); [NEW] window/facade/shading geometry files (inputs/; add to ontology/floor-plan manifest),dialogue -> intent classification -> clarify daylight metric -> floor-plan/spatial query -> [NEW] daylight/weather/geometry retrieval -> daylight modelling/analytics -> visualisation -> response,building ontology; floor plans; [NEW] illuminance/daylight time-series; [NEW] weather/solar irradiance API; [NEW] window/facade/shading geometry inputs; general LLM knowledge for daylight criteria
q52de821e9c08,Facility Managers / Building Maintenance Teams,4,glare,6,Meta / Strategic Reasoning,5,Systemic Synthesis,-1,3,19,hybrid,requires_extension,"Single keyword; complaint, risk metric, affected spaces and desired action are unspecified, making the answer open.","Glare needs luminance/illuminance, sun/weather, geometry and shading-state fusion; none are loaded.",LangGraph; ontology/knowledge graph; floor-plan + spatial reasoning; time-series store; analytics sandbox; report intake; visualisation; LLM synthesis; [NEW] luminance/illuminance/image sensor feeds (new data source; add to ontology); [NEW] weather/solar API (new data source); [NEW] blind/shading state feed (new data source; add to ontology); [NEW] workstation/window geometry files (inputs/; add to ontology/floor-plan manifest),dialogue -> intent classification -> clarify glare complaint/metric -> floor-plan/spatial query -> [NEW] sun/luminance/shading retrieval -> glare analytics/model -> recommendations/visuals -> response,building ontology; floor plans; report intake if complaints exist; [NEW] luminance/illuminance/image time-series; [NEW] weather/solar API; [NEW] blind/shading state feed; [NEW] workstation/window geometry inputs; general LLM knowledge for glare criteria
q99a487384012,Facility Managers / Building Maintenance Teams,4,lllumination,6,Meta / Strategic Reasoning,4,Causal Diagnosis,-2,1,15,hybrid,requires_extension,"Keyword-only term; no task, metric, location or time range, so the intended answer is open and highly ambiguous.",Light/lux data and lighting assets are absent; full answer needs new lighting feed plus zone analytics.,LangGraph; LLM for lux benchmarks; ontology/knowledge graph; time-series store; analytics sandbox; visualisation; [NEW] illuminance/lux sensor feed (new data source); [NEW] lighting asset/control metadata (add to ontology+KB),dialogue -> spell-correction/intent routing -> clarify scope -> ontology query -> [NEW] lighting metadata load -> [NEW] lux time-series retrieval -> threshold analytics -> visualisation -> response,general lighting/lux benchmarks; building ontology; floor plans; [NEW] lighting metadata in ontology+KB; [NEW] illuminance/lux time-series feed
qd971dafd2063,Facility Managers / Building Maintenance Teams,4,insulation,6,Meta / Strategic Reasoning,5,Systemic Synthesis,-1,3,19,hybrid,requires_extension,"Keyword-only term; no task, metric, location or time range, so the intended answer is open and highly ambiguous.","Insulation performance needs envelope specs, weather and heat-loss/energy evidence not loaded.",LangGraph; LLM for insulation benchmarks; ontology/knowledge graph; Agentic RAG; analytics sandbox; visualisation/reporting; [NEW] envelope insulation/U-value files (new inputs/ files + add to ontology+KB); [NEW] weather API (new data source); [NEW] heat/energy metering or thermal imaging feed (new data source),dialogue -> intent routing -> clarify scope -> ontology/floor-plan query -> [NEW] envelope spec ingestion -> [NEW] weather/energy retrieval -> heat-loss analytics -> report/visualisation -> response,building ontology; floor plans; general insulation/U-value benchmarks; [NEW] envelope fabric/U-value documents; [NEW] weather feed; [NEW] heat/energy meter or thermal imaging data
q6f422f52faba,Facility Managers / Building Maintenance Teams,4,stability,6,Meta / Strategic Reasoning,5,Systemic Synthesis,-1,3,19,hybrid,requires_extension,"Keyword-only term; no task, metric, location or time range, so the intended answer is open and highly ambiguous.",Stability meaning is unclear; rigorous check fuses structural/BMS telemetry and inspection evidence.,LangGraph; LLM for stability criteria; ontology/knowledge graph; time-series store; analytics sandbox; anomaly detection; visualisation/reporting; [NEW] structural health monitoring feed: vibration/strain/tilt (new data source); [NEW] structural model and inspection docs (new inputs/ files + add to ontology+KB),dialogue -> intent routing -> disambiguate stability type -> ontology query -> [NEW] structural/inspection ingestion -> time-series/anomaly analytics -> report/visualisation -> response,building ontology; floor plans; floor-5 temperature/CO2/humidity streams if IEQ stability; [NEW] structural health sensor feed; [NEW] inspection reports and structural model files
q13cebb4a39f5,Facility Managers / Building Maintenance Teams,4,comfort,6,Meta / Strategic Reasoning,4,Causal Diagnosis,-2,1,15,hybrid,partial,"Keyword-only term; no task, metric, location or time range, so the intended answer is open and highly ambiguous.","Comfort status needs temp/CO2/RH analytics; only floor 5 is live, so wider coverage is partial.","LangGraph; LLM for comfort thresholds; ontology/knowledge graph; time-series store; analytics sandbox; visualisation/reporting; [NEW] floor 0-4 live temperature/CO2/humidity streams (new data source, for whole-building coverage)",dialogue -> intent routing -> clarify zone and comfort type -> ontology query -> time-series retrieval -> threshold/stat analytics -> visualisation/report -> response,general comfort guidance; building ontology; floor-5 temperature/CO2/humidity time-series; [NEW] floor 0-4 temperature/CO2/humidity streams for whole-building coverage
q07904c171eee,Facility Managers / Building Maintenance Teams,4,HVAC,6,Meta / Strategic Reasoning,3,Inferential Reasoning,-3,0,12,building-data,full,"Keyword-only term; no task, metric, location or time range, so the intended answer is open and highly ambiguous.","HVAC overview uses loaded zoning, topology and available sensor links; no new analytics unless status/trend requested.",LangGraph; ontology/knowledge graph; capability KB; time-series store; analytics sandbox; visualisation; response formatting,dialogue -> intent routing -> clarify HVAC subtask -> capability KB and ontology query -> linked sensor retrieval -> optional analytics/visualisation -> response,building ontology; capability KB HVAC zoning facts; floor plans; floor-5 temperature/CO2/humidity time-series
q4aebd2679a8b,Building Owners/Property Managers,1,How dose the building involve?,6,Meta / Strategic Reasoning,3,Inferential Reasoning,-3,0,12,building-data,full,Missing object after 'involve' makes intent open and highly ambiguous; human must reframe or clarify first.,"After disambiguation, an overview can use existing KG, capability KB and floor plans; no live analytics or new data needed.",LangGraph planner with conversation memory; ontology/knowledge graph; capability knowledge base; floor-plan + spatial reasoning; response formatting,dialogue -> intent disambiguation/clarification -> retrieve building overview from KG/KB/floor plans -> synthesize response -> response,building ontology; capability knowledge base; floor plans
qc44f4bdaa3e6,Building Owners/Property Managers; Health and Safety Officers,4,what happen if i take a different approach,6,Meta / Strategic Reasoning,1,Factual Recall,-5,0,8,general-knowledge,full,Open counterfactual with unspecified alternative approach; highly ambiguous and strategic.,Best response is generic scenario-framing or clarification via LLM; no building data specified.,LLM (general knowledge),dialogue -> LLM answer -> response,general LLM knowledge
q0fb966f03e28,Building Owners/Property Managers; Health and Safety Officers,4,what does a successful outcome look like,6,Meta / Strategic Reasoning,1,Factual Recall,-5,0,8,general-knowledge,full,"Goal is unspecified; requires defining strategic success criteria, KPIs and evidence.","Generic strategic guidance; no building facts required, one LLM call can answer and ask clarifications.",LLM (general knowledge),dialogue -> LLM answer -> response,general LLM knowledge
q92a2964dd7a4,Building Owners/Property Managers; Health and Safety Officers,4,how do i know if i am on the right track?,6,Meta / Strategic Reasoning,1,Factual Recall,-5,0,8,general-knowledge,full,"Unspecified target; needs indicators, milestones and feedback logic to judge progress.",Generic progress-check framework; no building telemetry needed for a satisfactory answer.,LLM (general knowledge),dialogue -> LLM answer -> response,general LLM knowledge
qc6631c6424f9,Building Owners/Property Managers; Health and Safety Officers,4,what should i focus on first to make progrrsss,6,Meta / Strategic Reasoning,1,Factual Recall,-5,0,8,general-knowledge,full,"Prioritisation is strategic and goal/context are missing, so the answer is open and uncertain.",Can give generic prioritisation heuristics and request specifics via one LLM call.,LLM (general knowledge),dialogue -> LLM answer -> response,general LLM knowledge
qf70c21cea362,Building Owners/Property Managers; Health and Safety Officers,4,what step do i need to follow to reach th egool?,6,Meta / Strategic Reasoning,1,Factual Recall,-5,0,8,general-knowledge,full,"Roadmap planning depends on an unspecified goal, constraints and success measures.",Generic step-by-step planning advice; no building-specific data required unless tailored later.,LLM (general knowledge),dialogue -> LLM answer -> response,general LLM knowledge
q8fc42c6ddf99,Building Owners/Property Managers; Health and Safety Officers,3,THE,6,Meta / Strategic Reasoning,1,Factual Recall,-5,0,8,general-knowledge,full,Single article has no actionable intent/entity; only an open clarification can be formed.,LLM-only dialogue repair; no building data or tools required.,LLM (general knowledge),dialogue -> LLM answer -> response,general LLM knowledge
qfe17ec3c451f,Building Owners/Property Managers; Health and Safety Officers,3,TELL,6,Meta / Strategic Reasoning,1,Factual Recall,-5,0,8,general-knowledge,full,Imperative lacks object or topic; answer is an open clarification request.,LLM can ask what to tell the user; no retrieval or analytics needed.,LLM (general knowledge),dialogue -> LLM answer -> response,general LLM knowledge
q0e5243d99655,Building Owners/Property Managers; Health and Safety Officers,3,THEN,6,Meta / Strategic Reasoning,2,Comparative Analysis,-4,0,10,building-data,full,"Malformed follow-up; referent and task are missing, so the answer is open with very high uncertainty.",Needs context-memory lookup and clarification; no analytics until the prior referent is known.,LangGraph orchestrator; conversation memory + co-reference; LLM intent repair/clarification; RBAC,dialogue -> intent repair -> conversation-memory lookup -> co-reference resolution -> clarification if unresolved -> response,conversation memory/prior dialogue; building ontology or sensor data only if prior referent resolves
q34cd53a41dfd,Building Owners/Property Managers; Health and Safety Officers,3,WHAT HAPPAN,6,Meta / Strategic Reasoning,5,Systemic Synthesis,-1,3,19,building-data,requires_extension,"Likely asks what happened, but incident, place and time are missing; causal answer is open.","Full event reconstruction needs reports, sensor timelines, anomalies and safety/BMS alarm logs across floors.",LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; report intake Postgres; alert/report generation; visualisation; [NEW] BMS/fire/security alarm event-log feed (new data source); [NEW] live streams for floors 0-4 (new sensor feed),dialogue -> intent repair -> ask/resolve incident-time-location -> ontology query -> report intake retrieval -> [NEW] alarm/event retrieval -> time-series retrieval -> anomaly/correlation analysis -> timeline/visualisation -> response,building ontology; report intake Postgres; floor5 temp/CO2/humidity time-series; [NEW] BMS/fire/security alarm event logs (new data source); [NEW] floor0-4 live temp/CO2/humidity streams (new sensor feed)
q448f0293398f,Building Owners/Property Managers; Health and Safety Officers,3,IT CAN BUILT ABOIT URES,6,Meta / Strategic Reasoning,5,Systemic Synthesis,-1,4,20,building-data,requires_extension,"Severe typo/fragment; likely capability or user-report query, but object and deliverable are unclear.","If about users, reporting needs user/occupancy data, surveys, privacy metadata and analytics/report fusion.",LangGraph orchestrator; capability knowledge base; ontology/knowledge graph; analytics sandbox; report generation/export; RBAC; [NEW] occupant/user profile or occupancy dataset (new data source + add to ontology); [NEW] occupant feedback/survey pipeline (new data source); [NEW] privacy/consent policy metadata (add to ontology + KB),dialogue -> intent repair -> clarify 'users' and report goal -> capability check -> [NEW] user/occupancy ingestion -> [NEW] survey retrieval -> analytics -> report/export -> response,capability KB; building ontology; report intake Postgres; [NEW] occupant/user profile or occupancy data; [NEW] occupant feedback/satisfaction survey store; [NEW] privacy/consent metadata
q66214c24be80,Building Owners/Property Managers; Health and Safety Officers,3,TELL ABOUT IN,6,Meta / Strategic Reasoning,2,Comparative Analysis,-4,0,10,building-data,full,Incomplete request; subject after 'tell about' and intended scope are missing.,"Needs only intent repair, memory check and maybe KB lookup; no analytics before subject is known.",LangGraph orchestrator; LLM intent repair/clarification; conversation memory + co-reference; capability knowledge base; ontology/knowledge graph; RBAC,dialogue -> intent repair -> conversation-memory lookup -> clarify missing subject/scope -> optional KB/ontology lookup -> response,conversation memory/prior dialogue; capability KB; building ontology/knowledge graph
q4a99e5646917,Building Owners/Property Managers; Health and Safety Officers,3,WHAT ACTIUALY LOOK OUT ME,6,Meta / Strategic Reasoning,5,Systemic Synthesis,-1,3,19,hybrid,requires_extension,"Likely asks what to look out for, but risk domain, location and timeframe are unspecified.","Risk watchlist needs current alerts/incidents, env anomalies and missing building-wide safety feeds.",LLM general H&S guidance; LangGraph orchestrator; ontology/knowledge graph; capability knowledge base; time-series store; analytics sandbox/anomaly detection; report intake Postgres; visualisation/reporting; [NEW] BMS/fire/security alarm feed (new data source); [NEW] live streams for floors 0-4 (new sensor feed),dialogue -> intent repair -> clarify hazard scope -> ontology/capability lookup -> incident/alert retrieval -> time-series anomaly scan -> [NEW] safety/alarm retrieval -> LLM synthesis of risk watchlist -> response,general LLM knowledge; capability KB/fire safety facts; building ontology; floor5 temp/CO2/humidity time-series; report intake Postgres; [NEW] BMS/fire/security alarm logs; [NEW] floor0-4 live streams
q2783b42842ec,Building Owners/Property Managers; Health and Safety Officers,1,WHAT ABOUT INSIDE FROM THE QUESTIONS,6,Meta / Strategic Reasoning,1,Factual Recall,-5,0,8,general-knowledge,full,"Malformed and referential; 'inside' and 'questions' lack clear entities, making the requested answer open.",LLM can interpret likely intent or ask a clarification; no building data is essential yet.,LLM (general knowledge),dialogue -> LLM answer -> response,general LLM knowledge
q26afda93dc73,Guests/Visitors,3,Can the system make sure that even if all the people fail at the stuff they do (like leave doors open or something) that the servers will stay safe?,6,Meta / Strategic Reasoning,6,Meta / Strategic Reasoning,0,4,22,building-data,requires_extension,Open resilience question under broad human-failure scenarios; safety criteria are highly ambiguous.,"Needs multi-hazard server-room monitoring, fault modelling, alerts and automated protective control.",ontology/knowledge graph; time-series store; analytics sandbox; anomaly detection; LangGraph control; alerting; floor-plan reasoning; [NEW] server-room asset/risk model added to ontology+KB; [NEW] door/contact/access feed (new data source); [NEW] server IT telemetry feed (new data source); [NEW] UPS/power feed (new data source); [NEW] leak/smoke/security feeds (new data source); [NEW] HVAC/door/shutdown actuator integration (new data source),dialogue -> define safety criteria -> ontology/spatial query -> retrieve live env and [NEW] safety feeds -> anomaly/risk analytics -> protective control/alerts -> response,building ontology; floor plans; available temp/humidity streams where live; [NEW] server-room inventory; [NEW] door/access logs; [NEW] server telemetry; [NEW] UPS/power; [NEW] leak/smoke/security sensors
q51775caa4236,Guests/Visitors,1,What features do you expect to have in the future?,6,Meta / Strategic Reasoning,3,Inferential Reasoning,-3,1,13,building-data,requires_extension,"Future roadmap is open-ended, speculative and highly ambiguous; answer depends on strategic plans.","Needs current capability lookup plus roadmap/backlog retrieval; no telemetry analytics, but roadmap is missing.",LangGraph orchestrator; capability KB; Agentic RAG; response formatting; [NEW] roadmap/feature-backlog files in inputs/; [NEW] planned integration records added to capability KB,dialogue -> intent classification -> current capability lookup -> [NEW] roadmap/RAG retrieval -> synthesis -> response,capability KB current features; building/intents config; [NEW] roadmap/backlog documents in inputs/; [NEW] planned integration records in capability KB
q5d72d892792f,Guests/Visitors,1,What do you want to accomplish?,6,Meta / Strategic Reasoning,2,Comparative Analysis,-4,0,10,building-data,full,Open goal/purpose question about the system/building; not a determinate fact.,Uses existing capability/config facts plus LLM wording; no telemetry or analytics.,LangGraph orchestrator; capability knowledge base; building/system config; LLM response formatter,dialogue -> capability intent -> capability KB/config lookup -> LLM summarisation -> response,capability KB; building.yaml; intents.yaml/current system capabilities
q32d810891762,Guests/Visitors,4,"Obviously, sustainability standards need to be maintained. How can technology be leveraged to help these goals become a more common reality?",6,Meta / Strategic Reasoning,1,Factual Recall,-5,0,8,general-knowledge,full,Open strategic sustainability question; highly ambiguous with very high uncertainty.,Satisfactory answer is generic strategy/advice from one LLM call; no building data needed.,LLM (general knowledge),dialogue -> LLM answer -> response,general LLM knowledge
qbfa1e2c45d20,Guests/Visitors,1,Do you have goals for the future? I assume energy saving and doing good things that benefit the environment are a high priority.,6,Meta / Strategic Reasoning,3,Inferential Reasoning,-3,2,14,building-data,requires_extension,"Future environmental goals are open strategic priorities, not a single known fact.",Needs official goals/ESG document added to KB; no live analytics unless tracking progress.,capability knowledge base; Agentic RAG; ontology/knowledge graph; [NEW] sustainability/ESG goals document (NEW inputs/ file + add to capability KB),dialogue -> intent classification -> capability KB/RAG query -> [NEW] roadmap retrieval -> LLM synthesis -> response,capability KB building facts; building ontology; [NEW] estate sustainability/ESG roadmap (new inputs/ file + KB entries)
q3a2389f1263e,Guests/Visitors,1,What would be the best way to improve your design?,6,Meta / Strategic Reasoning,5,Systemic Synthesis,-1,3,19,hybrid,requires_extension,"Open-ended 'best' design choice needs goals, trade-offs and stakeholder priorities; highly ambiguous.","Requires floor-plan analysis plus stakeholder feedback, flows, energy and multi-criteria recommendation reporting.",LangGraph orchestrator; ontology/knowledge graph; floor-plan + spatial reasoning; capability KB; time-series store; analytics sandbox; report generation; visualisation; LLM for design-principle synthesis; [NEW] post-occupancy/visitor feedback survey pipeline (new data source); [NEW] occupancy/people-flow sensing feed (new data source); [NEW] energy metering feed (new data source); [NEW] design brief/budget/accessibility criteria file in inputs/,dialogue -> intent classification -> goal clarification -> ontology/floor-plan/capability retrieval -> telemetry retrieval -> [NEW] survey/occupancy/energy/design-brief ingestion -> multi-criteria analysis -> recommendation report + visuals -> response,"building ontology; floor plans PDF/DWG; capability KB; floor-5 environment telemetry; [NEW] occupant/visitor feedback survey store; [NEW] people-flow/occupancy time-series; [NEW] energy meter time-series; [NEW] design brief, budget and accessibility goals inputs file"
qd671ff3649a7,IT/Data Scientists,4,How long would it take to implement lighting based on real usage patterns? How much data is needed?,6,Meta / Strategic Reasoning,6,Meta / Strategic Reasoning,0,3,21,hybrid,requires_extension,"Open implementation timeline and data-size estimate depend on scope, hardware, variability and success criteria.","Needs gap audit, new lighting/occupancy feeds, data sufficiency modelling and control-loop rollout planning.",LangGraph planner; LLM planning; ontology/knowledge graph; analytics sandbox; forecasting; report generation; visualisation; control service; [NEW] lighting asset/control API (new data source; add to ontology+KB); [NEW] occupancy/usage sensing feed (new data source; add points to ontology); [NEW] illuminance sensor feed (new data source; add points to ontology),dialogue -> planning intent -> ontology/capability gap audit -> [NEW] lighting/occupancy/illuminance ingestion -> analytics(data sufficiency) -> rollout plan/report -> response,building ontology; capability KB; general implementation heuristics; [NEW] lighting circuit metadata/control telemetry; [NEW] occupancy/usage time-series; [NEW] illuminance sensor time-series
q9773eb2f64c3,IT/Data Scientists,4,How can a building shift to greener hours and still be productive?,6,Meta / Strategic Reasoning,1,Factual Recall,-5,0,8,general-knowledge,full,"Open strategy balancing carbon timing, comfort, schedules and productivity; no single deterministic answer.",Single LLM call; generic operational strategy needs no building-specific telemetry.,LLM (general knowledge),dialogue -> LLM answer -> response,general LLM knowledge
qa58bdfc544ac,Student/Researchers/Academics,2,Who gets to decide if a door is left open or must be closed?,6,Meta / Strategic Reasoning,3,Inferential Reasoning,-3,2,14,hybrid,requires_extension,"Decision-rights/governance question with safety, policy and occupant trade-offs; open and highly ambiguous.",System needs policy/authority records linked to spaces and door constraints; no analytics.,ontology/knowledge graph; capability KB; LLM; [NEW] door governance/decision-rights policy (inputs/ + add to KB); [NEW] fire/security/HR constraints (add to KB),dialogue -> intent classification -> ontology/space lookup -> [NEW] governance policy retrieval -> authority/rule synthesis -> response,building ontology; capability KB; [NEW] door decision-rights policy input file; [NEW] fire/security/HR policy records
qa7b7af406a54,Occupants/Tenants/Employees,4,"We were given evaluations as employees. However, we never received evaluations for energy efficiency and water use. How will this change for the better?",6,Meta / Strategic Reasoning,6,Meta / Strategic Reasoning,0,4,22,hybrid,requires_extension,"Open-ended improvement and governance question; future process, KPIs and policy are ambiguous.","Needs new energy/water metering, KPI design, reporting, recommendations and improvement planning.",LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; recommendation engine; report generation; visualisation; LLM; [NEW] energy submetering feed (new data source + add to ontology); [NEW] water metering feed (new data source + add to ontology); [NEW] efficiency KPI/benchmark policy file (new inputs/ file + capability KB); [NEW] occupant/employee feedback channel if satisfaction impact is evaluated (new data source),dialogue -> intent classification -> clarify scope -> ontology query -> [NEW] energy/water ingestion -> KPI computation -> benchmark comparison -> forecast/recommendations -> report/dashboard -> response,building ontology; capability KB; general sustainability KPI knowledge; [NEW] energy meter time-series; [NEW] water meter time-series; [NEW] KPI/benchmark policy; [NEW] occupant/employee feedback records if needed
qa8f05989d922,Occupants/Tenants/Employees,1,"I like your thumbs up. A job to me is a salary, good office space, and talented co-workers. What else should I consider regarding a place where I spend so much time, even overtime, early mornings and late evenings?",6,Meta / Strategic Reasoning,1,Factual Recall,-5,0,8,general-knowledge,full,"Open personal/workplace life question; answer depends on values, wellbeing, time patterns and trade-offs.",General workplace-life advice; no building telemetry or metadata is required.,LLM (general knowledge),dialogue -> LLM answer -> response,general LLM knowledge
q8f36f826965b,Occupants/Tenants/Employees,1,Why would I want to choose your building to live in instead of another building in the same price range?,6,Meta / Strategic Reasoning,5,Systemic Synthesis,-1,3,19,hybrid,requires_extension,Open housing-choice value judgement with unspecified alternatives/preferences; strategic rather than single-fact.,"Needs building facts fused with price, residential, competitor and neighbourhood data into a benchmarked rationale.",ontology/knowledge graph; capability KB; floor-plan + spatial reasoning; Agentic RAG; analytics sandbox; report generation; visualisation; [NEW] residential unit/price/lease data (new data source; add to ontology+KB); [NEW] comparable-building market data API (new data source); [NEW] neighbourhood/transit/safety amenities feeds (new data sources); [NEW] occupant preference profile (new data source),dialogue -> preference/budget clarification -> ontology/capability lookup -> [NEW] residential/price retrieval -> [NEW] comparable market/neighbourhood APIs -> analytics(weighted comparison) -> report/visual summary -> response,building ontology; capability KB; floor plans; floor-5 temp/CO2/humidity streams; [NEW] residential unit/pricing feed; [NEW] comparable property market API; [NEW] neighbourhood/transit/safety feeds; [NEW] occupant preference profile
