qid,personas,stage,question,level,level_name,latent_level,latent_level_name,gap_score,n_new,difficulty,answer_basis,answerability,why,latent_why,architecture,pipeline_stages,data_sources
q0fa008b6e477,Facility Managers / Building Maintenance Teams; Building Owners/Property Managers,1,Can you switch off  unused light or devices nearby?,3,Inferential Reasoning,6,Meta / Strategic Reasoning,3,3,18,building-data,requires_extension,"Must infer nearby and unused devices before acting; not just a yes/no fact, with moderate ambiguity.","Needs spatial resolution, occupancy/status sensing, safety/RBAC and closed-loop control; lighting/plug controls absent.",LangGraph control intent; ontology/knowledge graph; floor-plan/spatial reasoning; RBAC; response/audit logging; [NEW] lighting and plug-load inventory/status/control API (new data source + add to ontology); [NEW] occupancy/presence feed (new data source + add to ontology); [NEW] BMS/IoT write-back actuator integration (new API),dialogue -> control intent -> resolve user location/proximity -> ontology/floor-plan query -> [NEW] occupancy/device-status retrieval -> select safe unused loads -> RBAC/safety check -> [NEW] control write-back -> verify status -> response,building ontology; floor plans; user/dialogue location; [NEW] lighting and plug-load device inventory/status/control feed; [NEW] occupancy/presence time-series; [NEW] actuator command/acknowledgement API
q792ff322ec60,Facility Managers / Building Maintenance Teams; Building Owners/Property Managers,1,can you reduse the lighthing intensity here,1,Factual Recall,6,Meta / Strategic Reasoning,5,2,15,building-data,requires_extension,"Simple local dimming command; expected answer is success/failure, not reasoning.","Requires locating zone, authorizing, issuing dim command and verifying via [NEW] lighting control loop.",LangGraph control; RBAC; ontology/knowledge graph; floor-plan + spatial reasoning; [NEW] lighting dimmer/status points (new data source; add to ontology); [NEW] physical BMS/DALI write-back API; [NEW] illuminance feedback feed,dialogue -> intent classification -> resolve location -> RBAC/safety check -> ontology control-point lookup -> [NEW] issue dim command via BMS/DALI -> [NEW] verify status/lux -> response,building ontology; floor plans; [NEW] lighting control points/status feed; [NEW] physical BMS/DALI write-back API; [NEW] illuminance feedback sensor feed
qcee110b61ec7,Facility Managers / Building Maintenance Teams; Building Owners/Property Managers,1,can you reduce the least croweded right now,5,Systemic Synthesis,6,Meta / Strategic Reasoning,1,2,19,building-data,requires_extension,"Ambiguous action: must infer what to reduce, identify least-crowded zone, and form an intervention.","Needs occupancy fusion, target clarification, control planning and actuation; occupancy/control feeds are absent.",LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; floor-plan/spatial reasoning; control intent/RBAC; [NEW] occupancy sensing feed (new data source + add to ontology); [NEW] HVAC/control-point model and BMS write-back API (new API + add to ontology),dialogue -> intent classification/control -> clarify reduce target if needed -> ontology area query -> [NEW] occupancy retrieval -> rank least-crowded areas -> choose safe control action -> RBAC/safety checks -> [NEW] BMS write-back/control -> monitor feedback -> response,building ontology; floor plans; [NEW] occupancy time-series feed; [NEW] HVAC setpoint/control-point data; [NEW] BMS write-back API
qe2c6cb74c058,Facility Managers / Building Maintenance Teams; Building Owners/Property Managers,1,can you adjust the temperature where i am sitting,3,Inferential Reasoning,6,Meta / Strategic Reasoning,3,3,18,building-data,requires_extension,"Needs inferring/clarifying seat location and desired adjustment, then mapping to a controllable HVAC zone.","Requires user-location resolution, HVAC zone mapping, safety checks and closed-loop setpoint actuation; write-back absent.",LangGraph orchestrator; conversation memory; ontology/knowledge graph; floor-plan/spatial reasoning; time-series store; analytics sandbox; control intent/RBAC; [NEW] occupant location/seat feed or explicit room input (new data source + add to ontology); [NEW] HVAC setpoint/control points (add to ontology); [NEW] BMS write-back API (new API); [NEW] live temperature streams for floors 0-4 if user is not on floor 5,dialogue -> intent classification/control -> resolve user location and desired target -> map seat to HVAC zone -> retrieve current temperature -> RBAC/safety validation -> [NEW] BMS setpoint write-back -> monitor temperature feedback -> response,building ontology; floor plans; current floor-5 temperature streams; [NEW] occupant location/seat data or explicit user-provided location; [NEW] HVAC setpoint/control-point model; [NEW] BMS write-back API; [NEW] floor-0-4 live temperature streams if needed
qbe51dc5fb094,Building Owners/Property Managers; Facility Managers / Building Maintenance Teams,1,Can lighting be optimized?,1,Factual Recall,6,Meta / Strategic Reasoning,5,5,18,hybrid,requires_extension,"Read as a yes/no feasibility or capability check, despite optimization details being needed later.","Real optimization needs sensing, objectives, forecasting, and lighting control loop; lighting/occupancy data are absent.",LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; floor-plan spatial reasoning; control intent; visualisation; [NEW] lighting sensor/fixture/control topology (new data source; add to ontology); [NEW] lighting controller write-back interface (new control feed); [NEW] illuminance sensors (new data source); [NEW] occupancy feed (new data source); [NEW] lighting energy meter feed (new data source); [NEW] daylight/weather API (external API),dialogue -> intent classification -> define optimization objective -> ontology/floor-plan query -> [NEW] lighting/occupancy/daylight retrieval -> forecasting/optimization -> control loop -> response,building ontology; floor plans; [NEW] lighting fixture/control topology; [NEW] illuminance sensor feed; [NEW] occupancy feed; [NEW] lighting energy meter feed; [NEW] daylight/weather API; [NEW] lighting controller write-back feed
q1a5a86c428e9,Building Owners/Property Managers; Facility Managers / Building Maintenance Teams,1,Can I adjust my room temperature?,1,Factual Recall,6,Meta / Strategic Reasoning,5,1,14,building-data,requires_extension,"Yes/no control capability; human only checks room/HVAC permissions, no diagnosis.","Room control needs zone/setpoint lookup, RBAC, command dispatch and verification; BMS write-back is missing.",LangGraph control; ontology/knowledge graph; capability KB; RBAC; time-series store; [NEW] BMS write-back/control API (new data source/API); [NEW] HVAC setpoint/control points added to ontology+KB,dialogue -> control/capability intent -> resolve room/HVAC zone -> RBAC check -> ask target if absent -> setpoint/control-point lookup -> [NEW] BMS command -> verify via temperature stream -> response,building ontology; capability KB HVAC zoning; RBAC policy; temperature time-series; [NEW] BMS actuator endpoints/control logs; [NEW] setpoint/control-point metadata
q4987877608a8,Building Owners/Property Managers,4,Is land good for factory?,6,Meta / Strategic Reasoning,6,Meta / Strategic Reasoning,0,3,21,hybrid,requires_extension,"Strategic site-suitability decision; site, factory type and criteria are unspecified, making it open and highly ambiguous.","Requires cross-domain GIS, zoning, utilities, logistics, environmental/geotech and multi-criteria planning.",LangGraph planner; LLM; analytics sandbox; report generation; [NEW] GIS/parcel data feed (new data source); [NEW] zoning/planning API (new data source); [NEW] utilities-capacity API (new data source); [NEW] transport/logistics data API (new data source); [NEW] environmental/flood/geotech survey files in inputs/; [NEW] site/factory classes added to ontology+KB; [NEW] geospatial site-suitability model,dialogue -> clarify parcel and factory requirements -> [NEW] GIS/zoning/utility/environmental ingestion -> ontology/KB enrichment -> geospatial and multi-criteria analysis -> risk/ROI report -> response,general planning criteria; [NEW] parcel/GIS data; [NEW] zoning/planning records; [NEW] utility capacity data; [NEW] transport/logistics data; [NEW] environmental/flood/geotech survey files; [NEW] factory requirements file
q7e7aa1c54c63,Building Owners/Property Managers,1,can yoy improve the room temperature?,3,Inferential Reasoning,6,Meta / Strategic Reasoning,3,2,17,hybrid,requires_extension,"Requires inferring target room, current temperature, comfort target, then choosing an adjustment.","Real improvement needs a closed control loop with sensing, target selection, actuation, and verification.",LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox/control logic; conversation memory; RBAC; [NEW] BMS write-back/control API as new data source/control interface and add actuator classes to ontology; [NEW] live temperature stream for floors 0-4 if target room is not on floor 5,dialogue -> intent classification -> resolve/ask target room -> ontology query for zone and points -> current temperature retrieval -> comfort target selection -> RBAC check -> [NEW] BMS setpoint actuation -> verify trend -> response,building ontology; floor 5 temperature stream if applicable; general comfort knowledge; [NEW] BMS actuator/setpoint interface; [NEW] floor 0-4 live temperature streams if applicable
q1615ad4bd5eb,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,4,Imagine using outdoor weather forecasts to pre-adjust indoor temperatures proactively.,5,Systemic Synthesis,6,Meta / Strategic Reasoning,1,3,20,building-data,requires_extension,"Open design proposal combining forecasts, comfort, HVAC and control; answer is synthesised with high uncertainty.","Needs weather feed, thermal prediction, live sensors, optimisation and BMS actuation loop.",LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; visualisation; [NEW] weather forecast API (new external API); [NEW] live temperature streams for floors 0-4 (new sensor feed); [NEW] HVAC setpoint/control points added to ontology; [NEW] BMS write-back/control API (new system API),dialogue -> intent classification -> ontology query -> weather forecast retrieval -> time-series retrieval -> thermal forecasting/optimisation -> control plan -> BMS control loop -> visualisation -> response,building ontology; floor 5 temperature/humidity/CO2 time-series; [NEW] temperature time-series floors 0-4; [NEW] weather forecast feed; [NEW] HVAC setpoint/control metadata; [NEW] BMS control API
qe06bbea8478a,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,4,Can energy usage be adjusted based on occupancy,1,Factual Recall,6,Meta / Strategic Reasoning,5,4,17,building-data,requires_extension,Yes/no occupancy-based control capability; no design or diagnosis requested.,"Needs occupancy-energy fusion, optimization/policy and BMS actuation; occupancy, energy and write-back are absent.",ontology/knowledge graph; time-series store; analytics sandbox; forecasting; LangGraph control; RBAC; visualisation; [NEW] occupancy sensing/BMS occupancy API (new data source); [NEW] energy metering/submetering feed (new data source); [NEW] controllable load points added to ontology+KB; [NEW] BMS write-back/control API,dialogue -> control capability check -> ontology discovery -> [NEW] occupancy/energy retrieval -> analytics/forecast -> control policy planning -> RBAC approval -> [NEW] BMS write-back -> monitoring -> response,building ontology; HVAC zoning facts; live temp/CO2/humidity where available; [NEW] occupancy time-series; [NEW] energy meter time-series; [NEW] controllable load metadata/control endpoints
q181a18fde5af,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,4,can you turn off unused lights or devices automatically,1,Factual Recall,6,Meta / Strategic Reasoning,5,4,17,building-data,requires_extension,Yes/no automation capability/action request; no causal reasoning requested.,"Automatic shutoff needs occupancy/use-state sensing and actuator write-back for lights/devices, none loaded.",ontology/knowledge graph; floor-plan/spatial reasoning; time-series store; analytics sandbox; LangGraph control; RBAC; [NEW] lighting/device inventory and control points added to ontology+KB; [NEW] occupancy/use-state sensor feed (new data source); [NEW] lighting/plug-load/BMS write-back API; [NEW] automation policy/scheduler service,dialogue -> intent classification -> ontology/spatial discovery -> [NEW] occupancy/use-state retrieval -> unused-state inference -> control plan -> RBAC approval -> [NEW] actuator write-back -> monitoring/confirmation -> response,building ontology; floor plans; [NEW] lighting/device inventory; [NEW] occupancy/use-state time-series; [NEW] actuator/control endpoint status
q0fad6433af53,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,4,can you automatically optimize systems to reduce carbon emissions?,1,Factual Recall,6,Meta / Strategic Reasoning,5,5,18,building-data,requires_extension,"Yes/no capability check: clear wording, single capability fact, no human analysis requested.","Requires energy/carbon data, forecasts and closed-loop optimisation/control; key energy and control feeds are missing.","LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; control intent; visualisation/reporting; [NEW] energy submetering feed (new data source); [NEW] grid carbon-intensity API (external API); [NEW] occupancy sensing (new data source); [NEW] weather API (external API); [NEW] BMS write-back/control API (external/control API, add control points to ontology)",dialogue -> control/optimisation intent -> ontology query -> [NEW] energy/occupancy/weather/carbon retrieval -> forecasting -> constrained optimisation -> [NEW] BMS control actuation -> monitor feedback -> visualisation/report -> response,building ontology; live temperature/CO2/humidity where available; [NEW] energy meter time-series; [NEW] occupancy time-series; [NEW] weather feed; [NEW] grid carbon-intensity feed; [NEW] BMS control endpoints
q3901f860f7c8,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,4,can you maintain a consistent and comfortable temperature throughout the day,1,Factual Recall,6,Meta / Strategic Reasoning,5,3,16,hybrid,requires_extension,Yes/no capability check about temperature control; clear single capability question.,"Needs zone telemetry, comfort rules, forecasting and HVAC write-back control; live coverage/control are incomplete.","LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; control intent; LLM comfort guidance; [NEW] BMS write-back/HVAC control API (external/control API, add control points to ontology); [NEW] live temperature streams for floors 0-4 if whole-building (new sensor feed); [NEW] weather API or occupancy schedule feed (external API/new data source)",dialogue -> control intent routing -> resolve zones -> ontology query -> temperature time-series retrieval -> comfort/setpoint and forecast calculation -> [NEW] BMS actuation -> monitor feedback/anomaly -> response,building ontology; live floor-5 temperature streams; general comfort guidance; [NEW] live temperature streams for floors 0-4; [NEW] BMS control endpoints; [NEW] weather or occupancy schedule feed
q60bd84c66f94,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,3,Can you adjust the temperature for the number of people present,3,Inferential Reasoning,6,Meta / Strategic Reasoning,3,2,17,hybrid,requires_extension,"Needs deriving a safe comfort setpoint from occupancy; room, policy and limits are unspecified.","Closed-loop HVAC control needs occupancy sensing, current temp, policy checks, RBAC and BMS write-back.",LangGraph control planner; ontology/knowledge graph; time-series store; analytics/control policy; RBAC; visualisation/response formatting; [NEW] occupancy sensor/API feed (new data source + add to ontology); [NEW] physical BMS/HVAC write-back connector (external control API),dialogue -> clarify target zone -> ontology zone/HVAC query -> retrieve temp and [NEW] occupancy -> compute setpoint -> RBAC/safety validation -> [NEW] BMS control command -> monitor feedback -> response,building ontology; floor 5 temperature time-series; [NEW] occupancy time-series; [NEW] BMS/HVAC control API; general comfort guidance
q6bbed2d5eba0,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,3,Can you increase ventilation if heat levels rise,3,Inferential Reasoning,6,Meta / Strategic Reasoning,3,2,17,hybrid,requires_extension,"Defines an if-heat-rises control rule; threshold, zone and ventilation action must be inferred/confirmed.","Requires continuous temp monitoring, trigger logic, safety/RBAC, and ventilation actuation in a closed loop.",LangGraph control planner; ontology/knowledge graph; time-series store; analytics sandbox/threshold detection; RBAC; alert/control intent; [NEW] physical BMS ventilation/VAV write-back connector (external control API); [NEW] live temperature streams for floors 0-4 for whole-building coverage (new sensor feed),dialogue -> clarify zone/threshold -> ontology HVAC/zone query -> retrieve temperature stream -> threshold/trend detection -> RBAC/safety validation -> [NEW] ventilation control command -> monitor feedback -> response,building ontology; floor 5 temperature time-series; [NEW] floors 0-4 temperature streams if needed; [NEW] BMS ventilation control API; general ventilation/comfort guidance
qbd589b69e0f1,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,3,Can you reduce echo or background noise?,1,Factual Recall,6,Meta / Strategic Reasoning,5,2,15,building-data,requires_extension,Yes/no acoustic capability/action check; surface answer is a single capability fact.,"Needs acoustic sensing, diagnosis and a control loop for AV/noise mitigation; missing audio/control integrations.",LangGraph control planner; ontology/knowledge graph; floor-plan/spatial reasoning; analytics sandbox; [NEW] microphone/noise sensor feed (new sensor feed; add AudioPoint/NoiseSensor to ontology); [NEW] AV/DSP/noise-masking control API (external API; add control points to ontology),dialogue -> control intent routing -> clarify room -> ontology query -> [NEW] audio/noise retrieval -> analytics(SNR/RT60/noise source) -> mitigation planning -> [NEW] control command -> verification -> response,building ontology; floor plans; [NEW] microphone/noise time-series feed; [NEW] AV/DSP/noise-masking control/status API
qa9302b95b42e,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,3,can I customize lighting preferences for my workspace?,1,Factual Recall,6,Meta / Strategic Reasoning,5,3,16,building-data,requires_extension,Yes/no capability check for personal lighting preferences; single capability fact.,"Needs user profile, workspace-lighting mapping, lighting sensors and actuation/control loop, all not loaded.",LangGraph control intent; RBAC; ontology/knowledge graph; floor-plan/spatial reasoning; [NEW] lighting control API (external API; add LightingZone/Light/LightingControlPoint to ontology); [NEW] illuminance/status sensor feed (new sensor feed; add LightSensor to ontology); [NEW] user lighting-preference/workspace profile store (new data source; add preference classes to ontology+KB),dialogue -> preference/control intent -> authenticate/RBAC -> identify workspace and lighting zone -> [NEW] read/save preference -> [NEW] lighting control command -> [NEW] illuminance/status verification -> response,building ontology; floor plans; [NEW] lighting topology/control-point metadata; [NEW] user workspace and lighting-preference store; [NEW] illuminance/lighting status feed; [NEW] lighting control API
q14aa0a821fe5,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,3,can you increase ventilation in crowded zones,3,Inferential Reasoning,6,Meta / Strategic Reasoning,3,3,18,building-data,requires_extension,Simple control request but requires deriving crowded zones and choosing ventilation changes; moderate ambiguity in 'crowded/increase'.,"Needs crowd detection, zone-to-HVAC mapping, safety policy and closed-loop BMS ventilation actuation with missing feeds.",LangGraph control; ontology/knowledge graph; time-series store; analytics sandbox; RBAC; [NEW] occupancy sensing feed (new data source + add to ontology); [NEW] live CO2 streams floors 0-4 (new sensor feed); [NEW] BMS ventilation write-back/airflow actuator points (control API + add to ontology),dialogue -> intent classification(control) -> resolve crowded zones -> ontology zone/equipment lookup -> retrieve occupancy/CO2 -> analytics thresholding -> RBAC/safety check -> BMS ventilation control -> monitor feedback -> response,building ontology; HVAC zoning capability KB; live floor-5 CO2/temp/humidity; [NEW] occupancy/crowd-count time-series (new data source + add to ontology); [NEW] live CO2 streams floors 0-4 (new sensor feed); [NEW] BMS ventilation actuator/setpoint feed (control API)
qa8d359c4e78e,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,2,Can you make it slightly cooler or warmer based on my preference,3,Inferential Reasoning,6,Meta / Strategic Reasoning,3,3,18,building-data,requires_extension,Action depends on inferred/stored thermal preference and zone state; ambiguous direction/amount makes it derived.,"Requires preference resolution, thermal zone/setpoint mapping and closed-loop HVAC write-back; control integration is missing.",LangGraph control; conversation memory; ontology/knowledge graph; time-series store; RBAC; [NEW] occupant preference profile store (new data source + add to KB/ontology); [NEW] controllable HVAC setpoint points (add to ontology); [NEW] BMS write-back/control API; [NEW] live temperature streams floors 0-4 if needed,dialogue -> resolve user preference and zone -> ontology setpoint lookup -> retrieve current temperature -> RBAC/safety check -> BMS setpoint write -> verify feedback -> response,building ontology and HVAC zoning KB; conversation memory; live floor-5 temperature time-series; [NEW] occupant preference profile store (new data source + add to KB/ontology); [NEW] HVAC setpoint/control API; [NEW] live temperature streams floors 0-4 if current zone is there
qe51213368f52,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,2,Can you increase fresh air circulation in my area?,1,Factual Recall,6,Meta / Strategic Reasoning,5,1,14,building-data,requires_extension,Clear control request for the user's area; little human reasoning beyond confirming the action.,"Requires zone resolution, safe HVAC actuation, feedback monitoring and control-loop orchestration.",ontology/knowledge graph; capability KB; floor-plan/spatial reasoning; LangGraph control workflow; analytics sandbox; RBAC; [NEW] BMS write-back/control API (new data source/API); [NEW] outdoor-air damper/fan setpoint and status points (add to ontology + BMS feed),dialogue -> control intent -> resolve user area/HVAC zone -> permission/safety check -> [NEW] BMS command write -> monitor feedback -> adjust/rollback if needed -> response,building ontology; HVAC zoning capability KB; floor plans; live floor 5 temperature/CO2/humidity where available; [NEW] BMS control API; [NEW] damper/fan/airflow status telemetry
q3d75dbda87d9,Building Owners/Property Managers; IT/Data Scientists; Real Estate Developers,1,Can you optimize lighting around me,5,Systemic Synthesis,6,Meta / Strategic Reasoning,1,3,20,hybrid,requires_extension,"Optimization/control needs synthesising location, preferences and constraints; objective is ambiguous.","Needs real-time location, lighting telemetry and closed-loop control; current building lacks lighting/control integration.",LangGraph control intent; ontology/knowledge graph; floor-plan/spatial reasoning; analytics optimization; LLM lighting comfort guidance; [NEW] indoor-positioning/user-location feed (new data source; add to ontology); [NEW] lighting lux/fixture-status feed (new sensor feed; add to ontology); [NEW] lighting control/BMS write-back API (new data source/API; add actuators to ontology),dialogue -> control intent -> locate user -> ontology/spatial zone mapping -> read [NEW] lux/fixture status -> derive target -> optimize setpoints -> [NEW] send control command -> verify -> response,general LLM knowledge for lighting targets; building ontology; floor plans; [NEW] indoor-positioning feed; [NEW] lighting sensor/status feed; [NEW] lighting control/BMS API
q7c8197623dc3,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,4,"If it's a sunny day, can you lower blinds to save glare and keep temps low?",3,Inferential Reasoning,6,Meta / Strategic Reasoning,3,3,18,hybrid,requires_extension,Conditional comfort-control request; derives whether sun/glare/temp justify lowering blinds.,"Requires weather/solar detection, blind control, zone mapping and closed-loop actuation; most are missing.",LangGraph control; ontology/knowledge graph; time-series store; analytics sandbox; RBAC; [NEW] weather/solar irradiance API; [NEW] daylight/glare sensor feed; [NEW] blind actuator interface and window/blind zone mapping (add to ontology + new control feed),dialogue -> control intent -> RBAC check -> ontology blind/zone lookup -> [NEW] weather/solar and glare retrieval -> temperature check -> control plan -> lower blinds -> verify feedback -> response,building ontology; floor 5 temperature time-series if relevant; [NEW] weather/solar API; [NEW] daylight/glare time-series; [NEW] blind actuator/control feedback and window/blind metadata added to ontology
q6bae25a0306e,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,4,Can lights be set to motion-sensor only after 10PM?,1,Factual Recall,6,Meta / Strategic Reasoning,5,3,16,building-data,requires_extension,"Surface is a yes/no capability check; single-fact answer, clear wording, no reasoning beyond capability recall.",Needs new lighting/motion/control integrations plus scheduled rule and actuation validation.,LangGraph orchestrator; ontology/knowledge graph; capability KB; RBAC; control intent; [NEW] lighting device/control metadata added to ontology+KB; [NEW] motion/occupancy sensor feed; [NEW] lighting/BMS write-back API,dialogue -> intent classification -> capability/RBAC check -> ontology/control-point query -> [NEW] lighting/motion integration -> schedule policy creation -> [NEW] control write-back -> verification -> response,building ontology; capability KB; [NEW] lighting control-point inventory added to ontology+KB; [NEW] motion/occupancy sensor feed; [NEW] lighting controller/BMS API
qc246bc8fd656,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,4,"After 5pm, can you dim the lights in work areas where there aren't workers present?",3,Inferential Reasoning,6,Meta / Strategic Reasoning,3,3,18,building-data,requires_extension,"Targets derive from time, work-area class and occupancy; dim level/scope add moderate ambiguity.","Conditional lighting automation needs occupancy detection, lighting control and BMS write-back loop.",LangGraph orchestrator; ontology/knowledge graph; floor-plan spatial reasoning; RBAC; control intent; [NEW] lighting control points added to ontology+KB; [NEW] occupancy/worker-presence feed; [NEW] lighting/BMS write-back API,dialogue -> intent classification -> resolve work areas -> RBAC check -> ontology/spatial query -> [NEW] occupancy retrieval -> derive eligible zones -> control-policy plan -> [NEW] dimming write-back -> verification -> response,building ontology; floor plans; [NEW] lighting control inventory added to ontology+KB; [NEW] occupancy/worker-presence sensor feed; [NEW] lighting controller/BMS API
q200f1377d096,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,3,Can you open the windows and freshen up the room an hour before the meeting?,3,Inferential Reasoning,6,Meta / Strategic Reasoning,3,3,18,building-data,requires_extension,"Direct future action request, but room/meeting details and safe ventilation conditions must be inferred.","Requires scheduling, environmental checks and an actuation/control loop; calendar and window control are missing.",LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; control intent; alerting; [NEW] meeting/calendar API; [NEW] controllable window actuator/BMS write-back (new control API; add windows to ontology); [NEW] weather API,dialogue -> intent classification -> clarify room/meeting if needed -> [NEW] calendar lookup -> ontology query -> sensor/weather checks -> ventilation plan -> [NEW] window control command -> verify telemetry -> response,building ontology; floor-5 temp/CO2/humidity time-series if applicable; [NEW] meeting/calendar feed; [NEW] window actuator/control status feed; [NEW] weather API
q39cb7751cf77,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,3,Could a low-decibel music be played over the speakers without making the workspace too loud?,3,Inferential Reasoning,6,Meta / Strategic Reasoning,3,3,18,hybrid,requires_extension,Feasibility is derived from ambient dBA + speaker level vs comfort limits; terms are somewhat ambiguous.,"Needs noise sensing, speaker metadata/control, threshold analytics and monitored playback; noise/audio feeds absent.",LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; visualisation; control loop; [NEW] dBA noise sensor feed (new data source; add points to ontology); [NEW] speaker/PA metadata + control API (new data source/API; add to ontology+KB),dialogue -> intent classification -> resolve workspace -> ontology/capability query -> [NEW] noise retrieval -> acoustic threshold check -> recommend/confirm -> [NEW] speaker control loop -> monitored response,building ontology; capability KB; [NEW] ambient noise dBA time-series; [NEW] speaker/PA inventory and control endpoint; general acoustic comfort limits
qb1da01e87ff4,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,3,When should we lower the blinds to prevent glare from the windows?,3,Inferential Reasoning,6,Meta / Strategic Reasoning,3,4,19,hybrid,requires_extension,"Timing is derived from sun/glare, window orientation and comfort limits; forecast uncertainty and room context matter.","Requires window geometry, solar/weather/light feeds, glare forecasting and blind control scheduling; key feeds/control absent.",LangGraph orchestrator; ontology/knowledge graph; floor-plan + spatial reasoning; time-series store; analytics sandbox; forecasting; visualisation; control loop; [NEW] illuminance/glare sensor feed (new data source; add points to ontology); [NEW] solar/weather API (external API); [NEW] blind/window asset metadata + actuator API (add to ontology+KB; new control API),dialogue -> resolve room/windows -> floor-plan/ontology query -> [NEW] solar/weather + lux retrieval -> glare forecast -> schedule optimisation -> [NEW] blind control loop -> response,building ontology; floor plans/DWG; [NEW] blind/window orientation metadata; [NEW] illuminance/glare time-series; [NEW] solar/weather irradiance feed; general glare comfort limits
q36ba2ac15cc9,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,2,Can you warm the house up about 30 minutes before I get up in the morning?,3,Inferential Reasoning,6,Meta / Strategic Reasoning,3,2,17,building-data,requires_extension,Needs deriving preheat start from wake time and target comfort; missing zone/time makes it moderately ambiguous.,"Scheduled HVAC actuation needs planning, user prefs, thermal feedback and a control loop.",LangGraph orchestrator; ontology/knowledge graph; time-series store; forecasting/analytics; control service/control loop (assumed active); response formatting; [NEW] residential/house HVAC topology and zone mapping (add TTL/capability YAML to inputs/ontology+KB); [NEW] user wake-time/preferred setpoint schedule store (new data source/add to ontology),"dialogue -> resolve house/zone, wake time and target -> [NEW] load home topology/preferences -> ontology query HVAC zone/controller -> create wake_time-30min schedule -> forecast warm-up need -> control command/setpoint -> verify via temperature feedback -> confirm/response",[NEW] house/HVAC zone topology (inputs/TTL or capability YAML); [NEW] user wake schedule and temperature preferences (new data source/add to ontology); thermostat/current temperature time-series; HVAC control state via assumed active control loop
q133c42e643c9,Guests/Visitors; Vendors/Service Providers; Student/Researchers/Academics; Facility Managers / Building Maintenance Teams; Occupants/Tenants/Employees; Sustainability and Energy Management Teams,2,"It's chilly at night, can you make it a little warmer?",3,Inferential Reasoning,6,Meta / Strategic Reasoning,3,2,17,building-data,requires_extension,"Subjective 'chilly' and 'a little' require deriving target zone, setpoint change, and safe comfort bounds.","Actuation needs zone resolution, live temp, RBAC, BMS setpoint write-back, and verification.",LangGraph control intent; ontology/knowledge graph; time-series store; RBAC; [NEW] BMS write-back/control API (new data source/control API); [NEW] live temperature streams floors 0-4 if target zone is there (new sensor feed),dialogue -> control intent routing -> resolve/clarify target zone -> ontology query -> current temperature retrieval -> comfort/RBAC check -> [NEW] BMS setpoint write-back -> verify sensor response -> response,building ontology; floor-5 live temperature time-series; [NEW] live temperature streams floors 0-4 (new sensor feed); [NEW] BMS control/setpoint API (new data source/control API)
