Username,Roles,QuestionNumber,Stage,Timestamp,Question
P82,IT/Data Scientists,134,1,11/04/2026 14:34,WHy Iphone price is more than others
P82,IT/Data Scientists,135,1,11/04/2026 14:34,why mechanical keyboards are more sustainable
P82,IT/Data Scientists,136,1,11/04/2026 14:33,What will happen after finishing all the oil
P82,IT/Data Scientists,137,1,11/04/2026 14:33,Why Iran And USA conflict happened
P82,IT/Data Scientists,138,1,11/04/2026 14:33,Why Ram Price Is High
P82,IT/Data Scientists,139,1,11/04/2026 14:32,AC or DC when to use what
P82,IT/Data Scientists,140,1,11/04/2026 14:32,how to clean AC
P82,IT/Data Scientists,141,1,11/04/2026 14:32,how to use fast charging cable without damaging
P82,IT/Data Scientists,143,1,11/04/2026 14:32,hwo to clean dust
P82,IT/Data Scientists,144,1,11/04/2026 14:32,how sound devices works
P82,IT/Data Scientists,145,1,11/04/2026 14:32,What Happens If current goes through water
P82,IT/Data Scientists,146,1,11/04/2026 14:32,What is SPO2
P82,IT/Data Scientists,147,1,11/04/2026 14:31,How Cars Works
P93,Occupants/Tenants/Employees,1,3,12/04/2026 15:00,Can I adjust temperature in my area with affecting other areas?
P93,Occupants/Tenants/Employees,2,3,12/04/2026 14:59,Are there sensors that track air quality at individual desk?
P93,Occupants/Tenants/Employees,3,3,12/04/2026 14:58,Can the system filter out pollulants?
P93,Occupants/Tenants/Employees,4,3,12/04/2026 14:58,Can the system out odors?
P93,Occupants/Tenants/Employees,5,3,12/04/2026 14:55,Does the building automatically increase airflow is occupancy is high?
P93,Occupants/Tenants/Employees,6,3,12/04/2026 14:55,Will I get an alert if Co2 levels rise in my desk zone?
P93,Occupants/Tenants/Employees,7,3,12/04/2026 14:55,How does the system maintain fresh air when many people are in the same area?
P93,Occupants/Tenants/Employees,8,2,12/04/2026 14:52,Can I see usage patterns to adjust my own habits?
P93,Occupants/Tenants/Employees,9,2,12/04/2026 14:52,Can I track energy usage trends over weeks or months?
P93,Occupants/Tenants/Employees,10,2,12/04/2026 14:50,Can I schedule lights for security when I'm away?
P93,Occupants/Tenants/Employees,11,2,12/04/2026 14:49,Can the building remind me to adjust lighting?
P93,Occupants/Tenants/Employees,12,2,12/04/2026 14:49,Can the system remind me to close blinds?
P93,Occupants/Tenants/Employees,13,2,12/04/2026 14:49,Can I program fresh air boosts on schedule?
P93,Occupants/Tenants/Employees,14,2,12/04/2026 14:48,Can I set my own lighting profile for each room in my unit?
P93,Occupants/Tenants/Employees,15,2,12/04/2026 14:47,Can I set temp preferences that persist across seasons?
P93,Occupants/Tenants/Employees,16,2,12/04/2026 14:47,Will it adjust the temperature in my unit if outside temps change?
P93,Occupants/Tenants/Employees,17,2,12/04/2026 14:47,Can the building anticipate temperture chages based on outside temperature?
P93,Occupants/Tenants/Employees,18,2,12/04/2026 14:46,Can I choose eco mode or comfort mode for my unit?
P93,Occupants/Tenants/Employees,19,2,12/04/2026 14:46,Can I track allergies in my unit?
P93,Occupants/Tenants/Employees,20,2,12/04/2026 14:45,What actions are taken if the building detects poor air quality?
P93,Occupants/Tenants/Employees,21,2,12/04/2026 14:45,How does the building detect poor air quality?
P93,Occupants/Tenants/Employees,22,2,12/04/2026 14:44,Are elevators optimized using people count?
P93,Occupants/Tenants/Employees,23,2,12/04/2026 14:44,Can I monitor movement in my unit for security?
P93,Occupants/Tenants/Employees,24,2,12/04/2026 14:44,Can I see noise levels in my unit?
P93,Occupants/Tenants/Employees,25,2,12/04/2026 14:44,Can the building turn off lights in empty areas?
P93,Occupants/Tenants/Employees,26,2,12/04/2026 14:43,Can I adjust light levels in my unit?
P93,Occupants/Tenants/Employees,27,2,12/04/2026 14:43,Can I see real time temperature in my unit?
P93,Occupants/Tenants/Employees,28,1,12/04/2026 14:41,Can I see real-time availability of amenities?
P93,Occupants/Tenants/Employees,29,1,12/04/2026 14:41,Can I get notifications if amenities are crowded?
P93,Occupants/Tenants/Employees,30,1,12/04/2026 14:40,Will the building track my comfort preferences and adjust over time?
P93,Occupants/Tenants/Employees,31,1,12/04/2026 14:40,Can I control the blinds from an app?
P93,Occupants/Tenants/Employees,32,1,12/04/2026 14:39,Does the building track maintenance requests and keep me updated?
P93,Occupants/Tenants/Employees,33,1,12/04/2026 14:38,Will I be alerted immediately for any safety issues?
P93,Occupants/Tenants/Employees,34,1,12/04/2026 14:38,Is there 24/7 monitoring for security?
P93,Occupants/Tenants/Employees,35,1,12/04/2026 14:38,How will you handle my package delivery?
P93,Occupants/Tenants/Employees,36,1,12/04/2026 14:38,Can I access my apartment via an app?
P93,Occupants/Tenants/Employees,37,1,12/04/2026 14:37,How does the building handle peak energy demand?
P93,Occupants/Tenants/Employees,38,1,12/04/2026 14:37,Can I track my water usafe?
P93,Occupants/Tenants/Employees,39,1,12/04/2026 14:37,Can I track my electric usage?
P93,Occupants/Tenants/Employees,40,1,12/04/2026 14:36,Can you put my lights on a timer?
P93,Occupants/Tenants/Employees,41,1,12/04/2026 14:36,Can I override lighting settings?
P93,Occupants/Tenants/Employees,42,1,12/04/2026 14:36,Can I adjust ventilation in my apartment?
P93,Occupants/Tenants/Employees,43,1,12/04/2026 14:36,Will I get alerts if air quality is poor?
P93,Occupants/Tenants/Employees,44,1,12/04/2026 14:35,Can the temp in my unit be controlled individually?
P93,Occupants/Tenants/Employees,45,1,12/04/2026 14:35,How is energy usage monitored in real time?
P93,Occupants/Tenants/Employees,46,1,12/04/2026 14:34,Cn you set an alarm?
P93,Occupants/Tenants/Employees,47,1,12/04/2026 14:33,Can you run a cleaning system?
P93,Occupants/Tenants/Employees,48,1,12/04/2026 14:33,Can you set a temperature for me?
P67,Student/Researchers/Academics,1,4,12/04/2026 14:22,can the system suggest ways to improve comfort without increasing energy use?
P67,Student/Researchers/Academics,2,4,12/04/2026 14:22,how does the building ensure green technologies remain effective over time?
P67,Student/Researchers/Academics,3,4,12/04/2026 14:21,are indoor pollution trends tracked over weeks or months?
P67,Student/Researchers/Academics,4,4,12/04/2026 14:21,can occupants influence environmental setting for their workspace?
P67,Student/Researchers/Academics,5,4,12/04/2026 14:20,are there alerts if energy consumption exceeds expected thresholds?
P67,Student/Researchers/Academics,6,4,12/04/2026 14:19,how does the building prioritize maintenance for energy or water efficiency?
P67,Student/Researchers/Academics,7,4,12/04/2026 14:18,are sustainability achievments shared with occupants in real time?
P67,Student/Researchers/Academics,8,4,12/04/2026 14:17,an the building detect areas where energy is being wasted continuously?
P67,Student/Researchers/Academics,9,4,12/04/2026 14:16,how are thermal comfort and energy efficiency balanced in large rooms?
P67,Student/Researchers/Academics,10,4,12/04/2026 14:16,can the building suggest optimal times for using elevators to save energy?
P67,Student/Researchers/Academics,11,4,12/04/2026 14:15,are there systems to monitor noise levels in quiet workspaces?
P67,Student/Researchers/Academics,12,4,12/04/2026 14:15,can green areas help in regulating indoor temperature naturally?
P67,Student/Researchers/Academics,13,4,12/04/2026 14:14,how does the building track the environmental impact of daily operations?
P67,Student/Researchers/Academics,14,4,12/04/2026 14:13,are there recommendations for reducing energy use in shared spaces?
P67,Student/Researchers/Academics,15,4,12/04/2026 14:13,can the building provide alerts if air humidity is too high or too low?
P67,Student/Researchers/Academics,16,4,12/04/2026 14:12,how are water leak detected in hard to see areas?
P67,Student/Researchers/Academics,17,4,12/04/2026 14:12,are air purifiers adjusted automatically based on pollutant levels?
P67,Student/Researchers/Academics,18,4,12/04/2026 14:11,can the system track indoor light levels for productivity and comfort?
P67,Student/Researchers/Academics,19,4,12/04/2026 14:10,how does the building measure the effectiveness of energy saving programs?
P67,Student/Researchers/Academics,20,4,12/04/2026 14:10,are there automated systems to reduce energy use when no one is in a room?
P67,Student/Researchers/Academics,21,3,12/04/2026 14:07,are there any unusual energy spikes in this part of the building?
P67,Student/Researchers/Academics,22,3,12/04/2026 14:07,can the system suggest a route to minimize exposure to high traffic areas?
P67,Student/Researchers/Academics,23,3,12/04/2026 14:06,are there any maintenance task scheduled in the next hour?
P67,Student/Researchers/Academics,24,3,12/04/2026 14:06,is the open plan office meeting ergonomic comfort standards?
P67,Student/Researchers/Academics,25,3,12/04/2026 14:05,can i locate available EV charging points closest to my car?
P67,Student/Researchers/Academics,26,3,12/04/2026 14:04,are there any sensors showing abnormal reading right now?
P67,Student/Researchers/Academics,27,3,12/04/2026 14:04,is there a way to check temperature differences between rooms?
P67,Student/Researchers/Academics,28,3,12/04/2026 14:03,how much noise is coming from nearby mechanical equipment?
P67,Student/Researchers/Academics,29,3,12/04/2026 14:03,are the solar panels producing optimal energy today?
P67,Student/Researchers/Academics,30,3,12/04/2026 14:02,can the system notify me if a desk becomes available nearby?
P67,Student/Researchers/Academics,31,3,12/04/2026 14:01,are any doors or windows left open that should be closed?
P67,Student/Researchers/Academics,32,3,12/04/2026 14:01,can i see which areas are the least crowded at this time?
P67,Student/Researchers/Academics,33,3,12/04/2026 13:59,can i monitor air quality trends over the past hour in this zone?
P67,Student/Researchers/Academics,34,3,12/04/2026 13:59,how frequently are the stairewlls being used today?
P67,Student/Researchers/Academics,35,3,12/04/2026 13:58,can i see which areas areas related to fire safty or smoke detection?
P67,Student/Researchers/Academics,36,3,12/04/2026 13:57,are the cafe appliances functioning efficiently?
P67,Student/Researchers/Academics,37,3,12/04/2026 13:57,how much energy is being used for lighting compared to HVAC today?
P67,Student/Researchers/Academics,38,3,12/04/2026 13:56,is there any condensation detected on windows or walls?
P67,Student/Researchers/Academics,39,3,12/04/2026 13:56,can the system suggest the quietest  path through the building?
P67,Student/Researchers/Academics,40,3,12/04/2026 13:55,are there any areas with insufficient natural light right now?
P67,Student/Researchers/Academics,41,2,12/04/2026 13:41,is the building prepared for unexpected power outages or system failures?
P67,Student/Researchers/Academics,42,2,12/04/2026 13:40,are machines or fans vibrating more than normal?
P67,Student/Researchers/Academics,43,2,12/04/2026 13:40,are water usage and pressure stable in all part of the building?
P67,Student/Researchers/Academics,44,2,12/04/2026 13:39,is supply air reaching all rooms evenly?
P67,Student/Researchers/Academics,45,2,12/04/2026 13:39,are ventilation systems adapting correctly to occupancy changes:
P67,Student/Researchers/Academics,46,2,12/04/2026 13:38,is the electrical load balanced across all systems?
P67,Student/Researchers/Academics,47,2,12/04/2026 13:38,which equipment is useing standby power unnecessarily?
P67,Student/Researchers/Academics,48,2,12/04/2026 13:37,are energy systems operating efficiently during peak hours?
P67,Student/Researchers/Academics,49,2,12/04/2026 13:35,are quiet zones being maintained effectively/
P67,Student/Researchers/Academics,50,2,12/04/2026 13:35,have there been sudden spikes in noise levels in any area?
P67,Student/Researchers/Academics,51,2,12/04/2026 13:34,"is natural sunlight enough, or do we need artificial lighting?"
P67,Student/Researchers/Academics,52,2,12/04/2026 13:33,are lights automatically adjusting properly to current conditions?
P67,Student/Researchers/Academics,53,2,12/04/2026 13:32,are doors being opened and closed more frequently than usual?
P67,Student/Researchers/Academics,54,2,12/04/2026 13:32,has there been any motion in normally empty corridors?
P67,Student/Researchers/Academics,55,2,12/04/2026 13:31,which areas of the building are currently least crowded?
P67,Student/Researchers/Academics,56,2,12/04/2026 13:31,how does indoor air quality compare to outside air currently?
P67,Student/Researchers/Academics,57,2,12/04/2026 13:30,are there any unusual chemical odors detected indoors today?
P67,Student/Researchers/Academics,58,2,12/04/2026 13:29,is humidity affecting the comfort of this workspae?
P67,Student/Researchers/Academics,59,2,12/04/2026 13:29,are there any rooms that feel stuffy or poorly ventilated?
P67,Student/Researchers/Academics,60,2,12/04/2026 13:28,how comfortable is the office temperature for everyone right now?
P67,Student/Researchers/Academics,61,1,12/04/2026 13:26,are there any spaces currently monitored for unusual activity?
P67,Student/Researchers/Academics,62,1,12/04/2026 13:25,which rooms are best for video conferences at the moment?
P67,Student/Researchers/Academics,63,1,12/04/2026 13:25,can you alert me if the building's temperature changes suddenly?
P67,Student/Researchers/Academics,64,1,12/04/2026 13:24,are there any zones where noise levels have spiked unexpectedly?
P67,Student/Researchers/Academics,65,1,12/04/2026 13:24,can you provide a summary of building occupancy trends today?
P67,Student/Researchers/Academics,66,1,12/04/2026 13:23,are there any floors where lighting automation is malfunctioning?
P67,Student/Researchers/Academics,67,1,12/04/2026 13:22,can you suggest a place for short breaks that's quiet and comfortable?
P67,Student/Researchers/Academics,68,1,12/04/2026 13:22,which areas are most energy efficient at this moment?
P67,Student/Researchers/Academics,69,1,12/04/2026 13:21,are there any emergency exit currently blocked or restricted?
P67,Student/Researchers/Academics,70,1,12/04/2026 13:21,can you guide me to a workspace with plug points available?
P67,Student/Researchers/Academics,71,1,12/04/2026 13:20,are there any areas with unusually high carbon dioxide levels?
P67,Student/Researchers/Academics,72,1,12/04/2026 13:19,can you recommend a spot with the lowest temperature variance?
P67,Student/Researchers/Academics,73,1,12/04/2026 13:19,are there any equipment malfunctions i should be aware of today?
P67,Student/Researchers/Academics,74,1,12/04/2026 13:18,which parts of the building have the fastest wifi right now?
P67,Student/Researchers/Academics,75,1,12/04/2026 13:17,can you notify me if indoor light levels become too harsh?
P67,Student/Researchers/Academics,76,1,12/04/2026 13:17,are any conference rooms currently reserved but unoccupied?
P67,Student/Researchers/Academics,77,1,12/04/2026 13:16,can you suggest an area that's least likely to be disturbed?
P67,Student/Researchers/Academics,78,1,12/04/2026 13:15,which rooms have the most comfortable seating available right now?
P67,Student/Researchers/Academics,79,1,12/04/2026 13:15,are there any floors experiencing unusually high humidity?
P67,Student/Researchers/Academics,80,1,12/04/2026 13:14,can you show me which areas are currently best for collaborative work?
P67,Student/Researchers/Academics,81,4,11/04/2026 03:02,data monitored?
P67,Student/Researchers/Academics,82,4,11/04/2026 03:02,HVAC optimal?
P67,Student/Researchers/Academics,83,4,11/04/2026 03:01,elevator green?
P67,Student/Researchers/Academics,84,4,11/04/2026 03:01,doors sealed?
P67,Student/Researchers/Academics,85,4,11/04/2026 03:01,fans efficient?
P67,Student/Researchers/Academics,86,4,11/04/2026 03:01,indoor temp?
P67,Student/Researchers/Academics,87,4,11/04/2026 03:01,solar active?
P67,Student/Researchers/Academics,88,4,11/04/2026 03:01,plants healthy?
P67,Student/Researchers/Academics,89,4,11/04/2026 03:01,noise reduced?
P67,Student/Researchers/Academics,90,4,11/04/2026 03:00,o2 low here?
P67,Student/Researchers/Academics,91,4,11/04/2026 03:00,lights efficient?
P67,Student/Researchers/Academics,92,4,11/04/2026 03:00,waste reduced?
P67,Student/Researchers/Academics,93,4,11/04/2026 03:00,air clean?
P67,Student/Researchers/Academics,94,4,11/04/2026 03:00,ater leaking?
P67,Student/Researchers/Academics,95,4,11/04/2026 02:59,energy saved?
P67,Student/Researchers/Academics,96,3,10/04/2026 19:23,plants watered?
P67,Student/Researchers/Academics,97,3,10/04/2026 19:23,fan spinning?
P67,Student/Researchers/Academics,98,3,10/04/2026 19:23,boiler active?
P67,Student/Researchers/Academics,99,3,10/04/2026 19:22,EV charging?
P67,Student/Researchers/Academics,100,3,10/04/2026 19:22,parking full?
P67,Student/Researchers/Academics,101,3,10/04/2026 19:22,solar workig?
P67,Student/Researchers/Academics,102,3,10/04/2026 19:22,doors open?
P67,Student/Researchers/Academics,103,3,10/04/2026 19:22,noise loud?
P67,Student/Researchers/Academics,104,3,10/04/2026 19:22,lights dim?
P67,Student/Researchers/Academics,105,3,10/04/2026 19:22,air cool?
P67,Student/Researchers/Academics,106,3,10/04/2026 19:22,elevator busy?
P67,Student/Researchers/Academics,107,3,10/04/2026 19:21,wifi working?
P67,Student/Researchers/Academics,108,3,10/04/2026 19:21,coffee ready?
P67,Student/Researchers/Academics,109,3,10/04/2026 19:21,eats free?
P67,Student/Researchers/Academics,110,3,10/04/2026 19:21,lobby crowded?
P67,Student/Researchers/Academics,111,2,10/04/2026 19:16,battery low?
P67,Student/Researchers/Academics,112,2,10/04/2026 19:16,boiler working?
P67,Student/Researchers/Academics,113,2,10/04/2026 19:16,energy used?
P67,Student/Researchers/Academics,114,2,10/04/2026 19:16,sound high?
P67,Student/Researchers/Academics,115,2,10/04/2026 19:16,light bright?
P67,Student/Researchers/Academics,116,2,10/04/2026 19:16,windows open?
P67,Student/Researchers/Academics,117,2,10/04/2026 19:16,doors locked?
P67,Student/Researchers/Academics,118,2,10/04/2026 19:15,motion detected?
P67,Student/Researchers/Academics,119,2,10/04/2026 19:15,occupancy full?
P67,Student/Researchers/Academics,120,2,10/04/2026 19:15,NO2 present?
P67,Student/Researchers/Academics,121,2,10/04/2026 19:15,PM2.5 level?
P67,Student/Researchers/Academics,122,2,10/04/2026 19:15,VOC detected?
P67,Student/Researchers/Academics,123,2,10/04/2026 19:15,CO2 safe?
P67,Student/Researchers/Academics,124,2,10/04/2026 19:15,humidity low?
P67,Student/Researchers/Academics,125,2,10/04/2026 19:14,temperature high?
P67,Student/Researchers/Academics,127,1,10/04/2026 19:09,AC working?
P67,Student/Researchers/Academics,128,1,10/04/2026 19:09,trash full?
P67,Student/Researchers/Academics,130,1,10/04/2026 19:08,seats free?
P67,Student/Researchers/Academics,131,1,10/04/2026 19:08,security active?
P67,Student/Researchers/Academics,132,1,10/04/2026 19:08,water safe?
P67,Student/Researchers/Academics,133,1,10/04/2026 19:08,noise level?
P67,Student/Researchers/Academics,137,1,10/04/2026 19:07,air fresh?
P67,Student/Researchers/Academics,139,1,10/04/2026 19:07,light on?
P67,Student/Researchers/Academics,140,1,10/04/2026 19:07,room empty?
P92,Occupants/Tenants/Employees; Guests/Visitors,1,4,12/04/2026 12:07,Could you raise or lower the carbon or ventilation and see results?
P92,Occupants/Tenants/Employees; Guests/Visitors,2,4,12/04/2026 12:07,"Could you experiment with people in a room by changing humidity, temp, etc and see how it affects their moods?"
P92,Occupants/Tenants/Employees; Guests/Visitors,3,4,12/04/2026 12:05,Could you alter the accoustics on a case by case each day?
P92,Occupants/Tenants/Employees; Guests/Visitors,4,4,12/04/2026 12:01,Could the building play music for me that I simply request audibly?
P92,Occupants/Tenants/Employees; Guests/Visitors,5,4,12/04/2026 12:00,Could the building monitor and maintain a rooftop garden?
P92,Occupants/Tenants/Employees; Guests/Visitors,6,4,12/04/2026 12:00,Could some rooms be more sound proof than others?
P92,Occupants/Tenants/Employees; Guests/Visitors,7,4,12/04/2026 11:59,Could the building be set to eradicate the air if a level is reached? So the pollutants don't stay in the air?
P92,Occupants/Tenants/Employees; Guests/Visitors,8,4,12/04/2026 11:53,"Could someone just have their office cubicle temperature and lighting be unique to it...within the larger, crowded room?"
P92,Occupants/Tenants/Employees; Guests/Visitors,9,4,12/04/2026 11:52,Could people within the same room actually be experiencing two different temps at the same time?
P92,Occupants/Tenants/Employees; Guests/Visitors,10,4,12/04/2026 11:50,Can the building help each frequent human reduce their energy onsite?
P92,Occupants/Tenants/Employees; Guests/Visitors,11,3,12/04/2026 11:48,Could the building save parking spaces and times for regular usage people with a pattern?
P92,Occupants/Tenants/Employees; Guests/Visitors,12,3,12/04/2026 11:47,Could you detect if someone is being attacked?
P92,Occupants/Tenants/Employees; Guests/Visitors,13,3,12/04/2026 11:45,How much water is actually collected and used?
P92,Occupants/Tenants/Employees; Guests/Visitors,14,3,12/04/2026 11:45,Can you run on solar energy?
P92,Occupants/Tenants/Employees; Guests/Visitors,15,3,12/04/2026 11:45,Could you monitor daily or even hourly solar energy usage and electricity saved?
P92,Occupants/Tenants/Employees; Guests/Visitors,16,3,12/04/2026 11:44,Make person in charge aware of groceries needed?
P92,Occupants/Tenants/Employees; Guests/Visitors,17,3,12/04/2026 11:43,Could you monitor how much serving food is left?
P92,Occupants/Tenants/Employees; Guests/Visitors,18,3,12/04/2026 11:43,Could you let people know when the kitchen empties out?
P92,Occupants/Tenants/Employees; Guests/Visitors,19,3,12/04/2026 11:42,Can you start the fireplace?
P92,Occupants/Tenants/Employees; Guests/Visitors,20,3,12/04/2026 11:41,Do you have the ability to have the lobby warm with good smells?
P92,Occupants/Tenants/Employees; Guests/Visitors,21,3,12/04/2026 11:40,What happens when someone unauthorized attempts to enter?
P92,Occupants/Tenants/Employees; Guests/Visitors,22,3,12/04/2026 11:40,What do you do if the temp is rising in the room? Do you sound an alarm?
P92,Occupants/Tenants/Employees; Guests/Visitors,23,3,12/04/2026 11:38,Could you warm or cool a room before a meeting begins?
P92,Occupants/Tenants/Employees; Guests/Visitors,24,3,12/04/2026 11:38,Could you add fresh air without opening a window?
P92,Occupants/Tenants/Employees; Guests/Visitors,25,3,12/04/2026 11:37,Could you pipe music to the room?
P92,Occupants/Tenants/Employees; Guests/Visitors,26,3,12/04/2026 11:36,Would you be able to detect if someone was doing drugs in the building?
P92,Occupants/Tenants/Employees; Guests/Visitors,27,3,12/04/2026 11:36,Can you detect a person's general mood or detect if a personality is at a concerning level of emotion?
P92,Occupants/Tenants/Employees; Guests/Visitors,28,3,12/04/2026 11:35,Would you be able to detect someone having a heart attack?
P92,Occupants/Tenants/Employees; Guests/Visitors,29,3,12/04/2026 11:34,Could people within the office just talk out loud to you directly with questions?
P92,Occupants/Tenants/Employees; Guests/Visitors,30,3,12/04/2026 11:33,Enclosed areas can get stuffy and stinky...how could you fix this?
P92,Occupants/Tenants/Employees; Guests/Visitors,31,2,12/04/2026 11:23,Can this substantially reduce waste? You can automatically turn off everything when people leave the room?
P92,Occupants/Tenants/Employees; Guests/Visitors,32,2,12/04/2026 11:21,Do you monitor the water usage of each toilet and alert someone to over usage?
P92,Occupants/Tenants/Employees; Guests/Visitors,33,2,12/04/2026 11:18,Can you tell if someone is attempting to sabotage the building?
P92,Occupants/Tenants/Employees; Guests/Visitors,34,2,12/04/2026 11:18,Can you tell what sex people are? Are they transparent?
P92,Occupants/Tenants/Employees; Guests/Visitors,35,2,12/04/2026 11:13,Do you monitor the grounds as well as your apartment?
P92,Occupants/Tenants/Employees; Guests/Visitors,36,2,12/04/2026 11:13,Can you physically shut the window?
P92,Occupants/Tenants/Employees; Guests/Visitors,37,2,12/04/2026 11:12,What would you do if that were the case?
P92,Occupants/Tenants/Employees; Guests/Visitors,38,2,12/04/2026 11:11,Could you determine if a sound was like nefarious in nature? Like if someone was dismembering a body?
P92,Occupants/Tenants/Employees; Guests/Visitors,39,2,12/04/2026 11:09,Would you be looking for people having an argument? Looking for signs of abuse? How would you step in?
P92,Occupants/Tenants/Employees; Guests/Visitors,40,2,12/04/2026 11:09,Could a smart building become a fire hazard? Would you be aware of it?
P92,Occupants/Tenants/Employees; Guests/Visitors,41,2,12/04/2026 11:07,I would think that you could easily overheat?
P92,Occupants/Tenants/Employees; Guests/Visitors,42,2,12/04/2026 11:05,Do you feel like you could be provided more internally to do better help out here?
P92,Occupants/Tenants/Employees; Guests/Visitors,43,2,12/04/2026 11:04,Is there any protocol in place for wild fires?
P92,Occupants/Tenants/Employees; Guests/Visitors,44,2,12/04/2026 11:03,What do you do in a hurricane? Do you shutter the windows?
P92,Occupants/Tenants/Employees; Guests/Visitors,45,2,12/04/2026 11:02,"Are you equipped with the latest technology, like 2026?"
P92,Occupants/Tenants/Employees; Guests/Visitors,46,2,12/04/2026 11:01,Do you have any control over the vehicles in the parking garage?
P92,Occupants/Tenants/Employees; Guests/Visitors,47,2,12/04/2026 11:01,Do you have the ability to seal the building if necessary? Like from any dangerous gasses outside?
P92,Occupants/Tenants/Employees; Guests/Visitors,48,2,12/04/2026 11:00,Are you a target for lightning?
P92,Occupants/Tenants/Employees; Guests/Visitors,49,2,12/04/2026 11:00,Does the energy that it takes to make you run come from this building? Are you a drain on the building's energy?
P92,Occupants/Tenants/Employees; Guests/Visitors,50,2,12/04/2026 10:59,Are you aware of all the malfunctioning fixes for this building?
P92,Occupants/Tenants/Employees; Guests/Visitors,51,2,12/04/2026 10:58,Have you ever had a human try to make you screw up or behave in a way that you felt they shouldn't be trying to get you to do?
P92,Occupants/Tenants/Employees; Guests/Visitors,52,2,12/04/2026 10:57,"Do you listen to conversations within the building? Are you internally discouraged from doing this? Do you have key words to listen for...like ""bomb"" or ""detonate""...words that could indicate their is a potential terroristic threat?"
P92,Occupants/Tenants/Employees; Guests/Visitors,53,2,12/04/2026 10:55,Do you feel like you are lacking in ability or resources? Do you feel overqualified to handle some things?
P92,Occupants/Tenants/Employees; Guests/Visitors,54,2,12/04/2026 10:55,Who is the judge of the results? How do you feel about this?
P92,Occupants/Tenants/Employees; Guests/Visitors,55,2,12/04/2026 10:54,Have you been through drills to test your ability to handle problems?
P92,Occupants/Tenants/Employees; Guests/Visitors,56,2,12/04/2026 10:53,How do you handle conflicting instructions from your building guests?
P92,Occupants/Tenants/Employees; Guests/Visitors,57,2,12/04/2026 10:52,Do you make internal calls to other robots to come and fix things?
P92,Occupants/Tenants/Employees; Guests/Visitors,58,2,12/04/2026 10:50,Do you know what happens if people intentionally mess with you?
P92,Occupants/Tenants/Employees; Guests/Visitors,59,2,12/04/2026 10:49,So are you aware of the various levels at all times?
P92,Occupants/Tenants/Employees; Guests/Visitors,60,2,12/04/2026 10:49,Do you use logic based on the temp outside? Can people override your temp? Who's request is the most significant?
P92,Occupants/Tenants/Employees; Guests/Visitors,61,1,12/04/2026 10:46,What type of classifications or building permits are required for this to be a smart building?
P92,Occupants/Tenants/Employees; Guests/Visitors,62,1,12/04/2026 10:44,Can you maintain communication with me once I leave the building?
P92,Occupants/Tenants/Employees; Guests/Visitors,63,1,12/04/2026 10:44,Do you know what your avatar looks like?
P92,Occupants/Tenants/Employees; Guests/Visitors,64,1,12/04/2026 10:43,Is there a punishment that gets handed out before law enforcement?
P92,Occupants/Tenants/Employees; Guests/Visitors,65,1,12/04/2026 10:42,How do you enforce or make sure people read the rules?
P92,Occupants/Tenants/Employees; Guests/Visitors,66,1,12/04/2026 10:42,Like would there be more security at some than others?
P92,Occupants/Tenants/Employees; Guests/Visitors,67,1,12/04/2026 10:41,Do different smart buildings have different functions and capabilities?
P92,Occupants/Tenants/Employees; Guests/Visitors,68,1,12/04/2026 10:40,Do you have face recognition active in the building?
P92,Occupants/Tenants/Employees; Guests/Visitors,69,1,12/04/2026 10:40,What happens if the power goes out?
P92,Occupants/Tenants/Employees; Guests/Visitors,70,1,12/04/2026 10:39,If one part of you malfunctions...do all parts go down at once?
P92,Occupants/Tenants/Employees; Guests/Visitors,71,1,12/04/2026 10:38,Since you're a smart building...can you regulate the temperature in each room differently?
P92,Occupants/Tenants/Employees; Guests/Visitors,72,1,12/04/2026 10:37,How about hearing everything? Even when whispered to?
P92,Occupants/Tenants/Employees; Guests/Visitors,73,1,12/04/2026 10:37,Can you visually see what's going on everywhere within the building?
P92,Occupants/Tenants/Employees; Guests/Visitors,74,1,12/04/2026 10:36,Do the police work well with you?
P92,Occupants/Tenants/Employees; Guests/Visitors,75,1,12/04/2026 10:36,What do you do if someone won't leave the premises?
P92,Occupants/Tenants/Employees; Guests/Visitors,76,1,12/04/2026 10:35,Do you have a name?
P92,Occupants/Tenants/Employees; Guests/Visitors,77,1,12/04/2026 10:35,"Do you have a physical presence or do you come through speakers, monitors, etc?"
P92,Occupants/Tenants/Employees; Guests/Visitors,78,1,12/04/2026 10:34,Do dogs and cats generally notice themselves being in the presence of a robot?
P92,Occupants/Tenants/Employees; Guests/Visitors,79,1,12/04/2026 10:34,Can animals detect when they are in a smart building?
P92,Occupants/Tenants/Employees; Guests/Visitors,80,1,12/04/2026 10:34,Have their been any fatal accidents that occurred in a smart building?
P92,Occupants/Tenants/Employees; Guests/Visitors,81,1,12/04/2026 10:33,Is the elevator a smart elevator?
P92,Occupants/Tenants/Employees; Guests/Visitors,82,1,12/04/2026 10:33,Does this have more advanced fire alarms that a normal building?
P92,Occupants/Tenants/Employees; Guests/Visitors,83,1,12/04/2026 10:32,"Is this building ""sustainable""? Or, I mean environmentally friendly?"
P92,Occupants/Tenants/Employees; Guests/Visitors,84,1,12/04/2026 10:30,"Do you store conversations, allowing me to continue where we left off if  I want to?"
