qid,personas,stage,question,level,level_name,latent_level,latent_level_name,gap_score,n_new,difficulty,answer_basis,answerability,why,latent_why,architecture,pipeline_stages,data_sources,new_items_str
q52cfcd85b5e4,Guests/Visitors,4,"if the weather outside is particularly warm or cold, can the building adjust and have the rooms a bit cooler or warmer than usual for a pleasant introduction to the space?",1,Factual Recall,6,Meta / Strategic Reasoning,5,3,16,hybrid,requires_extension,Capability yes/no about weather-based HVAC adjustment; no diagnosis requested.,"Needs weather feed, zone temps and HVAC setpoint control loop; external weather and whole-building live temps are missing.",LangGraph orchestrator/control; ontology/knowledge graph; capability KB HVAC zoning; time-series store; analytics/forecasting; general comfort rules; [NEW] weather API (external API); [NEW] live temperature streams floors 0-4 (new sensor feed); [NEW] HVAC BMS write-back API (new API),dialogue -> intent classification -> ontology/HVAC zone query -> [NEW] weather retrieval -> temperature time-series retrieval -> comfort/setpoint analytics -> [NEW] HVAC control loop -> response,general comfort guidance; building ontology; HVAC zoning KB; live floor-5 temp/humidity time-series; [NEW] live temp streams floors 0-4; [NEW] weather feed; [NEW] HVAC control API,BMS actuation / write-back; Live streams floors 0-4; Weather feed
qe37eddadb8cb,Guests/Visitors,3,In an emergency can the building send alerts on proper routes out of the building? can it also update those notifications if it notices that it is creating bottlenecks and other routes would be faster?,1,Factual Recall,6,Meta / Strategic Reasoning,5,2,15,building-data,requires_extension,Capability yes/no question; clear ask about alerting and dynamic rerouting.,"Needs live hazard/crowd sensing, route optimisation, bottleneck detection and mass-notification control loop.",LangGraph orchestrator; ontology/knowledge graph; floor-plan + spatial reasoning; analytics sandbox; alert/control; [NEW] egress route and assembly-point metadata (add inputs TTL/YAML + ontology); [NEW] crowd-flow/occupant-location feed (new data source; add to ontology); [NEW] fire alarm/hazard feed (new data source); [NEW] mass-notification API (new API),dialogue -> intent classification -> ontology/floor-plan query -> [NEW] egress metadata retrieval -> [NEW] hazard and crowd-flow retrieval -> route optimisation -> bottleneck analytics -> notification/control loop -> response,building ontology; floor plans; capability KB fire-safety facts; [NEW] egress-route TTL/YAML in inputs; [NEW] real-time crowd-flow/occupant-location feed; [NEW] fire alarm/hazard feed; [NEW] mass-notification API logs,Occupancy sensing; Other / niche
q8aa26450bba1,Guests/Visitors,3,is it possible to know ahead of arrival if electric vehicle charging spots are available? can they reserved in advance?,1,Factual Recall,6,Meta / Strategic Reasoning,5,4,17,building-data,requires_extension,Capability yes/no question about EV availability lookup and reservation.,Needs live EV/parking status plus a reservation transaction/control loop.,LangGraph orchestrator; ontology/knowledge graph; capability KB; control intent; [NEW] EV charger and parking-bay metadata (add to ontology + capability KB); [NEW] EV charger management API (new data source/API); [NEW] parking-bay occupancy feed (new sensor feed); [NEW] reservation/booking service API (new API); [NEW] user auth/notification integration (new API),dialogue -> EV/parking availability intent -> ontology and capability KB query -> [NEW] EV/parking API retrieval -> availability computation -> [NEW] reservation/control transaction -> confirmation/response,building ontology; capability KB; [NEW] EV charger metadata; [NEW] EV charger status feed; [NEW] parking-bay occupancy feed; [NEW] reservation/booking database; [NEW] user notification/auth API,Calendar / room-booking API; Occupancy sensing; Other / niche; Parking / EV
q38c3d15a6020,Guests/Visitors,3,is the underground car park setup to automatically increase its ventilation during times of high activity to vent toxic gases?,1,Factual Recall,6,Meta / Strategic Reasoning,5,4,17,building-data,requires_extension,Clear yes/no capability check about automatic car-park ventilation control.,"Requires gas/activity sensing, ventilation equipment metadata and fan control-loop verification.",LangGraph orchestrator; ontology/knowledge graph; capability KB; time-series store; analytics sandbox; control intent; [NEW] underground car-park and ventilation equipment metadata (add to ontology + capability KB/inputs TTL); [NEW] CO/NO2 toxic-gas sensor feed (new sensor feed; add to ontology); [NEW] vehicle activity/occupancy feed (new sensor feed); [NEW] car-park ventilation fan BMS write-back/sequence API (new API),dialogue -> capability/control intent -> ontology query for car park and ventilation -> [NEW] gas/activity/fan telemetry retrieval -> control-rule verification -> ventilation control loop -> response,building ontology; capability KB; [NEW] car-park and fan metadata TTL/YAML; [NEW] CO/NO2 gas time-series; [NEW] vehicle activity/occupancy feed; [NEW] fan status/control logs; [NEW] BMS control API,BMS actuation / write-back; Extended IAQ (PM/VOC/NO2 etc.); Occupancy sensing; Other / niche
q085883cf462a,Guests/Visitors,3,Can I choose where the rainwater gathered on the roof is used depending on the buildings needs?,1,Factual Recall,6,Meta / Strategic Reasoning,5,3,16,building-data,requires_extension,A yes/no capability check about whether roof rainwater can be routed by need.,"Requires rainwater topology, demand sensing and valve-control orchestration; no water data exists.",ontology/knowledge graph; capability KB; LangGraph; control; [NEW] rainwater harvesting spec/classes add to ontology+KB; [NEW] tank/flow/quality/demand sensor feeds; [NEW] controllable valve/routing actuator API,dialogue -> capability/control intent -> ontology/KB query -> [NEW] water-state and demand retrieval -> routing policy -> valve actuation/control loop -> response,building ontology; capability KB; [NEW] rainwater system TTL/YAML in inputs/; [NEW] tank level/flow/quality sensor feed; [NEW] end-use demand sensor feed; [NEW] valve actuator/control API,BMS actuation / write-back; Other / niche; Water metering
q43f164fc35ec,Guests/Visitors,3,Can the power to the vending machines be automatically be turned off when the building is not in use?,1,Factual Recall,6,Meta / Strategic Reasoning,5,3,16,building-data,requires_extension,A yes/no automation capability check for vending-machine power after hours.,"Needs occupancy/schedule plus controllable vending circuits; both absent, and requires power-control loop.",ontology/knowledge graph; capability KB; LangGraph; control; [NEW] vending machine/circuit metadata add to ontology; [NEW] smart-plug or controllable circuit actuator API; [NEW] occupancy/access/calendar feed,dialogue -> capability/control intent -> ontology/KB query -> [NEW] occupancy/schedule check -> safety policy -> power-off actuation -> state verification -> response,building ontology; capability KB reception hours; [NEW] vending machine/circuit inventory TTL/YAML in inputs/; [NEW] occupancy/access/calendar external or sensor feed; [NEW] smart-plug/circuit state and actuator feed,BMS actuation / write-back; Occupancy sensing; Other / niche
qef8d89d2d85b,Guests/Visitors,3,Can the temperature in the fridge be automatically changed and monitored to suit specific types of items?,1,Factual Recall,6,Meta / Strategic Reasoning,5,2,15,hybrid,requires_extension,A yes/no capability check for automated fridge temperature monitoring/control by item type.,Needs item-specific policy plus fridge telemetry and thermostat actuation; not instrumented now.,LLM item-storage guidance; ontology/knowledge graph; time-series store; analytics sandbox; control; alerting; [NEW] fridge asset/item profiles add to ontology+KB; [NEW] fridge temperature sensor feed; [NEW] fridge thermostat/control API; [NEW] inventory/barcode input,dialogue -> capability/control intent -> identify fridge/item type -> LLM storage-range lookup -> [NEW] fridge temperature retrieval -> policy check -> thermostat actuation -> monitoring/alerts -> response,general LLM knowledge for item temperature ranges; building ontology; [NEW] fridge asset and item-profile YAML/TTL in inputs/; [NEW] fridge internal temperature time-series feed; [NEW] thermostat actuator API; [NEW] inventory/barcode data source,BMS actuation / write-back; Other / niche
q951da700a587,Guests/Visitors,3,When pungently smelling items are being cooked in the break room can the building know this and increase air exchange?,1,Factual Recall,6,Meta / Strategic Reasoning,5,3,16,building-data,requires_extension,A yes/no capability check: detect pungent cooking smells and increase ventilation.,Needs smell/cooking detection and ventilation actuators/airflow telemetry; current sensors only temp/CO2/humidity.,ontology/knowledge graph; time-series store; analytics sandbox/anomaly detection; control; [NEW] VOC/odor/e-nose sensor feed; [NEW] cooking appliance status feed; [NEW] airflow/fan/damper sensor and actuator API; [NEW] odor thresholds add to ontology+KB,dialogue -> capability/control intent -> ontology query for break-room HVAC zone -> [NEW] odor/VOC and appliance-state retrieval -> threshold/anomaly detection -> ventilation control loop -> response,building ontology; HVAC zoning KB; available temp/CO2/humidity where streamed; [NEW] break-room VOC/odor sensor feed; [NEW] cooking appliance status data source; [NEW] airflow/fan/damper telemetry and actuator API; [NEW] odor threshold YAML/TTL in inputs/,BMS actuation / write-back; Extended IAQ (PM/VOC/NO2 etc.); Other / niche
qbb94dca25ad8,Guests/Visitors,3,Can the Lobby environment be set to change naturally with the seasons?,1,Factual Recall,6,Meta / Strategic Reasoning,5,4,17,hybrid,requires_extension,Capability check for seasonal lobby settings; no specific setpoint or schedule requested.,"Seasonal comfort needs weather/season context, live lobby telemetry, policy planning, and BMS control loop.",LLM (seasonal comfort guidance); LangGraph control planner; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; [NEW] live lobby sensor streams for floor 0 temp/CO2/humidity (new sensor feed); [NEW] weather/season API (external API); [NEW] BMS write-back/control API (new external API); [NEW] seasonal comfort policy/setpoint metadata (add to ontology+KB),dialogue -> intent classification -> clarify environment scope if needed -> ontology lookup(Lobby HVAC zone) -> [NEW] live telemetry retrieval -> [NEW] weather/season retrieval -> seasonal policy planning -> control-loop execution via [NEW] BMS API -> response,general LLM comfort knowledge; building ontology; capability KB; [NEW] floor 0 lobby temp/CO2/humidity streams (new sensor feed); [NEW] weather/season feed (external API); [NEW] seasonal policy metadata (add to ontology+KB); [NEW] BMS control endpoint (external API),BMS actuation / write-back; Other / niche; Policy / document KB; Weather feed
qb00b190af465,Guests/Visitors,3,Can I set the security of the Server Room to only allow in certain individuals? Can I setup that only certain individuals have access to specific parts of the Server Room?,1,Factual Recall,6,Meta / Strategic Reasoning,5,2,15,building-data,requires_extension,"Capability/action check for restricting Server Room access; fixed policy intent, clear yes/no.","Requires IAM, sub-room zoning, lock/badge write-back and auditable control-loop orchestration.",ontology/knowledge graph; floor-plan + spatial reasoning; RBAC; LangGraph control intent; alert/reporting; [NEW] IAM/HR roster API as new data source; [NEW] electronic lock/badge-controller API; [NEW] Server Room sub-zone access policy classes added to ontology+KB,dialogue -> authenticate/RBAC -> ontology/floor-plan zone query -> [NEW] retrieve IAM identities -> validate access policy -> [NEW] write rules to locks/badges -> audit/alert -> response,building ontology; floor plans; [NEW] IAM/authorised-individual roster; [NEW] access-control policy store; [NEW] lock/door-controller state/logs; [NEW] Server Room sub-zone topology added to ontology,Access / security systems; Other / niche
q47b1abbd3032,Guests/Visitors,2,Can I exclude a device I have from being turned off from the Standby Load sensor?,1,Factual Recall,6,Meta / Strategic Reasoning,5,3,16,building-data,requires_extension,Capability yes/no about excluding one device; surface answer is a single permission fact.,"Real answer needs device registry, standby-load control policy, RBAC and write-back loop, none currently loaded.",ontology/knowledge graph; capability knowledge base; RBAC; LangGraph control intent; [NEW] standby-load/smart-plug sensor feed (new data source + add to ontology); [NEW] controllable-device registry and exemption policy (add to ontology+KB); [NEW] plug-load control/write-back API (new data source),dialogue -> control-capability intent -> RBAC -> ontology/capability lookup -> [NEW] device and standby-load controller lookup -> [NEW] whitelist policy check -> [NEW] exemption/write-back action -> response,building ontology; capability KB; [NEW] standby-load or smart-plug time-series; [NEW] controllable-device registry and whitelist policy; [NEW] plug-load controller/write-back API,BMS actuation / write-back; Other / niche; Policy / document KB
q0b0da1b69211,Guests/Visitors,2,Can I adjust the speed of the ventilation fans if I find they are too loud for certain occasions?,1,Factual Recall,6,Meta / Strategic Reasoning,5,3,16,building-data,requires_extension,Capability yes/no about fan-speed adjustment; surface answer is a single control permission fact.,"Fan-speed adjustment needs RBAC, safety checks, fan control points and actuation/write-back not present.",ontology/knowledge graph; capability knowledge base; time-series store; analytics sandbox; RBAC; LangGraph control intent; report intake; [NEW] fan-speed status/control points (add to ontology + new data source); [NEW] acoustic/noise sensor feed (new data source); [NEW] BMS fan-speed write-back API (new data source),dialogue -> control-capability intent -> RBAC -> ontology fan/zone lookup -> [NEW] fan-speed/noise retrieval -> ventilation safety check -> [NEW] BMS fan-speed command or request -> verify -> response,building ontology; capability KB; available temperature/CO2/humidity streams where live; [NEW] fan-speed telemetry/control feed; [NEW] noise sensor feed; [NEW] BMS write-back endpoint,BMS actuation / write-back; Noise / acoustic sensing; Other / niche
q65d411582f78,Guests/Visitors,2,Can the supply air temp be changed based on the season? very warm air may be nice in the dead of winter and very cold air can be nice in the sweltering summer.,1,Factual Recall,6,Meta / Strategic Reasoning,5,5,18,hybrid,requires_extension,Capability yes/no about seasonal supply-air reset; rationale does not change the single-feature surface ask.,"Seasonal SAT reset needs weather/season logic, SAT setpoint controls, all-zone feedback and BMS write-back.",LangGraph; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; RBAC; control intent; visualisation; [NEW] supply-air temperature and setpoint points (add to ontology + new data source); [NEW] external weather API (new data source); [NEW] seasonal HVAC control sequence file (inputs/KB); [NEW] live streams for floors 0-4; [NEW] BMS setpoint write-back API,dialogue -> control-capability intent -> ontology AHU/zone lookup -> [NEW] SAT/weather/all-floor feedback retrieval -> analytics/forecast -> reset strategy and safety check -> RBAC -> [NEW] BMS setpoint schedule/write-back -> monitor -> response,building ontology; current floor-5 temperature/CO2/humidity streams; [NEW] supply-air temperature/setpoint time-series; [NEW] weather feed; [NEW] live floor-0-4 temperature/CO2/humidity streams; [NEW] seasonal control sequence and BMS write-back endpoint,BMS actuation / write-back; Calendar / room-booking API; Live streams floors 0-4; Other / niche; Weather feed
qda1184607198,Guests/Visitors,2,Am I able to turn off sound-masking systems if I find them annoying? or can I tweak them to meet what I am looking for?,1,Factual Recall,6,Meta / Strategic Reasoning,5,3,16,building-data,requires_extension,Asks whether a guest may disable or tweak a system; essentially a permission/capability fact.,"Turning off/tuning sound masking needs new device metadata, policy checks and a physical control/write-back loop.",LangGraph; ontology/knowledge graph; RBAC; control intent; [NEW] sound-masking devices/control points (add to ontology+KB); [NEW] sound-masking controller API/write-back,dialogue -> intent classification(control) -> resolve location/zone -> ontology query -> RBAC/policy check -> [NEW] controller read/write -> control-loop confirmation -> response,building ontology; RBAC config; [NEW] sound-masking device/control metadata added to ontology+KB; [NEW] sound-masking controller API/feed,BMS actuation / write-back; Noise / acoustic sensing; Other / niche
qab973e402f99,Guests/Visitors,2,Can I modify the light level to my individual needs? will it learn to understand the light levels I specifically want over time?,1,Factual Recall,6,Meta / Strategic Reasoning,5,4,17,building-data,requires_extension,Guest asks a clear yes/no capability question; human recalls whether personal lighting and learning are supported.,"Needs missing light sensing, dimming actuation, user preference history, online learning and closed-loop control.",LangGraph orchestrator; ontology/knowledge graph; capability KB; time-series store; analytics sandbox; RBAC; control intent; [NEW] light-level sensor feed (new data source; add points to ontology); [NEW] dimmable lighting/BMS write-back API (new API; add equipment to ontology); [NEW] user lighting preference store and learning controller (new data source/service; add preference classes to ontology+KB),dialogue -> intent classification -> RBAC/consent check -> ontology capability query -> [NEW] retrieve light sensor and preference history -> [NEW] preference learning -> control planning -> [NEW] lighting write-back -> verify state -> response,building ontology; capability KB; [NEW] light-level time-series feed (new sensor feed; add to ontology); [NEW] lighting actuator/dimmer API (new API; add to ontology); [NEW] user preference/profile store (new data source; add to ontology+KB),BMS actuation / write-back; Lighting sensing/control; Other / niche; User profiles / preferences
q90db9cee6f06,Guests/Visitors,2,can I disable notifications from window sensors if I have the window open or purpose for a specific reason?,1,Factual Recall,6,Meta / Strategic Reasoning,5,2,15,building-data,requires_extension,Clear yes/no capability about alert suppression; no comparison or causal reasoning needed.,"Needs missing window sensors plus notification suppression policy, RBAC, audit and command write-back.",LangGraph orchestrator; ontology/knowledge graph; capability KB; time-series store; alert intent; RBAC; [NEW] window-contact sensor feed (new data source; add points/classes to ontology); [NEW] notification preference/suppression API (new API; add policy classes to ontology+KB); [NEW] suppression audit store (new data source),dialogue -> intent classification -> RBAC/policy check -> ontology query for window sensors -> [NEW] get current window state -> create temporary suppression rule -> [NEW] update notification API -> audit -> response,building ontology; capability KB; [NEW] window-contact sensor event/time-series feed (new sensor feed; add to ontology); [NEW] notification preference and suppression store/API (new data source/API; add to ontology+KB); [NEW] audit log store,Occupancy sensing; Other / niche
q34268264d64b,Guests/Visitors,2,is it possible to temporally disable a door sensor when I know I will need it open for specific uses?,1,Factual Recall,6,Meta / Strategic Reasoning,5,4,17,building-data,requires_extension,Clear yes/no capability about temporary sensor bypass; human recalls policy/support status.,"Safety-critical sensor bypass needs missing door/access feeds, scheduling, RBAC, audit and control write-back.",LangGraph orchestrator; ontology/knowledge graph; capability KB fire-safety facts; RBAC; control intent; alert intent; [NEW] door-contact sensor feed (new data source; add points/classes to ontology); [NEW] access-control/fire-alarm bypass API (new API; add equipment/policies to ontology+KB); [NEW] scheduled bypass/audit store (new data source),dialogue -> intent classification/control -> RBAC check -> ontology query for door sensor -> safety/fire/access policy check -> schedule temporary bypass -> [NEW] write bypass to access/alarm API -> monitor expiry/re-enable -> audit -> response,building ontology; capability KB fire-safety facts; [NEW] door-contact sensor event feed (new sensor feed; add to ontology); [NEW] access-control/fire-alarm API (new API; add to ontology+KB); [NEW] bypass request and audit store,Access / security systems; Calendar / room-booking API; Occupancy sensing; Other / niche
qe9ab6d154f59,Guests/Visitors,2,can the door sensor be used to automatically close a door that was left open accidently?,1,Factual Recall,6,Meta / Strategic Reasoning,5,4,17,building-data,requires_extension,Clear yes/no automation capability; human recalls whether door sensing/closing integration exists.,"Requires missing door status and powered closer, safety interlocks, timeout logic and verified control loop.",LangGraph orchestrator; ontology/knowledge graph; capability KB fire/accessibility facts; time-series store; RBAC; control intent; [NEW] door-contact sensor feed (new data source; add to ontology); [NEW] powered door closer/lock actuator API (new API; add equipment to ontology); [NEW] obstruction/safety interlock sensor feed (new data source; add to ontology); [NEW] door auto-close policy classes (add to ontology+KB),dialogue -> capability/control planning -> ontology query for door/sensor/actuator -> monitor open event and timeout -> safety interlock check -> [NEW] issue close command -> verify closed state -> audit -> response,building ontology; capability KB; [NEW] door-contact sensor event/time-series feed (new sensor feed; add to ontology); [NEW] powered door closer actuator API (new API; add to ontology); [NEW] obstruction/safety interlock feed (new sensor feed); [NEW] door-control policy data in ontology+KB,Energy metering; Occupancy sensing; Other / niche; Policy / document KB
q10c1a66ecb06,Guests/Visitors,1,Can I set complex intricate schedules for things to happen at specific dates and times?,1,Factual Recall,6,Meta / Strategic Reasoning,5,2,15,building-data,requires_extension,Asks a yes/no capability check about scheduling dated building actions.,"Complex schedules need persistent rules, RBAC, target lookup and an actuation/control loop not yet wired.",LangGraph orchestrator; ontology/knowledge graph; RBAC; capability KB; alert/monitoring; [NEW] scheduling/automation rule engine (new service/data source); [NEW] schedule/rules store (new data source); [NEW] BMS write-back/actuation API (new external API),dialogue -> control/schedule intent -> clarify actions/dates/RBAC -> ontology target lookup -> validate conflicts/safety -> [NEW] create schedule rule -> [NEW] execute via BMS write-back at due times -> monitor/alert -> response,building ontology/control-point metadata; capability KB; user identity/RBAC config; [NEW] schedule/rules store; [NEW] BMS actuation API,BMS actuation / write-back; Calendar / room-booking API
qdd4824ee2e1f,Guests/Visitors,4,Could the building alert a room if pollution levels have risen too high and ventilate until safe to return?,1,Factual Recall,6,Meta / Strategic Reasoning,5,3,16,hybrid,requires_extension,Yes/no capability check about alerting and ventilation control.,"Closed-loop safety task: detect breach, notify occupants, ventilate, and verify safe return.",LangGraph; ontology/knowledge graph; time-series store; analytics sandbox; alert service; control intent; visualisation; [NEW] multi-pollutant IAQ sensor feed (new data source; add to ontology); [NEW] room notification endpoints (new data source/control integration); [NEW] HVAC/BMS ventilation write-back (new data source/control integration),dialogue -> intent classification -> ontology room/HVAC query -> [NEW] pollutant feed retrieval -> threshold check -> alert room -> [NEW] ventilation control loop -> monitor until below safe threshold -> response,building ontology; HVAC zoning facts; general IAQ safety thresholds; [NEW] multi-pollutant IAQ time-series (new data source); [NEW] room notification system state (new data source); [NEW] BMS/HVAC command and status feed (new data source),BMS actuation / write-back; Extended IAQ (PM/VOC/NO2 etc.); Other / niche
q268866205072,Guests/Visitors,4,Can the system be manually overridden for say a wheelchair bound person using an elevator alone if it gets stuck on standby?,1,Factual Recall,6,Meta / Strategic Reasoning,5,4,17,building-data,requires_extension,Capability check: clear yes/no on manual elevator override in a specific safety scenario.,"Needs safety-critical lift status, emergency procedure, accessibility logic, alerts and control/write-back integration.",LangGraph orchestrator; ontology/knowledge graph; capability KB; RBAC; alert/report intake; control loop; [NEW] elevator controller status/write-back API (new data source/control integration); [NEW] lift standby/fault/override points added to ontology; [NEW] emergency override/accessibility procedure file in inputs -> capability KB,dialogue -> intent classification -> capability/ontology query -> [NEW] elevator status retrieval -> safety/accessibility rule check -> alert escalation -> [NEW] override/control path validation -> response,building ontology; capability KB lift facts; [NEW] elevator controller status/control feed; [NEW] emergency override/accessibility procedure YAML; [NEW] maintenance/emergency escalation contacts,Access / security systems; BMS actuation / write-back; Maintenance / CMMS records; Other / niche
q1a4603bbf6ce,Guests/Visitors,4,Can the climate be managed inside elevators to keep the occupants comfortable?,1,Factual Recall,6,Meta / Strategic Reasoning,5,2,15,hybrid,requires_extension,Capability check: whether elevator cabin climate can be controlled for comfort.,"Closed-loop comfort control needs elevator cabin sensors, comfort rules, analytics and HVAC/fan write-back.",LLM general comfort knowledge; LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; visualisation; control loop; [NEW] elevator cabin temperature/CO2/humidity sensor feed (new data source); [NEW] elevator ventilation/HVAC controller write-back API (new data source/control integration); [NEW] elevator cabin zones/control points added to ontology,dialogue -> intent classification -> ontology query -> [NEW] cabin sensor retrieval -> comfort assessment -> analytics/control decision -> [NEW] HVAC/fan write-back -> visualisation/response,general comfort knowledge; building ontology; [NEW] elevator cabin environmental time-series; [NEW] elevator ventilation/HVAC control feed; [NEW] elevator cabin metadata in ontology,BMS actuation / write-back; Other / niche
q94a4db52bb3e,Guests/Visitors,4,Can the building keep a set humidity in response to real time weather changes?,1,Factual Recall,6,Meta / Strategic Reasoning,5,3,16,building-data,requires_extension,Visitor asks whether a control capability exists; surface answer is a single yes/no capability fact.,Requires humidity control loop fused with external live weather/forecast and equipment setpoint metadata; weather not integrated.,LangGraph orchestrator; ontology/knowledge graph; time-series store; forecasting; analytics sandbox; control intent/actuation loop; alerts; [NEW] weather API; [NEW] humidity-control equipment/setpoint metadata added to ontology+KB,dialogue -> intent classification -> clarify zone and setpoint -> ontology query -> humidity time-series retrieval -> [NEW] weather API retrieval -> forecast/control policy -> actuation loop -> monitor deviation -> response,building ontology; live floor-5 humidity time-series; [NEW] live humidity streams for floors 0-4 if whole-building (new data source); [NEW] weather API (new external API); [NEW] humidity-control actuator metadata (add to ontology+KB),BMS actuation / write-back; Live streams floors 0-4; Weather feed
q76e54bba3901,Guests/Visitors,4,Can it automatically filter more pollen when coordinating with local pollen reports?,1,Factual Recall,6,Meta / Strategic Reasoning,5,1,14,hybrid,requires_extension,Visitor asks a yes/no automation capability question; surface answer is a single capability fact.,Needs external pollen feed plus HVAC/filter control policy and actuation across served zones.,LangGraph orchestrator; ontology/knowledge graph; capability KB; analytics sandbox; forecasting; control intent/actuation loop; alerts; [NEW] local pollen report API; [NEW] HVAC filter-rating and variable-filtration control metadata added to ontology+KB,dialogue -> intent classification -> ontology/HVAC lookup -> [NEW] pollen API retrieval -> threshold/rule evaluation -> filtration or ventilation control loop -> alert/display -> response,building ontology; capability KB; [NEW] local pollen report API (new external API); [NEW] HVAC filter ratings and controllable filtration metadata (add to ontology+KB),Other / niche
q94fe3c291f93,Guests/Visitors,4,Can the building adjust the climate proactively based on weather forecasts?,1,Factual Recall,6,Meta / Strategic Reasoning,5,3,16,building-data,requires_extension,Direct yes/no capability check for forecast-based climate control; clear single-fact answer.,"Proactive climate needs weather forecasts, whole-building streams, HVAC modelling and control write-back.",LangGraph; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; capability KB; [NEW] live temp/CO2/humidity streams for floors 0-4 (new sensor feed); [NEW] weather forecast API; [NEW] HVAC BMS write-back/actuator points (new data source/API),dialogue -> intent classification -> ontology/HVAC query -> time-series retrieval -> [NEW] weather forecast retrieval -> forecasting/MPC optimisation -> [NEW] HVAC control-loop plan/write-back -> response,building ontology; HVAC zoning KB; live floor-5 temperature/CO2/humidity streams; [NEW] floor 0-4 climate streams; [NEW] weather forecast API; [NEW] HVAC actuator/write-back API,BMS actuation / write-back; Live streams floors 0-4; Weather feed
qb3a1edd49f9f,Guests/Visitors,4,Could it monitor temperature even in a fire to deploy fire fighting measures?,1,Factual Recall,6,Meta / Strategic Reasoning,5,3,16,building-data,requires_extension,Yes/no capability check about fire-time temperature monitoring and response; clear single-fact answer with caveats.,"Fire monitoring plus suppression actuation needs safety feeds, floor coverage, alerts and a control loop.","ontology/knowledge graph; time-series store; capability KB; analytics sandbox; alert/control orchestration; [NEW] live temperature streams for floors 0-4 (new sensor feed); [NEW] fire-rated heat/smoke/fire-panel feed (new data source, add to ontology); [NEW] suppression/BMS actuation API (external API/control interface, add to ontology)",dialogue -> intent classification -> capability/ontology query -> sensor coverage check -> [NEW] fire/floor live feed retrieval -> anomaly/alert logic -> control decision -> [NEW] suppression/BMS actuation -> response,building ontology; fire safety capability KB; live floor-5 temperature time-series; [NEW] live floor 0-4 temperature streams; [NEW] fire panel/heat/smoke events; [NEW] suppression/control API,BMS actuation / write-back; Live streams floors 0-4; Other / niche
qade928f52a9d,Guests/Visitors,4,Would it be possible to keep different zones or floors at different temperatures so people could choose to work in a cooler or warmer environment?,1,Factual Recall,6,Meta / Strategic Reasoning,5,2,15,building-data,requires_extension,Yes/no feasibility check about zoned temperature control; essentially a single capability fact.,"Zone setpoint choice needs HVAC zoning, live feedback and BMS control; floors 0-4 streaming/write-back are missing.","ontology/knowledge graph; capability KB; time-series store; floor-plan/spatial reasoning; LangGraph control intent; analytics sandbox; [NEW] live temperature streams for floors 0-4 (new sensor feed); [NEW] HVAC setpoint/BMS write-back API (external API/control interface, add to ontology)",dialogue -> control/feasibility intent -> ontology/HVAC zone query -> live temperature coverage check -> setpoint option planning -> [NEW] BMS write-back/control loop -> floor-plan zone presentation -> response,building ontology; HVAC zoning capability KB; floor plans; live floor-5 temperature time-series; [NEW] live floor 0-4 temperature streams; [NEW] HVAC setpoint/control API,BMS actuation / write-back; Live streams floors 0-4
q59ee342e89cb,Guests/Visitors,3,Can it turn on lighting when sensing a person entering a garage?,1,Factual Recall,6,Meta / Strategic Reasoning,5,4,17,building-data,requires_extension,"Yes/no automation capability check with clear entities: person sensing, garage and lighting.","Real automation needs event sensing, rule/planning and lighting actuation; current bldg1 lacks motion/lighting/garage integrations.",LangGraph orchestrator/control; ontology/knowledge graph; floor-plan/spatial reasoning; [NEW] motion/occupancy sensor feed (new data source; add to ontology); [NEW] lighting actuator/BMS write-back API (new data source/control integration; add to ontology); [NEW] garage/parking area metadata (add to ontology+KB or inputs/),dialogue -> capability/control intent -> resolve garage via floor plan/ontology -> [NEW] person-sensor event retrieval -> rule evaluation -> [NEW] lighting actuator command -> verify state -> response,building ontology; floor plans; capability KB; [NEW] motion/occupancy sensor feed; [NEW] lighting control point telemetry/actuator API; [NEW] garage/parking metadata,BMS actuation / write-back; Occupancy sensing; Other / niche; Parking / EV
q563a95c957cf,Guests/Visitors,3,Can the building monitor lighting and increase it overnight or if it detects a low amount of people?,1,Factual Recall,6,Meta / Strategic Reasoning,5,3,16,building-data,requires_extension,Capability yes/no: lighting monitoring plus conditional increase is a clear single-fact check.,Needs new illuminance and occupancy feeds plus policy-driven lighting control loop.,ontology/knowledge graph; capability KB; LangGraph control intent; analytics/rule engine; BMS control loop; [NEW] illuminance/lighting sensor feed (new data source + add to ontology); [NEW] occupancy sensing feed (new data source + add to ontology); [NEW] lighting circuit/control metadata (add to ontology+KB),dialogue -> intent classification -> ontology/capability check -> [NEW] illuminance/occupancy retrieval -> policy evaluation -> control command -> audit -> response,building ontology; capability KB; [NEW] illuminance time-series; [NEW] occupancy time-series; [NEW] lighting circuit/control points,BMS actuation / write-back; Lighting sensing/control; Occupancy sensing
