uuid,label,sensor_name,table,value_col 
bcd2c69f-0af8-5fbc-96b3-b20a1c22fdc5,Room 4.14 — Academic Office window_contact (simulated),Room4.14_sat_window_contact,contact_data,contact
2d4bae03-5960-5c6c-9494-6ea71a57ac02,Room 4.15 — Academic Office door_contact (simulated),Room4.15_sat_door_contact,contact_data,contact
12b55028-7e03-5c25-a4ce-c33d790d605a,Room 4.15 — Academic Office window_contact (simulated),Room4.15_sat_window_contact,contact_data,contact
6ae5734d-c5fa-5bee-8ee5-c967d5f38d1a,Room 4.16 — Academic Office door_contact (simulated),Room4.16_sat_door_contact,contact_data,contact
c38c2cd6-7082-5104-a196-816d9fe44595,Room 4.16 — Academic Office window_contact (simulated),Room4.16_sat_window_contact,contact_data,contact
41b33a1f-fab7-5e57-b7c6-c672da0345f3,Room 4.18 — Research Laboratory door_contact (simulated),Room4.18_sat_door_contact,contact_data,contact
dcf871b8-a92f-5011-bcd8-17a9da572e59,Room 4.18 — Research Laboratory window_contact (simulated),Room4.18_sat_window_contact,contact_data,contact
e61df444-0195-51eb-8dfd-51c4656a487c,Room 4.19 — Research Laboratory door_contact (simulated),Room4.19_sat_door_contact,contact_data,contact
e6b2b377-89a3-5747-b45d-4f438a4509a3,Room 4.19 — Research Laboratory window_contact (simulated),Room4.19_sat_window_contact,contact_data,contact
d1bdc9c8-8eb2-549a-92a5-3da5c9944ac8,Room 4.20 — Research Laboratory door_contact (simulated),Room4.20_sat_door_contact,contact_data,contact
11e4370b-7638-5cce-a882-dae2672dd7d0,Room 4.20 — Research Laboratory window_contact (simulated),Room4.20_sat_window_contact,contact_data,contact
22cba6e4-ed32-5f4e-b49f-81e2fa126a26,Room 4.21 — Research Laboratory door_contact (simulated),Room4.21_sat_door_contact,contact_data,contact
b88ea7e8-c830-5dce-897d-39420a4f25ff,Room 4.21 — Research Laboratory window_contact (simulated),Room4.21_sat_window_contact,contact_data,contact
dd19ec71-bf14-5a7f-875c-7d74e7a2e98e,Room 4.22 — Research Laboratory door_contact (simulated),Room4.22_sat_door_contact,contact_data,contact
c2b18ee1-cc2a-506b-87f7-0943f4e81c18,Room 4.22 — Research Laboratory window_contact (simulated),Room4.22_sat_window_contact,contact_data,contact
3d2fda1a-648f-5e51-87df-8a20eaaedf87,Room 4.23 — Academic Office door_contact (simulated),Room4.23_sat_door_contact,contact_data,contact
296b8362-5092-56f2-8827-3196e48531ae,Room 4.23 — Academic Office window_contact (simulated),Room4.23_sat_window_contact,contact_data,contact
6be9b6ed-ed4f-5490-88ab-f909fe063f49,Room 4.24 — Academic Office door_contact (simulated),Room4.24_sat_door_contact,contact_data,contact
dd3cb5db-c8df-5ccd-9776-eb41ae873ab3,Room 4.24 — Academic Office window_contact (simulated),Room4.24_sat_window_contact,contact_data,contact
d4cbf829-3fc7-5116-8108-1d7b50da7d5b,Room 4.34 — Telecommunications Room door_contact (simulated),Room4.34_sat_door_contact,contact_data,contact
e9d576dc-1f4d-5b6a-91d6-c2290dcdff5e,Room 4.34 — Telecommunications Room window_contact (simulated),Room4.34_sat_window_contact,contact_data,contact
114bb8c3-1993-5db4-8c97-be9417381037,Room 4.35 — Restroom (Male) door_contact (simulated),Room4.35_sat_door_contact,contact_data,contact
e0b0f397-f0e9-5d4a-8ec5-3e35afb063fc,Room 4.35 — Restroom (Male) window_contact (simulated),Room4.35_sat_window_contact,contact_data,contact
3b65cb2e-9e3f-5b5f-8b1f-d7a8936ea377,Room 4.36 — Restroom (Female) door_contact (simulated),Room4.36_sat_door_contact,contact_data,contact
dd31c016-6a74-51c0-8336-6220cbabdf2a,Room 4.36 — Restroom (Female) window_contact (simulated),Room4.36_sat_window_contact,contact_data,contact
143c2cee-093c-5909-93a9-da475d863ef8,Room 4.38 — Mechanical/Service Room door_contact (simulated),Room4.38_sat_door_contact,contact_data,contact
95960e02-c995-509b-b1df-2481d9fc19c4,Room 4.38 — Mechanical/Service Room window_contact (simulated),Room4.38_sat_window_contact,contact_data,contact
d16af26e-8519-5c38-817e-60e4602cef13,Room 4.44 — Server Room door_contact (simulated),Room4.44_sat_door_contact,contact_data,contact
d1c8f9ad-67a3-5d8c-a811-bf73232bc88f,Room 4.44 — Server Room window_contact (simulated),Room4.44_sat_window_contact,contact_data,contact
ffc7d44e-65bd-5842-8b6f-2a5c61bfae79,Room 4.47 — Academic Office door_contact (simulated),Room4.47_sat_door_contact,contact_data,contact
9b34b10c-1d6a-5551-828a-85f5856acd52,Room 4.47 — Academic Office window_contact (simulated),Room4.47_sat_window_contact,contact_data,contact
145db520-35e2-5825-84f4-84c39d8b16f8,Room 4.49 — Academic Office door_contact (simulated),Room4.49_sat_door_contact,contact_data,contact
99d90183-381d-536b-a359-a561265f63cd,Room 4.49 — Academic Office window_contact (simulated),Room4.49_sat_window_contact,contact_data,contact
760276d3-8409-5b5a-a7a9-3aec6e224bf5,Room 4.50 — Academic Office door_contact (simulated),Room4.50_sat_door_contact,contact_data,contact
0bc42d17-788e-5d6b-82e4-9d97a4f4dba4,Room 4.50 — Academic Office window_contact (simulated),Room4.50_sat_window_contact,contact_data,contact
a69f47a5-f15b-55c3-b54c-6b75036b80b1,Room 4.51 — Academic Office door_contact (simulated),Room4.51_sat_door_contact,contact_data,contact
d249673b-fe2d-545c-b008-8044f1cad3e0,Room 4.51 — Academic Office window_contact (simulated),Room4.51_sat_window_contact,contact_data,contact
47344599-d434-502d-b953-2d2752d5d101,Room 4.52 — Academic Office door_contact (simulated),Room4.52_sat_door_contact,contact_data,contact
3acb6035-de29-518e-a2a1-81dc868afa3d,Room 4.52 — Academic Office window_contact (simulated),Room4.52_sat_window_contact,contact_data,contact
ffd72fb0-a659-5a7e-958d-cf053e61fc75,Room 4.53 — Academic Office door_contact (simulated),Room4.53_sat_door_contact,contact_data,contact
f836bb29-3593-5e2d-9ab5-925321da63d4,Room 4.53 — Academic Office window_contact (simulated),Room4.53_sat_window_contact,contact_data,contact
817d3f1e-d82c-5eb7-b618-03d15b1d4808,Room 4.55 — Research Laboratory door_contact (simulated),Room4.55_sat_door_contact,contact_data,contact
e2bd23f4-a0ed-5bb8-a693-57f3e163c3f0,Room 4.55 — Research Laboratory window_contact (simulated),Room4.55_sat_window_contact,contact_data,contact
03eece9f-d14c-5a75-99d9-65daac169adf,Room 4.56 — Research Laboratory door_contact (simulated),Room4.56_sat_door_contact,contact_data,contact
6198e938-4019-584f-9d33-3b80d73532a6,Room 4.56 — Research Laboratory window_contact (simulated),Room4.56_sat_window_contact,contact_data,contact
aecde9fc-b75d-5517-b127-347ea316aca7,Room 4.57 — Research Laboratory door_contact (simulated),Room4.57_sat_door_contact,contact_data,contact
e0ec0d31-c62e-55d7-a530-d7ed2a6f96da,Room 4.57 — Research Laboratory window_contact (simulated),Room4.57_sat_window_contact,contact_data,contact
ee21e97b-5c94-58e8-bc16-fc3e77019550,Room 4.58 — Research Laboratory door_contact (simulated),Room4.58_sat_door_contact,contact_data,contact
f8ccc61b-25c9-5187-ada1-c7017df106bf,Room 4.58 — Research Laboratory window_contact (simulated),Room4.58_sat_window_contact,contact_data,contact
05303cde-2596-529b-8c8a-43d561e730ad,Room 4.59 — Research Laboratory door_contact (simulated),Room4.59_sat_door_contact,contact_data,contact
53253ebe-f8f6-5f51-b96d-031c75c07ae5,Room 4.59 — Research Laboratory window_contact (simulated),Room4.59_sat_window_contact,contact_data,contact
80bfa834-68e4-5ad9-9527-3a39d3964a9c,Room 4.60 — Research Laboratory door_contact (simulated),Room4.60_sat_door_contact,contact_data,contact
ee951420-9fa0-5999-9430-b89407b16838,Room 4.60 — Research Laboratory window_contact (simulated),Room4.60_sat_window_contact,contact_data,contact
02c6cbfa-ac08-5d61-8a5a-fda998c283a8,Room 4.61 — Academic Office door_contact (simulated),Room4.61_sat_door_contact,contact_data,contact
b137367c-fa61-5ce2-b959-e8997664f8f6,Room 4.61 — Academic Office window_contact (simulated),Room4.61_sat_window_contact,contact_data,contact
b4756612-39ef-5fe2-9a85-f98b0b8e148f,Room 4.62 — Academic Office door_contact (simulated),Room4.62_sat_door_contact,contact_data,contact
0690e7c5-360d-56a8-9bc0-d70d79c62d87,Room 4.62 — Academic Office window_contact (simulated),Room4.62_sat_window_contact,contact_data,contact
dd4218dc-48c8-51c5-b879-a4198d3dd492,Room 4.63 — Academic Office door_contact (simulated),Room4.63_sat_door_contact,contact_data,contact
80a976ea-7385-54d0-8871-d7ecdf6b0095,Room 4.63 — Academic Office window_contact (simulated),Room4.63_sat_window_contact,contact_data,contact
d004fbc5-d4fd-5de5-b13c-49c99a9c4e4b,Room 4.64 — Academic Office door_contact (simulated),Room4.64_sat_door_contact,contact_data,contact
609adf09-a951-5030-b7e2-2698f343d454,Room 4.64 — Academic Office window_contact (simulated),Room4.64_sat_window_contact,contact_data,contact
72333aef-13c9-57f2-809a-6a433b859ab6,Room 4.65 — Academic Office door_contact (simulated),Room4.65_sat_door_contact,contact_data,contact
0d10bb6b-589c-58ea-bc8c-1609a029c3e7,Room 4.65 — Academic Office window_contact (simulated),Room4.65_sat_window_contact,contact_data,contact
9b61ca2a-cfc8-584d-acd5-625af926304d,Room 4.66 — Academic Office door_contact (simulated),Room4.66_sat_door_contact,contact_data,contact
117c7946-f7ff-5729-8adc-61646978ab40,Room 4.66 — Academic Office window_contact (simulated),Room4.66_sat_window_contact,contact_data,contact
3c73a4eb-b3ed-5e24-988a-45d87ca8ae24,Room 4.67 — Academic Office door_contact (simulated),Room4.67_sat_door_contact,contact_data,contact
e2c07d7d-e3c2-56e4-a419-494b06ebaeb5,Room 4.67 — Academic Office window_contact (simulated),Room4.67_sat_window_contact,contact_data,contact
5abea566-babd-5d47-abf5-d33cb5991e05,Room 4.68 — Academic Office door_contact (simulated),Room4.68_sat_door_contact,contact_data,contact
0500089a-0b55-55e6-8115-f3cc78f456f4,Room 4.68 — Academic Office window_contact (simulated),Room4.68_sat_window_contact,contact_data,contact
229a393a-9ecf-55dd-883b-25ad1c87e1e7,Room 4.69 — Academic Office door_contact (simulated),Room4.69_sat_door_contact,contact_data,contact
8794c3ed-25c5-58a5-b4fa-60f5064ca12c,Room 4.69 — Academic Office window_contact (simulated),Room4.69_sat_window_contact,contact_data,contact
37173a2b-fa67-502d-8893-aa8026c64266,Room 4.70 — Staff Break Room door_contact (simulated),Room4.70_sat_door_contact,contact_data,contact
16a100ac-449a-58c8-a859-53c01a609a8e,Room 4.70 — Staff Break Room window_contact (simulated),Room4.70_sat_window_contact,contact_data,contact
560d84bc-8c19-5f08-9259-4afba9988bfd,Room 4.71 — Storage Room door_contact (simulated),Room4.71_sat_door_contact,contact_data,contact
375dfc87-1c4b-5d3d-b8d1-4ac8ceb879e0,Room 4.71 — Storage Room window_contact (simulated),Room4.71_sat_window_contact,contact_data,contact
bc62ed26-56c7-5756-8bb4-af7c788486e7,Room 5.01 — Research Laboratory door_contact (simulated),Room5.01_sat_door_contact,contact_data,contact
0201515b-17ce-5001-8311-0ea1ce00b9ac,Room 5.01 — Research Laboratory window_contact (simulated),Room5.01_sat_window_contact,contact_data,contact
8ed5fe58-6c11-523d-9dec-0efced88105d,Room 5.02 — Research Laboratory door_contact (simulated),Room5.02_sat_door_contact,contact_data,contact
2b3ff33d-cda1-552b-80b5-ba05dcec3ee5,Room 5.02 — Research Laboratory window_contact (simulated),Room5.02_sat_window_contact,contact_data,contact
cd9b434f-afce-5618-bfe8-f701671eda4f,Room 5.03 — Research Laboratory door_contact (simulated),Room5.03_sat_door_contact,contact_data,contact
5f5205b8-b42d-52f8-84c8-56d350bebd95,Room 5.03 — Research Laboratory window_contact (simulated),Room5.03_sat_window_contact,contact_data,contact
a910b9ff-8c34-5c05-b8b0-c3d1d5bb727c,Room 5.04 — Research Laboratory door_contact (simulated),Room5.04_sat_door_contact,contact_data,contact
82bc2874-edfe-5fa5-b1bc-795c501fbfe9,Room 5.04 — Research Laboratory window_contact (simulated),Room5.04_sat_window_contact,contact_data,contact
aea86262-3a18-5ce2-98b3-542c933f9c29,Room 5.05 — Research Laboratory door_contact (simulated),Room5.05_sat_door_contact,contact_data,contact
5600364d-b9e7-5144-9d45-a851852e4a74,Room 5.05 — Research Laboratory window_contact (simulated),Room5.05_sat_window_contact,contact_data,contact
1dc1a678-a230-538e-b6b9-080913c34519,Room 5.06 — Research Laboratory door_contact (simulated),Room5.06_sat_door_contact,contact_data,contact
5216b966-6a38-5abb-b2ed-3fa3f9cb00ae,Room 5.06 — Research Laboratory window_contact (simulated),Room5.06_sat_window_contact,contact_data,contact
6866a288-ddfb-5e04-b713-eb84acb4a5df,Room 5.07 — Academic Office door_contact (simulated),Room5.07_sat_door_contact,contact_data,contact
1eebc09b-a8d5-5d8d-bd2f-a06f1556c243,Room 5.07 — Academic Office window_contact (simulated),Room5.07_sat_window_contact,contact_data,contact
086ab88e-f88e-503d-a563-c70c3dbd73d0,Room 5.08 — Academic Office door_contact (simulated),Room5.08_sat_door_contact,contact_data,contact
9a774da2-f0d6-51cf-bcb9-ea7e99e2fe47,Room 5.08 — Academic Office window_contact (simulated),Room5.08_sat_window_contact,contact_data,contact
32c9b059-ffe4-5407-a8dc-9b1d62af213f,Room 5.09 — Academic Office door_contact (simulated),Room5.09_sat_door_contact,contact_data,contact
d8f01bc8-0ec0-5799-99eb-f5e23c41d1a2,Room 5.09 — Academic Office window_contact (simulated),Room5.09_sat_window_contact,contact_data,contact
ef18661d-b870-5db3-b554-bc7624069d63,Room 5.10 — Academic Office door_contact (simulated),Room5.10_sat_door_contact,contact_data,contact
0ab7e1b9-27c3-50ba-bf8b-6e0870ea5a55,Room 5.10 — Academic Office window_contact (simulated),Room5.10_sat_window_contact,contact_data,contact
1f66f282-8c63-5cad-9fa2-b71592456b6b,Room 5.11 — Academic Office door_contact (simulated),Room5.11_sat_door_contact,contact_data,contact
af00fd70-e534-5078-811c-0ccf1c46a608,Room 5.11 — Academic Office window_contact (simulated),Room5.11_sat_window_contact,contact_data,contact
19b6eb74-aeff-5735-a17f-dfaaaad33638,Room 5.12 — Academic Office door_contact (simulated),Room5.12_sat_door_contact,contact_data,contact
227804e1-e264-5df2-bd27-bc36a73e98d0,Room 5.12 — Academic Office window_contact (simulated),Room5.12_sat_window_contact,contact_data,contact
ed4d5573-e30d-5a98-a21f-4365e21741fc,Room 5.13 — Academic Office door_contact (simulated),Room5.13_sat_door_contact,contact_data,contact
4a5aaa66-e55d-5f78-a4f8-50fc7e86f5df,Room 5.13 — Academic Office window_contact (simulated),Room5.13_sat_window_contact,contact_data,contact
4e41f209-817b-5978-b0a9-829241e646ed,Room 5.14 — Academic Office door_contact (simulated),Room5.14_sat_door_contact,contact_data,contact
90f7cc9f-7f6a-5685-abce-ffad48615a96,Room 5.14 — Academic Office window_contact (simulated),Room5.14_sat_window_contact,contact_data,contact
fba48588-bfb1-5adb-ad76-09fc12be941d,Room 5.15 — Seminar / Conference Room door_contact (simulated),Room5.15_sat_door_contact,contact_data,contact
d55a7357-7694-5843-acb0-55e21a13395e,Room 5.15 — Seminar / Conference Room window_contact (simulated),Room5.15_sat_window_contact,contact_data,contact
9704a1b4-7721-5c22-9097-ec0d9c8ae0ad,Room 5.16 — Seminar / Conference Room door_contact (simulated),Room5.16_sat_door_contact,contact_data,contact
48306030-ca7d-531c-96dd-1e890cbd0282,Room 5.16 — Seminar / Conference Room window_contact (simulated),Room5.16_sat_window_contact,contact_data,contact
715c8841-afca-5ecd-a4c1-26c975aa790d,Room 5.17 — Meeting Room door_contact (simulated),Room5.17_sat_door_contact,contact_data,contact
4513e589-2853-5b92-842b-83e6d5eb8730,Room 5.17 — Meeting Room window_contact (simulated),Room5.17_sat_window_contact,contact_data,contact
e8994482-5601-5137-929e-3c6ba9a03085,Room 5.18 — Meeting Room door_contact (simulated),Room5.18_sat_door_contact,contact_data,contact
6251e22b-9d48-579c-8a03-6c021b9284a5,Room 5.18 — Meeting Room window_contact (simulated),Room5.18_sat_window_contact,contact_data,contact
38de04a3-cde6-5300-943d-1670aadcf4f2,Room 5.20 — Academic Office door_contact (simulated),Room5.20_sat_door_contact,contact_data,contact
110e28fc-f84c-5b75-8a20-b0aa56125bf4,Room 5.20 — Academic Office window_contact (simulated),Room5.20_sat_window_contact,contact_data,contact
ff89d8e1-be8d-5ad4-8829-919717c864ad,Room 5.21 — Academic Office door_contact (simulated),Room5.21_sat_door_contact,contact_data,contact
b0db876c-219a-5735-9c9a-ebfb1b061ad5,Room 5.21 — Academic Office window_contact (simulated),Room5.21_sat_window_contact,contact_data,contact
36b15cf0-8a2e-5a0b-ab80-b87b2e8e9772,Room 5.22 — Academic Office door_contact (simulated),Room5.22_sat_door_contact,contact_data,contact
4679cce0-831e-58b4-bc35-fb9f485a7e59,Room 5.22 — Academic Office window_contact (simulated),Room5.22_sat_window_contact,contact_data,contact
bce8625a-4a14-53bf-acf4-0ca009d1a608,Room 5.23 — Academic Office door_contact (simulated),Room5.23_sat_door_contact,contact_data,contact
9e1d250f-d4ae-518d-9f24-d99c133a8138,Room 5.23 — Academic Office window_contact (simulated),Room5.23_sat_window_contact,contact_data,contact
f84650bb-b399-5b80-a172-cdee8200befd,Room 5.26 — Staff Break Room / Kitchen door_contact (simulated),Room5.26_sat_door_contact,contact_data,contact
46c545a6-7229-5637-9f94-75885290b554,Room 5.26 — Staff Break Room / Kitchen window_contact (simulated),Room5.26_sat_window_contact,contact_data,contact
c6dac7da-266b-53a9-867e-b8212be26fd9,Room 5.34 — Telecommunications Room door_contact (simulated),Room5.34_sat_door_contact,contact_data,contact
d2c881e4-517f-5014-af18-7e1e26d8f988,Room 5.34 — Telecommunications Room window_contact (simulated),Room5.34_sat_window_contact,contact_data,contact
9213603d-8988-57a1-94f0-1238885b7777,Room 5.35 — Restroom (Male) door_contact (simulated),Room5.35_sat_door_contact,contact_data,contact
d538f8fa-a2e3-51cd-a54f-ecfc928bab9b,Room 5.35 — Restroom (Male) window_contact (simulated),Room5.35_sat_window_contact,contact_data,contact
32a5324a-e9f7-56cd-a1a5-c5dfe9e32daa,Room 5.36 — Restroom (Female) door_contact (simulated),Room5.36_sat_door_contact,contact_data,contact
e47aa7c6-a7e6-55ba-bf16-6589a8046b4c,Room 5.36 — Restroom (Female) window_contact (simulated),Room5.36_sat_window_contact,contact_data,contact
fb9c773f-5e28-5798-b365-be6b3c328ea8,Room 5.44 — Server Room door_contact (simulated),Room5.44_sat_door_contact,contact_data,contact
b6effa8b-361e-565b-b460-95a74fe21359,Room 5.44 — Server Room window_contact (simulated),Room5.44_sat_window_contact,contact_data,contact
4c5a40cd-664c-5de6-ab32-f7e39cb16aa4,Room 5.45 — Academic Office door_contact (simulated),Room5.45_sat_door_contact,contact_data,contact
7092e0db-d246-5b59-9955-6fbf44d0905c,Room 5.45 — Academic Office window_contact (simulated),Room5.45_sat_window_contact,contact_data,contact
bd023181-e3aa-5182-b671-7bcf39e66b91,Room 5.48 — Academic Office door_contact (simulated),Room5.48_sat_door_contact,contact_data,contact
9c59838f-d112-56df-9b9b-00f2095ee2a4,Room 5.48 — Academic Office window_contact (simulated),Room5.48_sat_window_contact,contact_data,contact
31baab12-8f72-530c-aeae-8636506a9f81,Room 5.49 — Academic Office door_contact (simulated),Room5.49_sat_door_contact,contact_data,contact
9c00de62-83b4-5b31-a573-13760fabc632,Room 5.49 — Academic Office window_contact (simulated),Room5.49_sat_window_contact,contact_data,contact
a422db73-b397-5af2-9bba-07b9216a2de0,Room 5.50 — Research Laboratory door_contact (simulated),Room5.50_sat_door_contact,contact_data,contact
f6d506c3-4f07-5743-a3ee-6509819032a5,Room 5.50 — Research Laboratory window_contact (simulated),Room5.50_sat_window_contact,contact_data,contact
33e94f86-1526-5919-baee-15c21b31e34c,Room 5.51 — Research Laboratory door_contact (simulated),Room5.51_sat_door_contact,contact_data,contact
56328e7c-b5a7-5ad8-b47a-80b60cb2d73b,Room 5.51 — Research Laboratory window_contact (simulated),Room5.51_sat_window_contact,contact_data,contact
f8f39c06-bdcc-5fc5-a6de-4ceaff38bb84,Room 5.52 — Research Laboratory door_contact (simulated),Room5.52_sat_door_contact,contact_data,contact
2f581fd4-d2f4-5b99-8e3c-e5d43456813b,Room 5.52 — Research Laboratory window_contact (simulated),Room5.52_sat_window_contact,contact_data,contact
682d4805-4391-516a-be2d-406bf338c8fe,Room 5.53 — Research Laboratory door_contact (simulated),Room5.53_sat_door_contact,contact_data,contact
65ed4ba7-dd6f-5706-bbe1-12a0f17f8b8e,Room 5.53 — Research Laboratory window_contact (simulated),Room5.53_sat_window_contact,contact_data,contact
4ef6e1c9-f381-5912-82b1-e70ff3e42c07,Room 5.54 — Research Laboratory door_contact (simulated),Room5.54_sat_door_contact,contact_data,contact
a7e564ef-9f96-5921-8580-9f6ad7f95308,Room 5.54 — Research Laboratory window_contact (simulated),Room5.54_sat_window_contact,contact_data,contact
5ac3223a-14e7-5bb2-b508-9736837c751d,Room 5.56 — Research Laboratory door_contact (simulated),Room5.56_sat_door_contact,contact_data,contact
d9c2865c-6bd4-51e6-a422-9e78f6168985,Room 5.56 — Research Laboratory window_contact (simulated),Room5.56_sat_window_contact,contact_data,contact
3c9e2fd2-4ce3-59cf-b4c8-a76b89d4e85b,Room 5.57 — Research Laboratory door_contact (simulated),Room5.57_sat_door_contact,contact_data,contact
e89bd63a-65d9-5172-a60f-fc99a9b59942,Room 5.57 — Research Laboratory window_contact (simulated),Room5.57_sat_window_contact,contact_data,contact
9e549b74-2d65-52dc-a323-4a465a836017,Room 5.58 — Research Laboratory door_contact (simulated),Room5.58_sat_door_contact,contact_data,contact
b659d948-3d33-557a-be5b-ffd2022bd1f8,Room 5.58 — Research Laboratory window_contact (simulated),Room5.58_sat_window_contact,contact_data,contact
7c58812c-fef5-56b7-bc8a-e04dee4392ef,Room 5.59 — Research Laboratory door_contact (simulated),Room5.59_sat_door_contact,contact_data,contact
ddb546fc-87cd-5f6d-a08b-17b22e3215df,Room 5.59 — Research Laboratory window_contact (simulated),Room5.59_sat_window_contact,contact_data,contact
03131f23-9be0-5f21-95b9-07e4b1307614,Room 5.60 — Research Laboratory door_contact (simulated),Room5.60_sat_door_contact,contact_data,contact
bad36bca-a852-593e-af32-ad0475a309c3,Room 5.60 — Research Laboratory window_contact (simulated),Room5.60_sat_window_contact,contact_data,contact
54fc5e9c-523f-587d-8c9c-a2744aec1675,Room 5.61 — Research Laboratory door_contact (simulated),Room5.61_sat_door_contact,contact_data,contact
f9989c6e-61b4-520a-b116-d62244838fa6,Room 5.61 — Research Laboratory window_contact (simulated),Room5.61_sat_window_contact,contact_data,contact
a79a444a-eb03-5942-bf82-70cfee3ed8d1,Room 5.62 — Academic Office door_contact (simulated),Room5.62_sat_door_contact,contact_data,contact
c21a7ca9-1026-52e8-bc3d-fc7a86ff831d,Room 5.62 — Academic Office window_contact (simulated),Room5.62_sat_window_contact,contact_data,contact
d084ade7-a51c-5fbb-b4e0-f0b056e0c7b8,Room 5.63 — Academic Office door_contact (simulated),Room5.63_sat_door_contact,contact_data,contact
1bdd5003-5df3-535c-ad3f-5f4242e7b70d,Room 5.63 — Academic Office window_contact (simulated),Room5.63_sat_window_contact,contact_data,contact
ed0e2519-9d72-5843-a07d-6efdd085e3e3,Room 5.64 — Academic Office door_contact (simulated),Room5.64_sat_door_contact,contact_data,contact
ad4380a3-7df8-5256-a22d-1b1ce6ebe609,Room 5.64 — Academic Office window_contact (simulated),Room5.64_sat_window_contact,contact_data,contact
a5d15ea7-1a5f-5952-b574-cd5b9677a4da,Room 5.65 — Academic Office door_contact (simulated),Room5.65_sat_door_contact,contact_data,contact
2451474b-4f1b-5118-b0f3-4f84f2603de1,Room 5.65 — Academic Office window_contact (simulated),Room5.65_sat_window_contact,contact_data,contact
02483ac6-f38d-57ad-9c4c-9f84351dae76,Room 5.66 — Academic Office door_contact (simulated),Room5.66_sat_door_contact,contact_data,contact
cfc6f8bb-1669-57f6-b647-f7077ea73fd4,Room 5.66 — Academic Office window_contact (simulated),Room5.66_sat_window_contact,contact_data,contact
18568549-2575-5538-a623-a19ca4520a69,Room 5.67 — Academic Office door_contact (simulated),Room5.67_sat_door_contact,contact_data,contact
e6b672c6-6d87-5af5-8ee8-25a5c3e62734,Room 5.67 — Academic Office window_contact (simulated),Room5.67_sat_window_contact,contact_data,contact
11551a2b-76b7-5660-8d10-59efc675e4e4,Room 5.68 — Academic Office door_contact (simulated),Room5.68_sat_door_contact,contact_data,contact
d4a30bd1-ff51-55c2-816d-3295c482bddc,Room 5.68 — Academic Office window_contact (simulated),Room5.68_sat_window_contact,contact_data,contact
fbe508a1-513f-5560-835a-0d6c5e5b5117,Room 5.69 — Academic Office door_contact (simulated),Room5.69_sat_door_contact,contact_data,contact
124a4471-2a45-539e-b591-2de479106535,Room 5.69 — Academic Office window_contact (simulated),Room5.69_sat_window_contact,contact_data,contact
68b1386e-a207-59b2-a7f8-679b132588c2,Room 5.70 — Academic Office door_contact (simulated),Room5.70_sat_door_contact,contact_data,contact
55861489-2868-5587-8bf9-78a4fb654ba5,Room 5.70 — Academic Office window_contact (simulated),Room5.70_sat_window_contact,contact_data,contact
287273ae-ee55-505c-932f-e72c1750d048,Room 5.71 — Storage Room door_contact (simulated),Room5.71_sat_door_contact,contact_data,contact
009aa899-1724-53b3-9766-7ad109ced74d,Room 5.71 — Storage Room window_contact (simulated),Room5.71_sat_window_contact,contact_data,contact
c11f3d66-a0b3-505c-ab49-db7df43a64f0,Server Room — Floor 2 (Room 2.44) door_contact (simulated),Server_Room_F2_sat_door_contact,contact_data,contact
045c2095-9601-5db1-890b-f7de0105c74b,Server Room — Floor 2 (Room 2.44) window_contact (simulated),Server_Room_F2_sat_window_contact,contact_data,contact
d6ea7c6b-6a16-5a3a-9516-3e8daa62b91b,Server Room — Floor 4 (Room 4.44) door_contact (simulated),Server_Room_F4_sat_door_contact,contact_data,contact
c80427f1-88e2-566c-9786-49f62807b0f0,Server Room — Floor 4 (Room 4.44) window_contact (simulated),Server_Room_F4_sat_window_contact,contact_data,contact
6af0af0e-19ec-53e1-8594-30b5ad429ff2,Server Room — Floor 5 (Room 5.44) door_contact (simulated),Server_Room_F5_sat_door_contact,contact_data,contact
eb2433ab-9bd3-51cd-8e3a-850353f566e2,Server Room — Floor 5 (Room 5.44) window_contact (simulated),Server_Room_F5_sat_window_contact,contact_data,contact
7355f93e-1cde-5c61-a7b0-1bb9acce7bee,Telecommunications Room — Floor 0 (Room 0.34) door_contact (simulated),Telecom_Room_F0_sat_door_contact,contact_data,contact
300a754a-7081-5a04-a3a3-b129cd7fc54b,Telecommunications Room — Floor 0 (Room 0.34) window_contact (simulated),Telecom_Room_F0_sat_window_contact,contact_data,contact
2c7995b4-f5a4-5a04-b683-d8b146b29454,Telecommunications Room — Floor 1 (Room 1.34) door_contact (simulated),Telecom_Room_F1_sat_door_contact,contact_data,contact
6796d270-0cc7-592e-a0b3-615900710ba0,Telecommunications Room — Floor 1 (Room 1.34) window_contact (simulated),Telecom_Room_F1_sat_window_contact,contact_data,contact
543f7045-1bfe-578c-8a6d-5c392cecab2c,Telecommunications Room — Floor 2 (Room 2.34) door_contact (simulated),Telecom_Room_F2_sat_door_contact,contact_data,contact
0306acb9-4c8d-5c1a-9a3c-6d8a91bd94a3,Telecommunications Room — Floor 2 (Room 2.34) window_contact (simulated),Telecom_Room_F2_sat_window_contact,contact_data,contact
ef4421ca-9727-592d-ad69-a5a056b631a2,Telecommunications Room — Floor 3 (Room 3.38) door_contact (simulated),Telecom_Room_F3_sat_door_contact,contact_data,contact
0f0bf380-27ee-54ee-8df0-a6320034d198,Telecommunications Room — Floor 3 (Room 3.38) window_contact (simulated),Telecom_Room_F3_sat_window_contact,contact_data,contact
