PID,Roles,Stage,Timestamp,Question,domain_l1,query_type_l2,intent,temporal,spatial,complexity
P57,Student/Researchers/Academics,4,12/04/2026 14:12,how are water leak detected in hard to see areas?,WATER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,4,12/04/2026 14:12,are air purifiers adjusted automatically based on pollutant levels?,AIR_QUALITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,4,12/04/2026 14:11,can the system track indoor light levels for productivity and comfort?,SECURITY,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,4,12/04/2026 14:10,how does the building measure the effectiveness of energy saving programs?,ENERGY,STATUS,INFORMATIONAL,STATIC,BUILDING,LOOKUP
P57,Student/Researchers/Academics,4,12/04/2026 14:10,are there automated systems to reduce energy use when no one is in a room?,ENERGY,CAPABILITY,INFORMATIONAL,STATIC,ROOM,LOOKUP
P57,Student/Researchers/Academics,3,12/04/2026 14:07,are there any unusual energy spikes in this part of the building?,ENERGY,CAPABILITY,INFORMATIONAL,STATIC,BUILDING,LOOKUP
P57,Student/Researchers/Academics,3,12/04/2026 14:07,can the system suggest a route to minimize exposure to high traffic areas?,OTHER,RECOMMENDATION,PRESCRIPTIVE,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,3,12/04/2026 14:06,are there any maintenance task scheduled in the next hour?,MAINTENANCE,CAPABILITY,INFORMATIONAL,PREDICTIVE,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,3,12/04/2026 14:06,is the open plan office meeting ergonomic comfort standards?,THERMAL,STATUS,INFORMATIONAL,STATIC,ROOM,LOOKUP
P57,Student/Researchers/Academics,3,12/04/2026 14:05,can i locate available EV charging points closest to my car?,TRANSPORT,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,3,12/04/2026 14:04,are there any sensors showing abnormal reading right now?,OTHER,CAPABILITY,INFORMATIONAL,REALTIME,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,3,12/04/2026 14:04,is there a way to check temperature differences between rooms?,THERMAL,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,3,12/04/2026 14:03,how much noise is coming from nearby mechanical equipment?,MAINTENANCE,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,AGGREGATION
P57,Student/Researchers/Academics,3,12/04/2026 14:03,are the solar panels producing optimal energy today?,ENERGY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,3,12/04/2026 14:02,can the system notify me if a desk becomes available nearby?,SUSTAINABILITY,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,3,12/04/2026 14:01,are any doors or windows left open that should be closed?,SECURITY,STATUS,PRESCRIPTIVE,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,3,12/04/2026 14:01,can i see which areas are the least crowded at this time?,OCCUPANCY,COMPARISON,INFORMATIONAL,STATIC,UNSPECIFIED,AGGREGATION
P57,Student/Researchers/Academics,3,12/04/2026 13:59,can i monitor air quality trends over the past hour in this zone?,AIR_QUALITY,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,MULTI_STEP
P57,Student/Researchers/Academics,3,12/04/2026 13:59,how frequently are the stairewlls being used today?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,3,12/04/2026 13:58,can i see which areas areas related to fire safty or smoke detection?,SAFETY,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,3,12/04/2026 13:57,are the cafe appliances functioning efficiently?,ENERGY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,3,12/04/2026 13:57,how much energy is being used for lighting compared to HVAC today?,ENERGY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,AGGREGATION
P57,Student/Researchers/Academics,3,12/04/2026 13:56,is there any condensation detected on windows or walls?,AIR_QUALITY,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,3,12/04/2026 13:56,can the system suggest the quietest  path through the building?,OTHER,RECOMMENDATION,PRESCRIPTIVE,STATIC,BUILDING,LOOKUP
P57,Student/Researchers/Academics,3,12/04/2026 13:55,are there any areas with insufficient natural light right now?,LIGHTING,CAPABILITY,INFORMATIONAL,REALTIME,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,2,12/04/2026 13:41,is the building prepared for unexpected power outages or system failures?,ENERGY,STATUS,INFORMATIONAL,STATIC,BUILDING,LOOKUP
P57,Student/Researchers/Academics,2,12/04/2026 13:40,are machines or fans vibrating more than normal?,MAINTENANCE,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,2,12/04/2026 13:40,are water usage and pressure stable in all part of the building?,AIR_QUALITY,STATUS,INFORMATIONAL,STATIC,BUILDING,LOOKUP
P57,Student/Researchers/Academics,2,12/04/2026 13:39,is supply air reaching all rooms evenly?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,2,12/04/2026 13:39,are ventilation systems adapting correctly to occupancy changes:,AIR_QUALITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,2,12/04/2026 13:38,is the electrical load balanced across all systems?,ENERGY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,2,12/04/2026 13:38,which equipment is useing standby power unnecessarily?,ENERGY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,2,12/04/2026 13:37,are energy systems operating efficiently during peak hours?,ENERGY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,2,12/04/2026 13:35,are quiet zones being maintained effectively/,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,2,12/04/2026 13:35,have there been sudden spikes in noise levels in any area?,WELLBEING,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,2,12/04/2026 13:34,"is natural sunlight enough, or do we need artificial lighting?",LIGHTING,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,2,12/04/2026 13:33,are lights automatically adjusting properly to current conditions?,ENERGY,STATUS,INFORMATIONAL,REALTIME,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,2,12/04/2026 13:32,are doors being opened and closed more frequently than usual?,SECURITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,2,12/04/2026 13:32,has there been any motion in normally empty corridors?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,2,12/04/2026 13:31,which areas of the building are currently least crowded?,ENERGY,COMPARISON,INFORMATIONAL,REALTIME,BUILDING,AGGREGATION
P57,Student/Researchers/Academics,2,12/04/2026 13:31,how does indoor air quality compare to outside air currently?,SECURITY,COMPARISON,INFORMATIONAL,REALTIME,UNSPECIFIED,MULTI_STEP
P57,Student/Researchers/Academics,2,12/04/2026 13:30,are there any unusual chemical odors detected indoors today?,SECURITY,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,2,12/04/2026 13:29,is humidity affecting the comfort of this workspae?,AIR_QUALITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,2,12/04/2026 13:29,are there any rooms that feel stuffy or poorly ventilated?,AIR_QUALITY,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,2,12/04/2026 13:28,how comfortable is the office temperature for everyone right now?,THERMAL,STATUS,INFORMATIONAL,REALTIME,ROOM,LOOKUP
P57,Student/Researchers/Academics,1,12/04/2026 13:26,are there any spaces currently monitored for unusual activity?,ENERGY,CAPABILITY,INFORMATIONAL,REALTIME,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,1,12/04/2026 13:25,which rooms are best for video conferences at the moment?,OTHER,STATUS,INFORMATIONAL,REALTIME,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,1,12/04/2026 13:25,can you alert me if the building's temperature changes suddenly?,THERMAL,ANOMALY,DIAGNOSTIC,STATIC,BUILDING,MULTI_STEP
P57,Student/Researchers/Academics,1,12/04/2026 13:24,are there any zones where noise levels have spiked unexpectedly?,WELLBEING,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,1,12/04/2026 13:24,can you provide a summary of building occupancy trends today?,OCCUPANCY,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,1,12/04/2026 13:23,are there any floors where lighting automation is malfunctioning?,LIGHTING,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,1,12/04/2026 13:22,can you suggest a place for short breaks that's quiet and comfortable?,THERMAL,RECOMMENDATION,PRESCRIPTIVE,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,1,12/04/2026 13:22,which areas are most energy efficient at this moment?,ENERGY,COMPARISON,INFORMATIONAL,STATIC,UNSPECIFIED,AGGREGATION
P57,Student/Researchers/Academics,1,12/04/2026 13:21,are there any emergency exit currently blocked or restricted?,SAFETY,CAPABILITY,INFORMATIONAL,REALTIME,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,1,12/04/2026 13:21,can you guide me to a workspace with plug points available?,OTHER,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,1,12/04/2026 13:20,are there any areas with unusually high carbon dioxide levels?,AIR_QUALITY,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,1,12/04/2026 13:19,can you recommend a spot with the lowest temperature variance?,THERMAL,RECOMMENDATION,PRESCRIPTIVE,STATIC,UNSPECIFIED,AGGREGATION
P57,Student/Researchers/Academics,1,12/04/2026 13:19,are there any equipment malfunctions i should be aware of today?,MAINTENANCE,CAPABILITY,PRESCRIPTIVE,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,1,12/04/2026 13:18,which parts of the building have the fastest wifi right now?,OTHER,STATUS,INFORMATIONAL,REALTIME,BUILDING,LOOKUP
P57,Student/Researchers/Academics,1,12/04/2026 13:17,can you notify me if indoor light levels become too harsh?,SECURITY,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,1,12/04/2026 13:17,are any conference rooms currently reserved but unoccupied?,ENERGY,STATUS,INFORMATIONAL,REALTIME,ROOM,LOOKUP
P57,Student/Researchers/Academics,1,12/04/2026 13:16,can you suggest an area that's least likely to be disturbed?,OTHER,RECOMMENDATION,PRESCRIPTIVE,STATIC,UNSPECIFIED,AGGREGATION
P57,Student/Researchers/Academics,1,12/04/2026 13:15,which rooms have the most comfortable seating available right now?,THERMAL,COMPARISON,INFORMATIONAL,REALTIME,UNSPECIFIED,AGGREGATION
P57,Student/Researchers/Academics,1,12/04/2026 13:15,are there any floors experiencing unusually high humidity?,AIR_QUALITY,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,1,12/04/2026 13:14,can you show me which areas are currently best for collaborative work?,ENERGY,CAPABILITY,INFORMATIONAL,REALTIME,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,4,11/04/2026 03:02,data monitored?,MAINTENANCE,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,4,11/04/2026 03:02,HVAC optimal?,THERMAL,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,4,11/04/2026 03:01,elevator green?,SUSTAINABILITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,4,11/04/2026 03:01,doors sealed?,SECURITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,4,11/04/2026 03:01,fans efficient?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,4,11/04/2026 03:01,indoor temp?,SECURITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,4,11/04/2026 03:01,solar active?,ENERGY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,4,11/04/2026 03:01,plants healthy?,WELLBEING,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,4,11/04/2026 03:01,noise reduced?,WELLBEING,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,4,11/04/2026 03:00,2 low?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,4,11/04/2026 03:00,lights efficient?,LIGHTING,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,4,11/04/2026 03:00,waste reduced?,WASTE,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,4,11/04/2026 03:00,air clean?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,4,11/04/2026 03:00,ater leaking?,WATER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,4,11/04/2026 02:59,energy saved?,ENERGY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,3,10/04/2026 19:23,plants watered?,WATER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,3,10/04/2026 19:23,fan spinning?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,3,10/04/2026 19:23,boiler active?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,3,10/04/2026 19:22,EV charging?,TRANSPORT,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,3,10/04/2026 19:22,parking full?,TRANSPORT,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,3,10/04/2026 19:22,solar workig?,ENERGY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,3,10/04/2026 19:22,doors open?,SECURITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,3,10/04/2026 19:22,noise loud?,WELLBEING,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,3,10/04/2026 19:22,lights dim?,LIGHTING,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,3,10/04/2026 19:22,air cool?,THERMAL,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,3,10/04/2026 19:22,elevator busy?,OCCUPANCY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,3,10/04/2026 19:21,wifi working?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,3,10/04/2026 19:21,coffee ready?,INFO_REQUEST,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,3,10/04/2026 19:21,eats free?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,3,10/04/2026 19:21,lobby crowded?,OCCUPANCY,STATUS,INFORMATIONAL,STATIC,ROOM,LOOKUP
P57,Student/Researchers/Academics,2,10/04/2026 19:16,battery low?,ENERGY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,2,10/04/2026 19:16,boiler working?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,2,10/04/2026 19:16,energy used?,ENERGY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,2,10/04/2026 19:16,sound high?,WELLBEING,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,2,10/04/2026 19:16,light bright?,LIGHTING,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,2,10/04/2026 19:16,windows open?,AIR_QUALITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,2,10/04/2026 19:16,doors locked?,SECURITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,2,10/04/2026 19:15,motion detected?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,2,10/04/2026 19:15,occupancy full?,OCCUPANCY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,2,10/04/2026 19:15,NO2 present?,AIR_QUALITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,2,10/04/2026 19:15,PM2.5 level?,AIR_QUALITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,2,10/04/2026 19:15,VOC detected?,AIR_QUALITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,2,10/04/2026 19:15,CO2 safe?,SAFETY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,2,10/04/2026 19:15,humidity low?,AIR_QUALITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,2,10/04/2026 19:14,temperature high?,THERMAL,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,1,10/04/2026 19:09,elevator busy?,OCCUPANCY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,1,10/04/2026 19:09,AC working?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,1,10/04/2026 19:09,trash full?,WASTE,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,1,10/04/2026 19:09,coffee ready?,INFO_REQUEST,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,1,10/04/2026 19:08,seats free?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,1,10/04/2026 19:08,security active?,SECURITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,1,10/04/2026 19:08,water safe?,SAFETY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,1,10/04/2026 19:08,noise level?,WELLBEING,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,1,10/04/2026 19:08,doors locked?,SECURITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,1,10/04/2026 19:08,energy used?,ENERGY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,1,10/04/2026 19:07,windows open?,AIR_QUALITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,1,10/04/2026 19:07,air fresh?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,1,10/04/2026 19:07,temperature high?,THERMAL,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,1,10/04/2026 19:07,light on?,LIGHTING,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P57,Student/Researchers/Academics,1,10/04/2026 19:07,room empty?,OTHER,STATUS,INFORMATIONAL,STATIC,ROOM,LOOKUP
P79,Occupants/Tenants/Employees; Guests/Visitors,4,12/04/2026 12:07,Could you raise or lower the carbon or ventilation and see results?,AIR_QUALITY,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P79,Occupants/Tenants/Employees; Guests/Visitors,4,12/04/2026 12:07,"Could you experiment with people in a room by changing humidity, temp, etc and see how it affects their moods?",AIR_QUALITY,CAPABILITY,INFORMATIONAL,STATIC,ROOM,LOOKUP
P79,Occupants/Tenants/Employees; Guests/Visitors,4,12/04/2026 12:05,Could you alter the accoustics on a case by case each day?,OTHER,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P79,Occupants/Tenants/Employees; Guests/Visitors,4,12/04/2026 12:01,Could the building play music for me that I simply request audibly?,WELLBEING,CAPABILITY,INFORMATIONAL,STATIC,BUILDING,LOOKUP
P79,Occupants/Tenants/Employees; Guests/Visitors,4,12/04/2026 12:00,Could the building monitor and maintain a rooftop garden?,MAINTENANCE,CAPABILITY,INFORMATIONAL,STATIC,BUILDING,LOOKUP
P79,Occupants/Tenants/Employees; Guests/Visitors,4,12/04/2026 12:00,Could some rooms be more sound proof than others?,WELLBEING,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P79,Occupants/Tenants/Employees; Guests/Visitors,4,12/04/2026 11:59,Could the building be set to eradicate the air if a level is reached? So the pollutants don't stay in the air?,AIR_QUALITY,CAPABILITY,INFORMATIONAL,STATIC,BUILDING,LOOKUP
P79,Occupants/Tenants/Employees; Guests/Visitors,4,12/04/2026 11:53,"Could someone just have their office cubicle temperature and lighting be unique to it...within the larger, crowded room?",THERMAL,CAPABILITY,INFORMATIONAL,STATIC,ROOM,LOOKUP
P79,Occupants/Tenants/Employees; Guests/Visitors,4,12/04/2026 11:52,Could people within the same room actually be experiencing two different temps at the same time?,OTHER,CAPABILITY,INFORMATIONAL,STATIC,ROOM,LOOKUP
P79,Occupants/Tenants/Employees; Guests/Visitors,4,12/04/2026 11:50,Can the building help each frequent human reduce their energy onsite?,ENERGY,CAPABILITY,INFORMATIONAL,STATIC,BUILDING,LOOKUP
P79,Occupants/Tenants/Employees; Guests/Visitors,3,12/04/2026 11:48,Could the building save parking spaces and times for regular usage people with a pattern?,TRANSPORT,CAPABILITY,INFORMATIONAL,STATIC,BUILDING,LOOKUP
P79,Occupants/Tenants/Employees; Guests/Visitors,3,12/04/2026 11:47,Could you detect if someone is being attacked?,OTHER,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P79,Occupants/Tenants/Employees; Guests/Visitors,3,12/04/2026 11:45,How much water is actually collected and used?,WATER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,AGGREGATION
P79,Occupants/Tenants/Employees; Guests/Visitors,3,12/04/2026 11:45,Can you run on solar energy?,ENERGY,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P79,Occupants/Tenants/Employees; Guests/Visitors,3,12/04/2026 11:45,Could you monitor daily or even hourly solar energy usage and electricity saved?,ENERGY,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P79,Occupants/Tenants/Employees; Guests/Visitors,3,12/04/2026 11:44,Make person in charge aware of groceries needed?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P79,Occupants/Tenants/Employees; Guests/Visitors,3,12/04/2026 11:43,Could you monitor how much serving food is left?,MAINTENANCE,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,AGGREGATION
P79,Occupants/Tenants/Employees; Guests/Visitors,3,12/04/2026 11:43,Could you let people know when the kitchen empties out?,OTHER,CAPABILITY,INFORMATIONAL,STATIC,ROOM,LOOKUP
P79,Occupants/Tenants/Employees; Guests/Visitors,3,12/04/2026 11:42,Can you start the fireplace?,SAFETY,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P79,Occupants/Tenants/Employees; Guests/Visitors,3,12/04/2026 11:41,Do you have the ability to have the lobby warm with good smells?,AIR_QUALITY,CAPABILITY,INFORMATIONAL,STATIC,ROOM,LOOKUP
P79,Occupants/Tenants/Employees; Guests/Visitors,3,12/04/2026 11:40,What happens when someone unauthorized attempts to enter?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P79,Occupants/Tenants/Employees; Guests/Visitors,3,12/04/2026 11:40,What do you do if the temp is rising in the room? Do you sound an alarm?,SAFETY,STATUS,INFORMATIONAL,STATIC,ROOM,LOOKUP
P79,Occupants/Tenants/Employees; Guests/Visitors,3,12/04/2026 11:38,Could you warm or cool a room before a meeting begins?,THERMAL,CAPABILITY,INFORMATIONAL,STATIC,ROOM,LOOKUP
P79,Occupants/Tenants/Employees; Guests/Visitors,3,12/04/2026 11:38,Could you add fresh air without opening a window?,AIR_QUALITY,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P79,Occupants/Tenants/Employees; Guests/Visitors,3,12/04/2026 11:37,Could you pipe music to the room?,WELLBEING,CAPABILITY,INFORMATIONAL,STATIC,ROOM,LOOKUP
P79,Occupants/Tenants/Employees; Guests/Visitors,3,12/04/2026 11:36,Would you be able to detect if someone was doing drugs in the building?,OTHER,STATUS,INFORMATIONAL,STATIC,BUILDING,LOOKUP
P79,Occupants/Tenants/Employees; Guests/Visitors,3,12/04/2026 11:36,Can you detect a person's general mood or detect if a personality is at a concerning level of emotion?,CONTROL,CAPABILITY,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P79,Occupants/Tenants/Employees; Guests/Visitors,3,12/04/2026 11:35,Would you be able to detect someone having a heart attack?,OTHER,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P79,Occupants/Tenants/Employees; Guests/Visitors,3,12/04/2026 11:34,Could people within the office just talk out loud to you directly with questions?,WELLBEING,CAPABILITY,INFORMATIONAL,STATIC,ROOM,LOOKUP
P79,Occupants/Tenants/Employees; Guests/Visitors,3,12/04/2026 11:33,Enclosed areas can get stuffy and stinky...how could you fix this?,AIR_QUALITY,STATUS,INFORMATIONAL,STATIC,UNSPECIFIED,LOOKUP
P79,Occupants/Tenants/Employees; Guests/Visitors,2,12/04/2026 11:23,Can this substantially reduce waste? You can automatically turn off everything when people leave the room?,WASTE,CAPABILITY,INFORMATIONAL,STATIC,ROOM,LOOKUP
